Region,year,RptArea,rfharv,pelagic_harv,nonpel_harv,ye_harv,not_ye_nonpel_harv,pPel,pYEinNonpel,pYEinNonpel_avgpost2006,var_pYEinNonpel_avgpost2006,pYE,pYE_avgRptArea,var_pYE_avgRptArea
SC,2008,SOKO2SAP,1243,1155,88,59,29,0.92920354,0.670454545,,,0.047465809,,
SC,2009,SOKO2SAP,852,747,105,76,29,0.876760563,0.723809524,,,0.089201878,,
SC,2010,SOKO2SAP,749,447,302,80,222,0.596795728,0.264900662,,,0.106809079,,
SC,2011,SOKO2SAP,749,612,137,77,60,0.817089453,0.562043796,,,0.102803738,,
SC,2012,SOKO2SAP,1039,667,372,107,265,0.641963426,0.287634409,,,0.102983638,,
SC,2013,SOKO2SAP,1104,887,217,113,104,0.803442029,0.520737327,,,0.102355072,,
SC,2014,SOKO2SAP,715,613,102,49,53,0.857342657,0.480392157,,,0.068531469,,
SC,2015,SOKO2SAP,662,550,112,68,44,0.83081571,0.607142857,,,0.102719033,,
SC,2016,SOKO2SAP,811,713,98,88,10,0.879161529,0.897959184,,,0.108508015,,
SC,2017,SOKO2SAP,727,668,59,51,8,0.918844567,0.86440678,,,0.070151307,,
SC,2018,SOKO2SAP,781,674,107,105,2,0.862996159,0.981308411,,,0.134443022,,
SC,2019,SOKO2SAP,762,628,132,126,8,0.824146982,0.954545455,,,0.165354331,,
SC,1998,WKMA,148,117,31,NA,NA,0.790540541,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,1999,WKMA,228,223,5,NA,NA,0.978070175,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2000,WKMA,386,308,78,NA,NA,0.797927461,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2001,WKMA,1182,1158,24,NA,NA,0.979695431,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2002,WKMA,880,811,69,NA,NA,0.921590909,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2003,WKMA,1107,958,149,NA,NA,0.865401987,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2004,WKMA,810,716,94,NA,NA,0.883950617,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2005,WKMA,1266,1133,133,NA,NA,0.894944708,,0.748057486,4.29E-03,,0.160761157,1.19E-03
SC,2006,WKMA,737,582,155,118,37,0.789687924,0.761290323,0.748057486,4.29E-03,0.160108548,0.160761157,1.19E-03
SC,2007,WKMA,1645,1308,337,242,95,0.795136778,0.71810089,0.748057486,4.29E-03,0.147112462,0.160761157,1.19E-03
SC,2008,WKMA,1196,900,296,211,85,0.752508361,0.712837838,0.748057486,4.29E-03,0.176421405,0.160761157,1.19E-03
SC,2009,WKMA,1849,1517,332,249,83,0.820443483,0.75,0.748057486,4.29E-03,0.134667388,0.160761157,1.19E-03
SC,2010,WKMA,1266,793,473,317,156,0.626382306,0.670190275,0.748057486,4.29E-03,0.250394945,0.160761157,1.19E-03
SC,2011,WKMA,1366,1117,249,163,86,0.817715959,0.654618474,0.748057486,4.29E-03,0.119326501,0.160761157,1.19E-03
SC,2012,WKMA,1747,1322,425,335,90,0.756725816,0.788235294,0.748057486,4.29E-03,0.191757298,0.160761157,1.19E-03
SC,2013,WKMA,1983,1626,357,279,78,0.819969743,0.781512605,0.748057486,4.29E-03,0.140695915,0.160761157,1.19E-03
SC,2014,WKMA,2396,1757,639,404,235,0.733305509,0.632237872,0.748057486,4.29E-03,0.168614357,0.160761157,1.19E-03
SC,2015,WKMA,2031,1664,367,285,82,0.819300837,0.776566757,0.748057486,4.29E-03,0.140324963,0.160761157,1.19E-03
SC,2016,WKMA,3337,2644,693,588,105,0.792328439,0.848484848,0.748057486,4.29E-03,0.176206173,0.160761157,1.19E-03
SC,2017,WKMA,2899,2301,598,493,105,0.793721973,0.824414716,0.748057486,4.29E-03,0.170058641,0.160761157,1.19E-03
SC,2018,WKMA,4291,3583,708,540,168,0.835003496,0.762711864,0.748057486,4.29E-03,0.125844791,0.160761157,1.19E-03
SC,2019,WKMA,6954,5644,1310,1037,273,0.811619212,0.791603053,0.748057486,4.29E-03,0.149122807,0.160761157,1.19E-03
SE,1998,EWYKT,1305,699,606,NA,NA,0.535632184,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,1999,EWYKT,663,547,116,NA,NA,0.825037707,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2000,EWYKT,1199,1057,142,NA,NA,0.881567973,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2001,EWYKT,1043,891,152,NA,NA,0.854266539,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2002,EWYKT,893,791,102,NA,NA,0.885778275,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2003,EWYKT,1627,1184,443,NA,NA,0.72771973,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2004,EWYKT,1501,1123,378,NA,NA,0.748167888,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2005,EWYKT,1676,1392,284,NA,NA,0.830548926,,0.262708493,5.89E-03,,0.038838679,2.05E-04
SE,2006,EWYKT,2529,2089,440,167,273,0.826018189,0.379545455,0.262708493,5.89E-03,0.066034006,0.038838679,2.05E-04
SE,2007,EWYKT,2290,1956,334,108,226,0.854148472,0.323353293,0.262708493,5.89E-03,0.047161572,0.038838679,2.05E-04
SE,2008,EWYKT,2857,2456,401,161,240,0.859642982,0.401496259,0.262708493,5.89E-03,0.056352818,0.038838679,2.05E-04
SE,2009,EWYKT,2494,2193,301,79,222,0.879310345,0.262458472,0.262708493,5.89E-03,0.031676022,0.038838679,2.05E-04
SE,2010,EWYKT,2435,1932,503,119,384,0.793429158,0.236580517,0.262708493,5.89E-03,0.048870637,0.038838679,2.05E-04
SE,2011,EWYKT,2848,2363,485,111,374,0.829705056,0.228865979,0.262708493,5.89E-03,0.038974719,0.038838679,2.05E-04
SE,2012,EWYKT,3241,2727,514,147,367,0.841406973,0.285992218,0.262708493,5.89E-03,0.045356371,0.038838679,2.05E-04
SE,2013,EWYKT,3884,3432,452,56,396,0.883625129,0.123893805,0.262708493,5.89E-03,0.014418126,0.038838679,2.05E-04
SE,2014,EWYKT,4695,4020,675,125,550,0.856230032,0.185185185,0.262708493,5.89E-03,0.026624068,0.038838679,2.05E-04
SE,2015,EWYKT,5729,4715,1014,215,799,0.82300576,0.212031558,0.262708493,5.89E-03,0.037528364,0.038838679,2.05E-04
SE,2016,EWYKT,7499,6237,1262,314,948,0.831710895,0.24881141,0.262708493,5.89E-03,0.04187225,0.038838679,2.05E-04
SE,2017,EWYKT,6324,5527,797,230,567,0.87397217,0.288582183,0.262708493,5.89E-03,0.036369386,0.038838679,2.05E-04
SE,2018,EWYKT,8659,7682,977,286,691,0.887169419,0.292732856,0.262708493,5.89E-03,0.033029218,0.038838679,2.05E-04
SE,2019,EWYKT,7908,7169,739,154,585,0.906550329,0.208389716,0.262708493,5.89E-03,0.01947395,0.038838679,2.05E-04
SC,1998,SKMA,27,22,5,NA,NA,0.814814815,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,1999,SKMA,88,73,15,NA,NA,0.829545455,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2000,SKMA,65,5,60,NA,NA,0.076923077,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2001,SKMA,27,8,19,NA,NA,0.296296296,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2002,SKMA,99,88,11,NA,NA,0.888888889,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2003,SKMA,144,104,40,NA,NA,0.722222222,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2004,SKMA,200,159,41,NA,NA,0.795,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2005,SKMA,287,128,159,NA,NA,0.445993031,,0.721409939,5.79E-02,,0.11546931,1.95E-03
SC,2006,SKMA,303,191,112,69,43,0.630363036,0.616071429,0.721409939,5.79E-02,0.227722772,0.11546931,1.95E-03
SC,2007,SKMA,1148,969,179,157,22,0.844076655,0.877094972,0.721409939,5.79E-02,0.136759582,0.11546931,1.95E-03
SC,2008,SKMA,1130,1042,88,59,29,0.922123894,0.670454545,0.721409939,5.79E-02,0.052212389,0.11546931,1.95E-03
SC,2009,SKMA,810,721,89,76,13,0.890123457,0.853932584,0.721409939,5.79E-02,0.09382716,0.11546931,1.95E-03
SC,2010,SKMA,644,400,244,80,164,0.621118012,0.327868852,0.721409939,5.79E-02,0.124223602,0.11546931,1.95E-03
SC,2011,SKMA,689,552,137,77,60,0.801161103,0.562043796,0.721409939,5.79E-02,0.111756168,0.11546931,1.95E-03
SC,2012,SKMA,918,568,350,107,243,0.618736383,0.305714286,0.721409939,5.79E-02,0.116557734,0.11546931,1.95E-03
SC,2013,SKMA,1035,868,167,113,54,0.838647343,0.676646707,0.721409939,5.79E-02,0.109178744,0.11546931,1.95E-03
SC,2014,SKMA,653,557,96,49,47,0.852986217,0.510416667,0.721409939,5.79E-02,0.075038285,0.11546931,1.95E-03
SC,2015,SKMA,619,547,72,68,4,0.88368336,0.944444444,0.721409939,5.79E-02,0.109854604,0.11546931,1.95E-03
SC,2016,SKMA,804,713,91,88,3,0.88681592,0.967032967,0.721409939,5.79E-02,0.109452736,0.11546931,1.95E-03
SC,2017,SKMA,666,607,59,51,8,0.911411411,0.86440678,0.721409939,5.79E-02,0.076576577,0.11546931,1.95E-03
SC,2018,SKMA,671,599,72,71,1,0.892697466,0.986111111,0.721409939,5.79E-02,0.105812221,0.11546931,1.95E-03
,2019,SKMA,716,588,128,120,8,0.82122905,0.9375,0.721409939,5.79E-02,0.167597765,0.11546931,1.95E-03
