MB_MR,Site Sampled,Area,Location,Year,Date,HARVEST_CODE,Biweek,WEEK,STATWEEK,SPECCODE,SPECIESCODE,SPEC_GROUP,SEX,Length,len_cm,Weight KG,WT_LBS,Private/Charter,UserGroup,RF_NAME,RF_GRP,RF_PSF,ANALYSIS_GRP,Logbook Area,STAT_AREA,DISTRICT,SUB_DIST,Stat_Area_label,GF_area,LC_area,GF_AREA_alt
Marine Boat,JUNEAU,E,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,480,48,1.365836989,3.011151542,1,Private,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,550,55,1.942168674,4.281743902,1,Private,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,685,68.5,3.426137969,7.553332289,1,Private,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,30-Jun-13,MB,13,11,27,158,RDS,Rockfish,,330,33,0.505341729,1.114086483,1,Private,redstripe,Slope,other slope,Slope_SM,115102,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,KETCHIKAN,A,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,330,33,0.518305812,1.142667358,1,Private,silvergray,Slope,silvergray,Slope_SM,101900,10190,101,90,101-90,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,440,44,1.090630532,2.404425882,2,Charter,silvergray,Slope,silvergray,Slope_SM,101290,10129,101,29,101-29,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,510,51,1.597664206,3.522242461,2,Charter,silvergray,Slope,silvergray,Slope_SM,101290,10129,101,29,101-29,SSEI,SSEIW,SSEI
Marine Boat,PETERSBURG,C,82,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,475,47.5,1.329348055,2.930707309,1,Private,silvergray,Slope,silvergray,Slope_SM,106420,10642,106,42,106-42,SSEI,SSEIW,SSEI
Marine Boat,PETERSBURG,C,82,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,450,45,1.155890224,2.548298705,1,Private,silvergray,Slope,silvergray,Slope_SM,106420,10642,106,42,106-42,SSEI,SSEIW,SSEI
Marine Boat,PETERSBURG,C,82,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,650,65,2.991596182,6.595332774,2,Charter,silvergray,Slope,silvergray,Slope_SM,110160,11016,110,16,110-16,NSEI,NSEI,NSEI
Marine Boat,SITKA,D,81,2013,30-Jun-13,MB,13,11,27,153,RBD,Rockfish,,495,49.5,1.526194676,3.364679306,2,Charter,redbanded,Slope,redbanded,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,30-Jun-13,MB,13,11,27,153,RBD,Rockfish,,570,57,2.241976305,4.942705803,2,Charter,redbanded,Slope,redbanded,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,625,62.5,2.703054205,5.959207361,2,Charter,silvergray,Slope,silvergray,Slope_SM,365630,36563,365,63,365-63,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,30-Jun-13,MB,13,11,27,157,SIG,Rockfish,,360,36,0.649093555,1.431004633,2,Charter,silvergray,Slope,silvergray,Slope_SM,113450,11345,113,45,113-45,CSEO,CSEO,CSEO
Marine Boat,CRAIG,B,760,2013,2-Jul-13,MB,13,12,27,184,VRM,Rockfish,,420,42,1.320345083,2.910859178,2,Charter,vermillion,Slope,other slope,Slope_SM,104400,10440,104,40,104-40,SSEO,SSEOC,SSEO
Marine Boat,CRAIG,B,760,2013,3-Jul-13,MB,13,12,27,184,VRM,Rockfish,,380,38,1.041222061,2.29549898,1,Private,vermillion,Slope,other slope,Slope_SM,104400,10440,104,40,104-40,SSEO,SSEOC,SSEO
Marine Boat,JUNEAU,E,81,2013,3-Jul-13,MB,13,12,27,157,SIG,Rockfish,,545,54.5,1.896838626,4.181808372,2,Charter,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,3-Jul-13,MB,13,12,27,157,SIG,Rockfish,,560,56,2.03480721,4.485976671,2,Charter,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,3-Jul-13,MB,13,12,27,159,DKB,Rockfish,,370,37,0.690293941,1.521835829,2,Charter,darkblotched,Slope,other slope,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,KETCHIKAN,A,81,2013,3-Jul-13,MB,13,12,27,144,UNS,Rockfish,,390,39,0.79681643,1.756677438,2,Charter,unkn Slope,Slope,unkn slope,Slope_SM,101250,10125,101,25,101-25,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,3-Jul-13,MB,13,12,27,153,RBD,Rockfish,,450,45,1.176991901,2.594819885,2,Charter,redbanded,Slope,redbanded,Slope_SM,101250,10125,101,25,101-25,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,3-Jul-13,MB,13,12,27,157,SIG,Rockfish,,400,40,0.852385724,1.879186615,1,Private,silvergray,Slope,silvergray,Slope_SM,101472,10147,101,47,101-47,SSEI,SSEIW,SSEI
Marine Boat,KLAWOCK,B,752,2013,3-Jul-13,MB,13,12,27,184,VRM,Rockfish,,380,38,1.041222061,2.29549898,2,Charter,vermillion,Slope,other slope,Slope_SM,104400,10440,104,40,104-40,SSEO,SSEOC,SSEO
Marine Boat,SITKA,D,81,2013,3-Jul-13,MB,13,12,27,157,SIG,Rockfish,,300,30,0.405083538,0.89305527,2,Charter,silvergray,Slope,silvergray,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,CRAIG,B,760,2013,4-Jul-13,MB,13,12,27,157,SIG,Rockfish,,390,39,0.798366129,1.760093936,2,Charter,silvergray,Slope,silvergray,Slope_SM,104350,10435,104,35,104-35,SSEO,SSEOC,SSEO
Marine Boat,CRAIG,B,760,2013,4-Jul-13,MB,13,12,27,157,SIG,Rockfish,,420,42,0.967011625,2.131893168,2,Charter,silvergray,Slope,silvergray,Slope_SM,104400,10440,104,40,104-40,SSEO,SSEOC,SSEO
Marine Boat,KETCHIKAN,A,81,2013,4-Jul-13,MB,13,12,27,158,RDS,Rockfish,,420,42,0.975200078,2.149945597,1,Private,redstripe,Slope,other slope,Slope_SM,101250,10125,101,25,101-25,SSEI,SSEIW,SSEI
Marine Boat,SITKA,D,81,2013,4-Jul-13,MB,13,12,27,157,SIG,Rockfish,,370,37,0.696752745,1.536075037,2,Charter,silvergray,Slope,silvergray,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,4-Jul-13,MB,13,12,27,184,VRM,Rockfish,,410,41,1.246961309,2.749075842,2,Charter,vermillion,Slope,other slope,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,4-Jul-13,MB,13,12,27,184,VRM,Rockfish,,395,39.5,1.141410319,2.516376017,2,Charter,vermillion,Slope,other slope,Slope_SM,113450,11345,113,45,113-45,CSEO,CSEO,CSEO
Marine Boat,JUNEAU,E,81,2013,5-Jul-13,MB,13,12,27,151,RHE,Rockfish,,395,39.5,0.886647298,1.954720367,1,Private,rougheye,Slope,rougheye,Slope_LG_BOC_SR_RHE,111507,11150,111,50,111-50,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,5-Jul-13,MB,13,12,27,157,SIG,Rockfish,,510,51,1.597664206,3.522242461,1,Private,silvergray,Slope,silvergray,Slope_SM,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,KLAWOCK,B,752,2013,5-Jul-13,MB,13,12,27,157,SIG,Rockfish,,640,64,2.874024346,6.336131553,1,Private,silvergray,Slope,silvergray,Slope_SM,103500,10350,103,50,103-50,SSEI,SSEOC,SSEI
Marine Boat,SITKA,D,81,2013,5-Jul-13,MB,13,12,27,153,RBD,Rockfish,,590,59,2.462967865,5.429908215,2,Charter,redbanded,Slope,redbanded,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,5-Jul-13,MB,13,12,27,153,RBD,Rockfish,,570,57,2.241976305,4.942705803,2,Charter,redbanded,Slope,redbanded,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,5-Jul-13,MB,13,12,27,157,SIG,Rockfish,,615,61.5,2.592627238,5.715757861,2,Charter,silvergray,Slope,silvergray,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,5-Jul-13,MB,13,12,27,157,SIG,Rockfish,,630,63,2.759330306,6.083274779,2,Charter,silvergray,Slope,silvergray,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,5-Jul-13,MB,13,12,27,157,SIG,Rockfish,,400,40,0.852385724,1.879186615,2,Charter,silvergray,Slope,silvergray,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,CRAIG,B,760,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,590,59,2.328800749,5.134120707,2,Charter,silvergray,Slope,silvergray,Slope_SM,104350,10435,104,35,104-35,SSEO,SSEOC,SSEO
Marine Boat,CRAIG,B,760,2013,6-Jul-13,MB,13,12,27,158,RDS,Rockfish,,300,30,0.389716418,0.85917661,1,Private,redstripe,Slope,other slope,Slope_SM,103500,10350,103,50,103-50,SSEI,SSEOC,SSEI
Marine Boat,CRAIG,B,760,2013,6-Jul-13,MB,13,12,27,158,RDS,Rockfish,,320,32,0.464681094,1.024445232,1,Private,redstripe,Slope,other slope,Slope_SM,103500,10350,103,50,103-50,SSEI,SSEOC,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,153,RBD,Rockfish,,415,41.5,0.943876717,2.080889489,2,Charter,redbanded,Slope,redbanded,Slope_SM,101451,10145,101,45,101-45,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,500,50,1.517908039,3.346410422,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,320,32,0.478659711,1.055262771,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,470,47,1.29346324,2.851594928,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,480,48,1.365836989,3.011151542,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,460,46,1.22349101,2.697332751,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,500,50,1.517908039,3.346410422,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,505,50.5,1.557473026,3.433636182,1,Private,silvergray,Slope,silvergray,Slope_SM,101411,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KLAWOCK,B,752,2013,6-Jul-13,MB,13,12,27,184,VRM,Rockfish,,520,52,2.191759113,4.831995975,2,Charter,vermillion,Slope,other slope,Slope_SM,104400,10440,104,40,104-40,SSEO,SSEOC,SSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,152,SRK,Rockfish,,830,83,8.227115734,18.13766389,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,355631,35563,355,63,355-63,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,152,SRK,Rockfish,,835,83.5,8.362821793,18.43684418,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,355631,35563,355,63,355-63,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,152,SRK,Rockfish,,780,78,6.94615677,15.31363614,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,355631,35563,355,63,355-63,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,152,SRK,Rockfish,,735,73.5,5.90806949,13.02504816,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,355631,35563,355,63,355-63,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,250,25,0.252802807,0.557334125,2,Charter,silvergray,Slope,silvergray,Slope_SM,365732,36573,365,73,365-73,NSEO,NSEO,NSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,320,32,0.478659711,1.055262771,2,Charter,silvergray,Slope,silvergray,Slope_SM,365732,36573,365,73,365-73,NSEO,NSEO,NSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,157,SIG,Rockfish,,300,30,0.405083538,0.89305527,2,Charter,silvergray,Slope,silvergray,Slope_SM,365732,36573,365,73,365-73,NSEO,NSEO,NSEO
Marine Boat,SITKA,D,81,2013,6-Jul-13,MB,13,12,27,184,VRM,Rockfish,,530,53,2.293102802,5.055420299,2,Charter,vermillion,Slope,other slope,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,880,88,9.64827519,21.27078045,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,113910,11391,113,91,113-91,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,785,78.5,7.068118598,15.58251562,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,113910,11391,113,91,113-91,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,820,82,7.959903762,17.54856303,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,113910,11391,113,91,113-91,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,920,92,10.89022681,24.00881182,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,113910,11391,113,91,113-91,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,810,81,7.698251132,16.97171841,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,116110,11611,116,11,116-11,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,875,87.5,9.499676573,20.94317697,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,116110,11611,116,11,116-11,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,860,86,9.062596922,19.97958243,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,116110,11611,116,11,116-11,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,735,73.5,5.90806949,13.02504816,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,116110,11611,116,11,116-11,NSEO,NSEO,NSEO
Marine Boat,ELFIN_COVE,G,82,2013,7-Jul-13,MB,13,12,28,152,SRK,Rockfish,,730,73,5.799230276,12.78509905,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,116110,11611,116,11,116-11,NSEO,NSEO,NSEO
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,605,60.5,2.485011648,5.47850638,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,560,56,2.03480721,4.485976671,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,545,54.5,1.896838626,4.181808372,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,620,62,2.647487626,5.836704171,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,555,55.5,1.988157035,4.383130763,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,600,60,2.432249728,5.362186395,1,Private,silvergray,Slope,silvergray,Slope_SM,112152,11215,112,15,112-15,NSEI,NSEI,NSEI
Marine Boat,KETCHIKAN,A,81,2013,7-Jul-13,MB,13,12,28,157,SIG,Rockfish,,375,37.5,0.721363042,1.59033139,1,Private,silvergray,Slope,silvergray,Slope_SM,101270,10127,101,27,101-27,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,7-Jul-13,MB,13,12,28,158,RDS,Rockfish,,290,29,0.355314642,0.783333765,1,Private,redstripe,Slope,other slope,Slope_SM,102502,10250,102,50,102-50,SSEI,SSEIW,SSEI
Marine Boat,ELFIN_COVE,G,82,2013,9-Jul-13,MB,14,13,28,157,SIG,Rockfish,,420,42,0.967011625,2.131893168,2,Charter,silvergray,Slope,silvergray,Slope_SM,114211,11421,114,21,114-21,NSEI,NSEI,NSEI
Marine Boat,CRAIG,B,760,2013,10-Jul-13,MB,14,13,28,184,VRM,Rockfish,,490,49,1.903496946,4.196487437,1,Private,vermillion,Slope,other slope,Slope_SM,104300,10430,104,30,104-30,SSEO,SSEOC,SSEO
Marine Boat,KETCHIKAN,A,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,365,36.5,0.672664297,1.482969163,2,Charter,silvergray,Slope,silvergray,Slope_SM,101270,10127,101,27,101-27,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,425,42.5,0.997063465,2.198146057,2,Charter,silvergray,Slope,silvergray,Slope_SM,101270,10127,101,27,101-27,SSEI,SSEIW,SSEI
Marine Boat,SITKA,D,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,780,78,4.793642835,10.56816087,2,Charter,silvergray,Slope,silvergray,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,740,74,4.183523927,9.223080519,2,Charter,silvergray,Slope,silvergray,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,350,35,0.603488492,1.330462798,2,Charter,silvergray,Slope,silvergray,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,335,33.5,0.538858702,1.187978672,2,Charter,silvergray,Slope,silvergray,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,10-Jul-13,MB,14,13,28,157,SIG,Rockfish,,660,66,3.11207208,6.860936348,2,Charter,silvergray,Slope,silvergray,Slope_SM,113417,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,JUNEAU,E,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,460,46,1.22349101,2.697332751,2,Charter,silvergray,Slope,silvergray,Slope_SM,115102,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,400,40,0.852385724,1.879186615,2,Charter,silvergray,Slope,silvergray,Slope_SM,115102,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,152,SRK,Rockfish,,525,52.5,2.362614285,5.208666706,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,101850,10185,101,85,101-85,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,152,SRK,Rockfish,,550,55,2.681802858,5.912356217,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,101850,10185,101,85,101-85,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,152,SRK,Rockfish,,560,56,2.816716051,6.209788541,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,101850,10185,101,85,101-85,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,152,SRK,Rockfish,,555,55.5,2.748735612,6.059917505,2,Charter,shortraker,Slope,shortraker,Slope_LG_BOC_SR_RHE,101850,10185,101,85,101-85,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,475,47.5,1.329348055,2.930707309,2,Charter,silvergray,Slope,silvergray,Slope_SM,101230,10123,101,23,101-23,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,470,47,1.29346324,2.851594928,2,Charter,silvergray,Slope,silvergray,Slope_SM,101230,10123,101,23,101-23,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,480,48,1.365836989,3.011151542,2,Charter,silvergray,Slope,silvergray,Slope_SM,101412,10141,101,41,101-41,SSEI,SSEIW,SSEI
Marine Boat,KETCHIKAN,A,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,410,41,0.908590274,2.003096289,2,Charter,silvergray,Slope,silvergray,Slope_SM,101230,10123,101,23,101-23,SSEI,SSEIW,SSEI
Marine Boat,SITKA,D,81,2013,11-Jul-13,MB,14,13,28,157,SIG,Rockfish,,590,59,2.328800749,5.134120707,1,Private,silvergray,Slope,silvergray,Slope_SM,113416,11341,113,41,113-41,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,11-Jul-13,MB,14,13,28,175,YLM,Rockfish,,510,51,1.655588732,3.64994403,2,Charter,yellowmouth,Slope,other slope,Slope_SM,113450,11345,113,45,113-45,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,11-Jul-13,MB,14,13,28,175,YLM,Rockfish,,470,47,1.325119127,2.921384129,2,Charter,yellowmouth,Slope,other slope,Slope_SM,113450,11345,113,45,113-45,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,11-Jul-13,MB,14,13,28,175,YLM,Rockfish,,525,52.5,1.791721161,3.950064306,2,Charter,yellowmouth,Slope,other slope,Slope_SM,113450,11345,113,45,113-45,CSEO,CSEO,CSEO
Marine Boat,JUNEAU,E,81,2013,12-Jul-13,MB,14,13,28,151,RHE,Rockfish,,330,33,0.507526663,1.118903431,1,Private,rougheye,Slope,rougheye,Slope_LG_BOC_SR_RHE,115101,11510,115,10,115-10,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,690,69,3.491184322,7.69673478,2,Charter,silvergray,Slope,silvergray,Slope_SM,111504,11150,111,50,111-50,NSEI,NSEI,NSEI
Marine Boat,JUNEAU,E,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,620,62,2.647487626,5.836704171,2,Charter,silvergray,Slope,silvergray,Slope_SM,111504,11150,111,50,111-50,NSEI,NSEI,NSEI
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,153,RBD,Rockfish,,570,57,2.241976305,4.942705803,2,Charter,redbanded,Slope,redbanded,Slope_SM,365701,36570,365,70,365-70,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,153,RBD,Rockfish,,410,41,0.913198008,2.013254591,2,Charter,redbanded,Slope,redbanded,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,590,59,2.328800749,5.134120707,2,Charter,silvergray,Slope,silvergray,Slope_SM,113611,11361,113,61,113-61,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,590,59,2.328800749,5.134120707,2,Charter,silvergray,Slope,silvergray,Slope_SM,113611,11361,113,61,113-61,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,430,43,1.027681305,2.265646758,2,Charter,silvergray,Slope,silvergray,Slope_SM,113611,11361,113,61,113-61,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,550,55,1.942168674,4.281743902,2,Charter,silvergray,Slope,silvergray,Slope_SM,113611,11361,113,61,113-61,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,505,50.5,1.557473026,3.433636182,2,Charter,silvergray,Slope,silvergray,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
Marine Boat,SITKA,D,81,2013,12-Jul-13,MB,14,13,28,157,SIG,Rockfish,,500,50,1.517908039,3.346410422,2,Charter,silvergray,Slope,silvergray,Slope_SM,113311,11331,113,31,113-31,CSEO,CSEO,CSEO
