"Region","year","RptArea","Log_rfharv","Gui_pelharv","gui_pBRFinPel","gui_var_pBRFinPel","GuiBRF","var_GuiBRF","sqrt_GuiBRF","GuiBRF_UPRLWR95","blank","PRIV_rfharv","var_PRIV_rfharv","priv_pBRF","priv_var_pBRF","PRIV_BRF","var_PrivBRF","sqrt_PrivBRF","PrivBRF_UPRLWR95","blank2","TotalBRFharv","var_totalBRFharv","sqrt_totalBRF","TotalBRF_UPRLWR95"
"SE",2005,"SSEI",15329,5745,0.827773701,0.004411105,4755.559912245,145588.630802625,381.560782579427,747.859133855678,NA,18172.6794929275,15155345.1625626,0.102415992,0.00173926,1861.17299756623,759708.182670109,871.612403921668,1708.36031168647,NA,6616.73290981123,905296.813472734,951.470868430944,1864.88290212465
"SE",2006,"SSEI",17714,6326,0.879120879,0.000292748,5561.318680554,11715.270262448,108.237102060467,212.144720038516,NA,21000.1203299444,20238180.4598216,0.099099099,7.31791e-05,2081.09300358907,232505.075729714,482.187801307452,945.088090562605,NA,7642.41168414307,244220.345992162,494.186549788804,968.605637586057
"SE",2007,"SSEI",20368,8353,0.735294118,0.000958801,6141.911767654,66898.047281809,258.646568277658,506.947273824209,NA,24146.4632991028,26756848.2789062,0.077938404,4.51975e-05,1881.93681177665,190093.481935502,435.997112301793,854.554340111514,NA,8023.84857943065,256991.529217311,506.943319531199,993.608906281149
"SE",2008,"SSEI",18756,8206,0.901574803,0.000350742,7398.322833418,23618.417719512,153.682847837721,301.218381761933,NA,22235.4215258235,22689171.1729488,0.125519534,9.13181e-05,2790.97974821493,404692.249097407,636.154265172692,1246.86235973848,NA,10189.3025816329,428310.666816919,654.454480324582,1282.73078143618
"SE",2009,"SSEI",14837,6518,0.850666667,0.00033966,5544.645335506,14430.22548984,120.125873523733,235.446712106517,NA,17589.4086787504,14198104.7772729,0.090297791,7.89847e-05,1588.28474868739,141325.255920533,375.932515114791,736.827729624991,NA,7132.93008419339,155755.481410373,394.658689769239,773.531031947709
"SE",2010,"SSEI",20015,8957,0.902564103,0.000226072,8084.266670571,18137.270279128,134.674683140997,263.962378956355,NA,23727.9783450286,25837433.5267717,0.096687556,7.82608e-05,2294.20023500174,287625.036261004,536.306848978273,1051.16142399742,NA,10378.4669055727,305762.306540132,552.957780070171,1083.79724893754
"SE",2011,"SSEI",17328,9231,0.846313603,0.000135205,7812.320869293,11521.002064005,107.33593090855,210.378424580758,NA,26057.6562594726,22721971.6945686,0.09664848,6.81026e-05,2518.43286984051,260033.506691703,509.934806315182,999.472220377758,NA,10330.7537391335,271554.508755708,521.108922160912,1021.37348743539
"SE",2012,"SSEI",20908,9031,0.893223819,0.000196245,8066.704309389,16005.538301445,126.512996571281,247.965473279711,NA,30342.2396878484,23087012.9574232,0.035132819,2.90725e-05,1066.00841500779,55933.4839140016,236.502608683291,463.545113019249,NA,9132.7127243968,71939.0222154466,268.214507839242,525.700435364914
"SE",2013,"SSEI",24779,11207,0.811816193,0.000335023,9098.024074951,42077.833142527,205.128820848088,402.052488862253,NA,34267.8420658215,37595985.1319944,0.12667091,7.0462e-05,4340.73873821389,688638.66827361,829.842556316323,1626.49141037999,NA,13438.7628131649,730716.501416137,854.819572433936,1675.44636197051
"SE",2014,"SSEI",25686,10668,0.845601436,0.00023482,9020.876119248,26723.97751968,163.474699937574,320.410411877646,NA,33152.0733369684,19566076.6333573,0.075290551,3.51981e-05,2496.03786833276,150287.085628542,387.668783407359,759.830815478424,NA,11516.9139875808,177011.063148222,420.726827226672,824.624581364277
