"","Region","year","RptArea","Log_rfrel","Gui_nonpelrel","Gui_Yer","gui_pYEinNonpel","gui_var_pYEinNonpel","GuiYE","var_GuiYE","sqrt_GuiYE","GuiYE_UPRLWR95","blank","PRIV_rfrel","var_PRIV_rfrel","priv_pYE","priv_var_pYE","gui_pYE","var_gui_pYE","Priv_YE","var_PrivYE","sqrt_PrivYE","PrivYE_UPRLWR95","blank2","TotalYErel","var_totalYErel","sqrt_totalYE","TotalYE_UPRLWR95"
"329","SE",2014,"SSEI",2308,1518,184,NA,NA,184,0,0,0,NA,4717.29985625299,4505262.42049858,0.167761496,7.06e-05,NA,NA,791.381280965587,128684.870602823,358.726735277458,703.104401143817,NA,975.381280965587,128684.870602823,358.726735277458,703.104401143817
"330","SE",2015,"SSEI",3002,1949,342,NA,NA,342,0,0,0,NA,3368.36087874287,2306053.7852345,0.177631579,7.4e-05,NA,NA,598.327261532923,73773.1052757441,271.612049209427,532.359616450477,NA,940.327261532923,73773.1052757441,271.612049209427,532.359616450477
"331","SE",2016,"SSEI",2634,1765,333,NA,NA,333,0,0,0,NA,4684.43475395431,6607012.86980885,0.178267401,7.34e-05,NA,NA,835.082008741508,212061.660298848,460.501531266562,902.583001282462,NA,1168.08200874151,212061.660298848,460.501531266562,902.583001282462
"332","SE",2017,"SSEI",5303,4290,442,NA,NA,442,0,0,0,NA,10269.3015873016,20444681.1364535,0.228940217,0.000120004,NA,NA,2351.05613383527,1086688.70058388,1042.44361985859,2043.18949492283,NA,2793.05613383527,1086688.70058388,1042.44361985859,2043.18949492283
"333","SE",2018,"SSEI",12062,9955,605,NA,NA,605,0,0,0,NA,12472.5408715466,23037083.0643625,0.210621605,0.000100399,NA,NA,2626.98657679324,1039890.04805638,1019.74999291806,1998.70998611939,NA,3231.98657679324,1039890.04805638,1019.74999291806,1998.70998611939
"334","SE",2019,"SSEI",10177,7980,606,NA,NA,606,0,NA,0,NA,31355.5099459887,212502944.559874,0.192352259559676,0.000180223744549841,NA,NA,6031.3031877568,8077967.99103236,2842.1766291053,5570.66619304639,NA,6637.3031877568,8077967.99103236,2842.1766291053,5570.66619304639
"335","SE",2020,"SSEI",3720,2149,410,NA,NA,410,0,0,0,NA,13535.2343234323,34670924.6961691,0.218476496692286,0.00141870763119244,NA,NA,2957.13057689268,1964010.65754358,1401.43164569078,2746.80602555394,NA,3367.13057689268,1964010.65754358,1401.43164569078,2746.80602555394
"336","SE",2021,"SSEI",7202,4530,599,NA,NA,599,0,0,0,NA,12951.3090909091,28811633.1780355,0.218476496692286,0.00141870763119244,NA,NA,2829.55663776077,1654080.49203168,1286.1106064533,2520.77678864847,NA,3428.55663776077,1654080.49203168,1286.1106064533,2520.77678864847
"337","SE",2022,"SSEI",9134,7338,847,NA,NA,847,0,0,0,NA,19197.2716865418,54618995.2612839,0.218476496692286,0.0013256562745984,NA,NA,4194.15266412567,3168029.83533414,1779.89601812413,3488.5961955233,NA,5041.15266412567,3168029.83533414,1779.89601812413,3488.5961955233
"338","SE",1999,"SSEO",4102,1139,NA,0.357901688,0.011641748,407.650022632,15103.084157108,122.894605891015,240.87342754639,NA,3939.31612740195,8165677.14429935,0.14601389,0.001586648,NA,NA,575.194871701694,211670.689221508,460.076829694246,901.750586200722,NA,982.844894333694,226773.773378616,476.207699831298,933.367091669345
