"","Region","year","RptArea","Log_rfrel","Gui_Nonpelrel","gui_pDSRinNonpel","gui_var_pDSRinNonpel","GuiDSR","var_GuiDSR","sqrt_GuiDSR","GuiDSR_UPRLWR95","blank","PRIV_rfrel","var_PRIV_rfrel","priv_pDSR","priv_var_pDSR","Priv_DSR","var_PrivDSR","sqrt_PrivDSR","PrivDSR_UPRLWR95","blank2","TotalDSRrel","var_totalDSRrel","sqrt_totalDSR","TotalDSR_UPRLWR95"
"1","SC",1999,"AFOGNAK",770,2,NA,NA,0,0,0,0,NA,411.552007740248,129118.934375443,NA,NA,0,0,0,0,NA,0,0,0,0
"2","SC",2000,"AFOGNAK",2000,51,NA,NA,0,0,0,0,NA,1068.96625387077,871100.923430212,NA,NA,0,0,0,0,NA,0,0,0,0
"3","SC",2001,"AFOGNAK",910,57,NA,NA,0,0,0,0,NA,486.379645511202,180339.66867314,NA,NA,0,0,0,0,NA,0,0,0,0
"4","SC",2002,"AFOGNAK",708,12,NA,NA,0,0,0,0,NA,378.414053870254,109162.88332058,NA,NA,0,0,0,0,NA,0,0,0,0
"5","SC",2003,"AFOGNAK",818,42,NA,NA,0,0,0,0,NA,437.207197833147,145718.633572329,NA,NA,0,0,0,0,NA,0,0,0,0
"6","SC",2004,"AFOGNAK",758,117,NA,NA,0,0,0,0,NA,405.138210217023,125125.807742439,NA,NA,0,0,0,0,NA,0,0,0,0
"7","SC",2005,"AFOGNAK",1426,51,NA,NA,0,0,0,0,NA,762.172939009862,442840.705343294,NA,NA,0,0,0,0,NA,0,0,0,0
"8","SC",2006,"AFOGNAK",842,36,NA,NA,0,0,0,0,NA,450.034792879596,154394.798769694,NA,NA,0,0,0,0,NA,0,0,0,0
"9","SC",2007,"AFOGNAK",2835,76,NA,NA,0,0,0,0,NA,1515.25966486182,1750308.5298291,NA,NA,0,0,0,0,NA,0,0,0,0
"10","SC",2008,"AFOGNAK",1487,38,NA,NA,0,0,0,0,NA,794.77640975292,481537.839440065,NA,NA,0,0,0,0,NA,0,0,0,0
"11","SC",2009,"AFOGNAK",1564,42,NA,NA,0,0,0,0,NA,835.931610526945,532699.121099737,NA,NA,0,0,0,0,NA,0,0,0,0
"12","SC",2010,"AFOGNAK",1405,178,NA,NA,0,0,0,0,NA,750.948793344219,429893.750093581,NA,NA,0,0,0,0,NA,0,0,0,0
"13","SC",2011,"AFOGNAK",2417,232,NA,NA,0,0,0,0,NA,2788.84615384615,11082356.8887375,NA,NA,0,0,0,0,NA,0,0,0,0
"14","SC",2012,"AFOGNAK",1340,174,NA,NA,0,0,0,0,NA,723.996710526316,686590.428375789,NA,NA,0,0,0,0,NA,0,0,0,0
"15","SC",2013,"AFOGNAK",1722,179,NA,NA,0,0,0,0,NA,672.377867746289,639080.198974921,NA,NA,0,0,0,0,NA,0,0,0,0
"16","SC",2014,"AFOGNAK",2290,317,NA,NA,0,0,0,0,NA,2052.37384506041,4444516.35623331,NA,NA,0,0,0,0,NA,0,0,0,0
"17","SC",2015,"AFOGNAK",1554,294,NA,NA,0,0,0,0,NA,423.373228346457,541004.165428356,NA,NA,0,0,0,0,NA,0,0,0,0
"18","SC",2016,"AFOGNAK",1266,160,NA,NA,0,0,0,0,NA,989.829278350515,1922869.00698582,NA,NA,0,0,0,0,NA,0,0,0,0
"19","SC",2017,"AFOGNAK",1358,173,NA,NA,0,0,0,0,NA,143.314318311466,108175.8345845,NA,NA,0,0,0,0,NA,0,0,0,0
"20","SC",2018,"AFOGNAK",872,10,NA,NA,0,0,0,0,NA,577.035120147874,627701.400476123,NA,NA,0,0,0,0,NA,0,0,0,0
"21","SC",2019,"AFOGNAK",833,32,NA,NA,0,0,0,0,NA,2090.56847027388,8383202.98640306,NA,NA,0,0,0,0,NA,0,0,0,0
"22","SC",2020,"AFOGNAK",237,45,NA,NA,0,0,0,0,NA,657.073512252042,1093965.40172161,NA,NA,0,0,0,0,NA,0,0,0,0
"23","SC",2021,"AFOGNAK",1479,86,NA,NA,0,0,0,0,NA,181.814952575786,69799.7849505814,NA,NA,0,0,0,0,NA,0,0,0,0
"24","SC",1999,"CI",621,98,NA,NA,0,0,0,0,NA,1211.57279049933,419914.105784278,NA,NA,0,0,0,0,NA,0,0,0,0
"25","SC",2000,"CI",774,117,NA,NA,0,0,0,0,NA,1510.07623163684,652317.732909163,NA,NA,0,0,0,0,NA,0,0,0,0
"26","SC",2001,"CI",730,107,NA,NA,0,0,0,0,NA,1424.23210477377,580260.467565539,NA,NA,0,0,0,0,NA,0,0,0,0
"27","SC",2002,"CI",1636,135,NA,NA,0,0,0,0,NA,3191.84071699984,2914364.45936816,NA,NA,0,0,0,0,NA,0,0,0,0
"28","SC",2003,"CI",3266,337,NA,NA,0,0,0,0,NA,6371.97541670016,11614743.5240524,NA,NA,0,0,0,0,NA,0,0,0,0
"29","SC",2004,"CI",3521,140,NA,NA,0,0,0,0,NA,6869.48115192936,13499239.8410137,NA,NA,0,0,0,0,NA,0,0,0,0
"30","SC",2005,"CI",2204,103,NA,NA,0,0,0,0,NA,4300.01035468682,5289327.3248524,NA,NA,0,0,0,0,NA,0,0,0,0
"31","SC",2006,"CI",1504,105,NA,NA,0,0,0,0,NA,2934.30833641061,2463048.34265478,NA,NA,0,0,0,0,NA,0,0,0,0
"32","SC",2007,"CI",1262,36,NA,NA,0,0,0,0,NA,2462.16563866369,1734187.18728739,NA,NA,0,0,0,0,NA,0,0,0,0
"33","SC",2008,"CI",737,48,NA,NA,0,0,0,0,NA,1437.88912495653,591442.105286369,NA,NA,0,0,0,0,NA,0,0,0,0
"34","SC",2009,"CI",605,67,NA,NA,0,0,0,0,NA,1180.3567443673,398554.771327972,NA,NA,0,0,0,0,NA,0,0,0,0
"35","SC",2010,"CI",690,144,NA,NA,0,0,0,0,NA,1346.1919894437,518412.476276887,NA,NA,0,0,0,0,NA,0,0,0,0
