Year,Rpt_Area,User,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonPel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,var_pBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea
2023,NG,Private,354,29,265,299,55,26,0.081920904,0.000213059,0.133462944,0.002650464,0.748587571,0.000533156,0.682082039,0.009935613,0.844632768,0.000371751,0.76500267,0.009505622,0.155367232,0.000371751,0.23499733,0.009505622,0.527272727,0.004615856,0.581499383,0.022427692,0.886287625,0.000338194,0.891250822,0.002393154
1993,NORTHEAST,Charter,78,0,55,78,0,0,0,0,0.065990353,0.003898832,0.705128205,0.002700291,0.726791741,0.012179626,1,0,0.924355923,0.004002422,0,0,0.075644077,0.004002422,,,0.811241886,0.066898945,0.705128205,0.002700291,0.788122322,0.01419324
1994,NORTHEAST,Charter,127,1,100,126,1,0,0.007874016,6.2000124000248e-05,0.065990353,0.003898832,0.787401575,0.001328574,0.726791741,0.012179626,0.992125984,6.20001240002479e-05,0.924355923,0.004002422,0.007874016,6.2000124000248e-05,0.075644077,0.004002422,1,,0.811241886,0.066898945,0.793650794,0.001310154,0.788122322,0.01419324
1995,NORTHEAST,Charter,156,2,121,153,3,1,0.012820513,8.16525630421412e-05,0.065990353,0.003898832,0.775641026,0.001122723,0.726791741,0.012179626,0.980769231,0.000121684,0.924355923,0.004002422,0.019230769,0.000121684,0.075644077,0.004002422,0.666666667,0.111111111,0.811241886,0.066898945,0.790849673,0.0010882,0.788122322,0.01419324
1996,NORTHEAST,Charter,81,2,74,78,3,1,0.024691358,0.000301021,0.065990353,0.003898832,0.913580247,0.000986892,0.726791741,0.012179626,0.962962963,0.000445816,0.924355923,0.004002422,0.037037037,0.000445816,0.075644077,0.004002422,0.666666667,0.111111111,0.811241886,0.066898945,0.948717949,0.000631847,0.788122322,0.01419324
1997,NORTHEAST,Charter,38,5,30,33,5,0,0.131578947,0.003088268,0.065990353,0.003898832,0.789473684,0.004492027,0.726791741,0.012179626,0.868421053,0.003088268,0.924355923,0.004002422,0.131578947,0.003088268,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.909090909,0.002582645,0.788122322,0.01419324
1998,NORTHEAST,Charter,119,22,78,97,22,0,0.18487395,0.001277081,0.065990353,0.003898832,0.655462185,0.001913826,0.726791741,0.012179626,0.81512605,0.001277081,0.924355923,0.004002422,0.18487395,0.001277081,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.804123711,0.001640716,0.788122322,0.01419324
1999,NORTHEAST,Charter,110,5,92,105,5,0,0.045454545,0.000398059,0.065990353,0.003898832,0.836363636,0.001255592,0.726791741,0.012179626,0.954545455,0.000398059,0.924355923,0.004002422,0.045454545,0.000398059,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.876190476,0.001043084,0.788122322,0.01419324
2000,NORTHEAST,Charter,112,10,93,102,10,0,0.089285714,0.000732557,0.065990353,0.003898832,0.830357143,0.001269046,0.726791741,0.012179626,0.910714286,0.000732557,0.924355923,0.004002422,0.089285714,0.000732557,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.911764706,0.000796533,0.788122322,0.01419324
2001,NORTHEAST,Charter,66,5,58,61,5,0,0.075757576,0.001077206,0.065990353,0.003898832,0.878787879,0.001638765,0.726791741,0.012179626,0.924242424,0.001077206,0.924355923,0.004002422,0.075757576,0.001077206,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.950819672,0.00077936,0.788122322,0.01419324
2002,NORTHEAST,Charter,60,2,50,57,3,1,0.033333333,0.000546139,0.065990353,0.003898832,0.833333333,0.002354049,0.726791741,0.012179626,0.95,0.000805085,0.924355923,0.004002422,0.05,0.000805085,0.075644077,0.004002422,0.666666667,0.111111111,0.811241886,0.066898945,0.877192982,0.001923669,0.788122322,0.01419324
2003,NORTHEAST,Charter,100,8,79,92,8,0,0.08,0.000743434,0.065990353,0.003898832,0.79,0.001675758,0.726791741,0.012179626,0.92,0.000743434,0.924355923,0.004002422,0.08,0.000743434,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.858695652,0.001333378,0.788122322,0.01419324
2004,NORTHEAST,Charter,175,17,121,156,19,2,0.097142857,0.000504058,0.065990353,0.003898832,0.691428571,0.001226179,0.726791741,0.012179626,0.891428571,0.000556228,0.924355923,0.004002422,0.108571429,0.000556228,0.075644077,0.004002422,0.894736842,0.005232379,0.811241886,0.066898945,0.775641026,0.001122723,0.788122322,0.01419324
2005,NORTHEAST,Charter,155,34,111,119,36,2,0.219354839,0.001111937,0.065990353,0.003898832,0.716129032,0.001320054,0.726791741,0.012179626,0.767741935,0.001157885,0.924355923,0.004002422,0.232258065,0.001157885,0.075644077,0.004002422,0.944444444,0.001499118,0.811241886,0.066898945,0.932773109,0.000531419,0.788122322,0.01419324
2006,NORTHEAST,Charter,142,29,97,112,30,1,0.204225352,0.001152605,0.065990353,0.003898832,0.683098592,0.001535283,0.726791741,0.012179626,0.788732394,0.001181799,0.924355923,0.004002422,0.211267606,0.001181799,0.075644077,0.004002422,0.966666667,0.001111111,0.811241886,0.066898945,0.866071429,0.00104497,0.788122322,0.01419324
2007,NORTHEAST,Charter,80,0,49,79,1,1,0,0,0.065990353,0.003898832,0.6125,0.003004351,0.726791741,0.012179626,0.9875,0.00015625,0.924355923,0.004002422,0.0125,0.00015625,0.075644077,0.004002422,0,,0.811241886,0.066898945,0.620253165,0.003019733,0.788122322,0.01419324
2008,NORTHEAST,Charter,144,16,105,127,17,1,0.111111111,0.000690667,0.065990353,0.003898832,0.729166667,0.001380997,0.726791741,0.012179626,0.881944444,0.000728101,0.924355923,0.004002422,0.118055556,0.000728101,0.075644077,0.004002422,0.941176471,0.003460208,0.811241886,0.066898945,0.826771654,0.001136669,0.788122322,0.01419324
2009,NORTHEAST,Charter,90,16,53,72,18,2,0.177777778,0.001642391,0.065990353,0.003898832,0.588888889,0.002720211,0.726791741,0.012179626,0.8,0.001797753,0.924355923,0.004002422,0.2,0.001797753,0.075644077,0.004002422,0.888888889,0.005809731,0.811241886,0.066898945,0.736111111,0.002735937,0.788122322,0.01419324
2010,NORTHEAST,Charter,116,14,53,99,17,3,0.120689655,0.000922814,0.065990353,0.003898832,0.456896552,0.002157757,0.726791741,0.012179626,0.853448276,0.001087603,0.924355923,0.004002422,0.146551724,0.001087603,0.075644077,0.004002422,0.823529412,0.009083045,0.811241886,0.066898945,0.535353535,0.002538267,0.788122322,0.01419324
2011,NORTHEAST,Charter,145,7,119,138,7,0,0.048275862,0.000319065,0.065990353,0.003898832,0.820689655,0.001021932,0.726791741,0.012179626,0.951724138,0.000319065,0.924355923,0.004002422,0.048275862,0.000319065,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.862318841,0.000866606,0.788122322,0.01419324
2012,NORTHEAST,Charter,148,4,108,143,5,1,0.027027027,0.000178888,0.065990353,0.003898832,0.72972973,0.001341662,0.726791741,0.012179626,0.966216216,0.000222057,0.924355923,0.004002422,0.033783784,0.000222057,0.075644077,0.004002422,0.8,0.04,0.811241886,0.066898945,0.755244755,0.001301761,0.788122322,0.01419324
2013,NORTHEAST,Charter,472,19,244,452,20,1,0.040254237,8.20251245615415e-05,0.065990353,0.003898832,0.516949153,0.000530176,0.726791741,0.012179626,0.957627119,8.61516354172575e-05,0.924355923,0.004002422,0.042372881,8.61516354172575e-05,0.075644077,0.004002422,0.95,0.0025,0.811241886,0.066898945,0.539823009,0.000550807,0.788122322,0.01419324
2014,NORTHEAST,Charter,322,13,251,308,14,1,0.040372671,0.000120694,0.065990353,0.003898832,0.779503106,0.000535446,0.726791741,0.012179626,0.956521739,0.000129557,0.924355923,0.004002422,0.043478261,0.000129557,0.075644077,0.004002422,0.928571429,0.005102041,0.811241886,0.066898945,0.814935065,0.000491257,0.788122322,0.01419324
2015,NORTHEAST,Charter,112,9,72,103,9,0,0.080357143,0.000665765,0.065990353,0.003898832,0.642857143,0.002068395,0.726791741,0.012179626,0.919642857,0.000665765,0.924355923,0.004002422,0.080357143,0.000665765,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.699029126,0.002062622,0.788122322,0.01419324
2016,NORTHEAST,Charter,332,4,175,321,11,7,0.012048193,3.59608272569037e-05,0.065990353,0.003898832,0.527108434,0.000753067,0.726791741,0.012179626,0.96686747,9.67817690885113e-05,0.924355923,0.004002422,0.03313253,9.67817690885115e-05,0.075644077,0.004002422,0.363636364,0.023140496,0.811241886,0.066898945,0.54517134,0.000774874,0.788122322,0.01419324
2017,NORTHEAST,Charter,245,5,149,239,6,1,0.020408163,8.19330743337817e-05,0.065990353,0.003898832,0.608163265,0.000976642,0.726791741,0.012179626,0.975510204,9.7910023828869e-05,0.924355923,0.004002422,0.024489796,9.79100238288691e-05,0.075644077,0.004002422,0.833333333,0.027777778,0.811241886,0.066898945,0.623430962,0.000986407,0.788122322,0.01419324
2018,NORTHEAST,Charter,343,6,250,333,10,4,0.017492711,5.02535567812254e-05,0.065990353,0.003898832,0.728862974,0.000577841,0.726791741,0.012179626,0.970845481,8.27617923251634e-05,0.924355923,0.004002422,0.029154519,8.27617923251635e-05,0.075644077,0.004002422,0.6,0.026666667,0.811241886,0.066898945,0.750750751,0.000563627,0.788122322,0.01419324
2019,NORTHEAST,Charter,229,11,172,217,12,1,0.048034934,0.00020056,0.065990353,0.003898832,0.751091703,0.000819969,0.726791741,0.012179626,0.947598253,0.000217789,0.924355923,0.004002422,0.052401747,0.000217789,0.075644077,0.004002422,0.916666667,0.006944444,0.811241886,0.066898945,0.792626728,0.00076097,0.788122322,0.01419324
2020,NORTHEAST,Charter,77,3,55,74,3,0,0.038961039,0.000492672,0.065990353,0.003898832,0.714285714,0.002685285,0.726791741,0.012179626,0.961038961,0.000492672,0.924355923,0.004002422,0.038961039,0.000492672,0.075644077,0.004002422,1,0,0.811241886,0.066898945,0.743243243,0.002614147,0.788122322,0.01419324
2021,NORTHEAST,Charter,344,8,299,333,11,3,0.023255814,6.62244346088895e-05,0.065990353,0.003898832,0.869186047,0.000331492,0.726791741,0.012179626,0.968023256,9.02455743944799e-05,0.924355923,0.004002422,0.031976744,9.024557439448e-05,0.075644077,0.004002422,0.727272727,0.019834711,0.811241886,0.066898945,0.897897898,0.000276136,0.788122322,0.01419324
2022,NORTHEAST,Charter,142,2,115,127,15,13,0.014084507,9.84832177562428e-05,0.065990353,0.003898832,0.809859155,0.001092109,0.726791741,0.012179626,0.894366197,0.000670038,0.924355923,0.004002422,0.105633803,0.000670038,0.075644077,0.004002422,0.133333333,0.008253968,0.811241886,0.066898945,0.905511811,0.000679049,0.788122322,0.01419324
2023,NORTHEAST,Charter,261,5,198,253,8,3,0.019157088,7.22695926818004e-05,0.065990353,0.003898832,0.75862069,0.00070429,0.726791741,0.012179626,0.969348659,0.000114276,0.924355923,0.004002422,0.030651341,0.000114276,0.075644077,0.004002422,0.625,0.033482143,0.811241886,0.066898945,0.782608696,0.000675128,0.788122322,0.01419324
1993,NORTHEAST,Private,186,1,161,185,1,0,0.005376344,2.89050757312984e-05,0.029833207,0.000796323,0.865591398,0.000628881,0.767961786,0.009256296,0.994623656,2.89050757312984e-05,0.96154306,0.00087495,0.005376344,2.89050757312984e-05,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.87027027,0.000613587,0.798011713,0.008578601
1994,NORTHEAST,Private,73,1,58,72,1,0,0.01369863,0.000187652,0.029833207,0.000796323,0.794520548,0.002267467,0.767961786,0.009256296,0.98630137,0.000187652,0.96154306,0.00087495,0.01369863,0.000187652,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.805555556,0.002206138,0.798011713,0.008578601
1995,NORTHEAST,Private,106,9,62,97,9,0,0.08490566,0.000739968,0.029833207,0.000796323,0.58490566,0.002312296,0.767961786,0.009256296,0.91509434,0.000739968,0.96154306,0.00087495,0.08490566,0.000739968,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.639175258,0.002402398,0.798011713,0.008578601
1996,NORTHEAST,Private,74,0,65,73,1,1,0,0,0.029833207,0.000796323,0.878378378,0.001463422,0.767961786,0.009256296,0.986486486,0.000182615,0.96154306,0.00087495,0.013513514,0.000182615,0.03845694,0.00087495,0,,0.753313908,0.092634875,0.890410959,0.001355268,0.798011713,0.008578601
1997,NORTHEAST,Private,29,2,26,27,2,0,0.068965517,0.002293188,0.029833207,0.000796323,0.896551724,0.003312383,0.767961786,0.009256296,0.931034483,0.002293188,0.96154306,0.00087495,0.068965517,0.002293188,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.962962963,0.001371742,0.798011713,0.008578601
1998,NORTHEAST,Private,90,3,75,87,3,0,0.033333333,0.000362047,0.029833207,0.000796323,0.833333333,0.001560549,0.767961786,0.009256296,0.966666667,0.000362047,0.96154306,0.00087495,0.033333333,0.000362047,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.862068966,0.001382629,0.798011713,0.008578601
1999,NORTHEAST,Private,223,6,159,217,6,0,0.02690583,0.000117937,0.029833207,0.000796323,0.713004484,0.000921753,0.767961786,0.009256296,0.97309417,0.000117937,0.96154306,0.00087495,0.02690583,0.000117937,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.732718894,0.000906676,0.798011713,0.008578601
2000,NORTHEAST,Private,195,1,145,194,1,0,0.005128205,2.62984878369494e-05,0.029833207,0.000796323,0.743589744,0.000982804,0.767961786,0.009256296,0.994871795,2.62984878369493e-05,0.96154306,0.00087495,0.005128205,2.62984878369494e-05,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.74742268,0.000978145,0.798011713,0.008578601
2001,NORTHEAST,Private,89,0,71,89,0,0,0,0,0.029833207,0.000796323,0.797752809,0.001833446,0.767961786,0.009256296,1,0,0.96154306,0.00087495,0,0,0.03845694,0.00087495,,,0.753313908,0.092634875,0.797752809,0.001833446,0.798011713,0.008578601
2002,NORTHEAST,Private,166,11,100,154,12,1,0.06626506,0.000374994,0.029833207,0.000796323,0.602409639,0.001451589,0.767961786,0.009256296,0.927710843,0.000406445,0.96154306,0.00087495,0.072289157,0.000406445,0.03845694,0.00087495,0.916666667,0.006944444,0.753313908,0.092634875,0.649350649,0.001488199,0.798011713,0.008578601
2003,NORTHEAST,Private,187,1,137,186,1,0,0.005347594,2.85967571277417e-05,0.029833207,0.000796323,0.732620321,0.00105316,0.767961786,0.009256296,0.994652406,2.85967571277418e-05,0.96154306,0.00087495,0.005347594,2.85967571277417e-05,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.73655914,0.001048864,0.798011713,0.008578601
2004,NORTHEAST,Private,118,5,92,113,5,0,0.042372881,0.000346816,0.029833207,0.000796323,0.779661017,0.001468288,0.767961786,0.009256296,0.957627119,0.000346816,0.96154306,0.00087495,0.042372881,0.000346816,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.814159292,0.001350928,0.798011713,0.008578601
2005,NORTHEAST,Private,174,1,143,173,1,0,0.005747126,3.30294622803541e-05,0.029833207,0.000796323,0.82183908,0.000846356,0.767961786,0.009256296,0.994252874,3.30294622803543e-05,0.96154306,0.00087495,0.005747126,3.30294622803541e-05,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.826589595,0.000833368,0.798011713,0.008578601
2006,NORTHEAST,Private,104,4,83,98,6,2,0.038461538,0.000359051,0.029833207,0.000796323,0.798076923,0.001564565,0.767961786,0.009256296,0.942307692,0.000527805,0.96154306,0.00087495,0.057692308,0.000527805,0.03845694,0.00087495,0.666666667,0.044444444,0.753313908,0.092634875,0.846938776,0.001336428,0.798011713,0.008578601
2007,NORTHEAST,Private,85,1,76,84,1,0,0.011764706,0.000138408,0.029833207,0.000796323,0.894117647,0.001127039,0.767961786,0.009256296,0.988235294,0.000138408,0.96154306,0.00087495,0.011764706,0.000138408,0.03845694,0.00087495,1,,0.753313908,0.092634875,0.904761905,0.001038166,0.798011713,0.008578601
2008,NORTHEAST,Private,75,1,52,73,2,1,0.013333333,0.000177778,0.029833207,0.000796323,0.693333333,0.002873273,0.767961786,0.009256296,0.973333333,0.000350751,0.96154306,0.00087495,0.026666667,0.000350751,0.03845694,0.00087495,0.5,0.25,0.753313908,0.092634875,0.712328767,0.002846062,0.798011713,0.008578601
2009,NORTHEAST,Private,68,7,38,61,7,0,0.102941176,0.001378273,0.029833207,0.000796323,0.558823529,0.003679698,0.767961786,0.009256296,0.897058824,0.001378273,0.96154306,0.00087495,0.102941176,0.001378273,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.62295082,0.003914718,0.798011713,0.008578601
2010,NORTHEAST,Private,48,0,31,47,1,1,0,0,0.029833207,0.000796323,0.645833333,0.004866652,0.767961786,0.009256296,0.979166667,0.000434028,0.96154306,0.00087495,0.020833333,0.000434028,0.03845694,0.00087495,0,,0.753313908,0.092634875,0.659574468,0.004881217,0.798011713,0.008578601
2011,NORTHEAST,Private,71,3,51,67,4,1,0.042253521,0.000578117,0.029833207,0.000796323,0.718309859,0.002890583,0.767961786,0.009256296,0.943661972,0.000759486,0.96154306,0.00087495,0.056338028,0.000759486,0.03845694,0.00087495,0.75,0.0625,0.753313908,0.092634875,0.76119403,0.002754207,0.798011713,0.008578601
2012,NORTHEAST,Private,153,2,114,151,2,0,0.013071895,8.48751379923601e-05,0.029833207,0.000796323,0.745098039,0.001249519,0.767961786,0.009256296,0.986928105,8.48751379923598e-05,0.96154306,0.00087495,0.013071895,8.48751379923601e-05,0.03845694,0.00087495,1,0,0.753313908,0.092634875,0.754966887,0.001233279,0.798011713,0.008578601
2013,NORTHEAST,Private,163,6,109,153,10,4,0.036809816,0.000218857,0.029833207,0.000796323,0.668711656,0.001367508,0.767961786,0.009256296,0.938650307,0.000355469,0.96154306,0.00087495,0.061349693,0.000355469,0.03845694,0.00087495,0.6,0.026666667,0.753313908,0.092634875,0.712418301,0.001347885,0.798011713,0.008578601
2014,NORTHEAST,Private,126,10,98,115,11,1,0.079365079,0.00058453,0.029833207,0.000796323,0.777777778,0.001382716,0.767961786,0.009256296,0.912698413,0.00063744,0.96154306,0.00087495,0.087301587,0.00063744,0.03845694,0.00087495,0.909090909,0.008264463,0.753313908,0.092634875,0.852173913,0.001105031,0.798011713,0.008578601
2015,NORTHEAST,Private,380,11,278,365,15,4,0.028947368,7.41673305608139e-05,0.029833207,0.000796323,0.731578947,0.00051813,0.767961786,0.009256296,0.960526316,0.000100041,0.96154306,0.00087495,0.039473684,0.000100041,0.03845694,0.00087495,0.733333333,0.013968254,0.753313908,0.092634875,0.761643836,0.000498743,0.798011713,0.008578601
2016,NORTHEAST,Private,320,5,267,314,6,1,0.015625,4.82158601097179e-05,0.029833207,0.000796323,0.834375,0.000433208,0.767961786,0.009256296,0.98125,5.76753526645769e-05,0.96154306,0.00087495,0.01875,5.76753526645768e-05,0.03845694,0.00087495,0.833333333,0.027777778,0.753313908,0.092634875,0.850318471,0.000406636,0.798011713,0.008578601
2017,NORTHEAST,Private,330,6,235,320,10,4,0.018181818,5.42590871410987e-05,0.029833207,0.000796323,0.712121212,0.000623114,0.767961786,0.009256296,0.96969697,8.93153697795863e-05,0.96154306,0.00087495,0.03030303,8.93153697795864e-05,0.03845694,0.00087495,0.6,0.026666667,0.753313908,0.092634875,0.734375,0.0006115,0.798011713,0.008578601
2018,NORTHEAST,Private,299,6,227,286,13,7,0.02006689,6.5987280444966e-05,0.029833207,0.000796323,0.759197324,0.000613479,0.767961786,0.009256296,0.956521739,0.000139557,0.96154306,0.00087495,0.043478261,0.000139557,0.03845694,0.00087495,0.461538462,0.020710059,0.753313908,0.092634875,0.793706294,0.000574514,0.798011713,0.008578601
2019,NORTHEAST,Private,240,9,189,229,11,2,0.0375,0.00015102,0.029833207,0.000796323,0.7875,0.000700183,0.767961786,0.009256296,0.954166667,0.000182982,0.96154306,0.00087495,0.045833333,0.000182982,0.03845694,0.00087495,0.818181818,0.014876033,0.753313908,0.092634875,0.825327511,0.00063229,0.798011713,0.008578601
2020,NORTHEAST,Private,108,8,78,97,11,3,0.074074074,0.000641001,0.029833207,0.000796323,0.722222222,0.001874928,0.767961786,0.009256296,0.898148148,0.000854935,0.96154306,0.00087495,0.101851852,0.000854935,0.03845694,0.00087495,0.727272727,0.019834711,0.753313908,0.092634875,0.804123711,0.001640716,0.798011713,0.008578601
2021,NORTHEAST,Private,204,1,183,201,3,2,0.004901961,2.40292195309496e-05,0.029833207,0.000796323,0.897058824,0.000454898,0.767961786,0.009256296,0.985294118,7.13774353554807e-05,0.96154306,0.00087495,0.014705882,7.13774353554809e-05,0.03845694,0.00087495,0.333333333,0.111111111,0.753313908,0.092634875,0.910447761,0.000407663,0.798011713,0.008578601
2022,NORTHEAST,Private,112,2,106,108,4,2,0.017857143,0.000158002,0.029833207,0.000796323,0.946428571,0.000456771,0.767961786,0.009256296,0.964285714,0.000310259,0.96154306,0.00087495,0.035714286,0.000310259,0.03845694,0.00087495,0.5,0.083333333,0.753313908,0.092634875,0.981481481,0.000169865,0.798011713,0.008578601
2023,NORTHEAST,Private,172,2,150,164,8,6,0.011627907,6.72087646554641e-05,0.029833207,0.000796323,0.872093023,0.00065232,0.767961786,0.009256296,0.953488372,0.000259347,0.96154306,0.00087495,0.046511628,0.000259347,0.03845694,0.00087495,0.25,0.026785714,0.753313908,0.092634875,0.914634146,0.000479009,0.798011713,0.008578601
1993,PWSI,Charter,119,58,17,26,93,35,0.487394958,0.002117298,0.26476565,0.019765717,0.142857143,0.001037703,0.401942073,0.0190287,0.218487395,0.001447039,0.512720581,0.026704842,0.781512605,0.001447039,0.487279419,0.026704842,0.623655914,0.002551187,0.511649522,0.024934888,0.653846154,0.009053254,0.782367371,0.017380196
1994,PWSI,Charter,170,65,85,87,83,18,0.382352941,0.001397392,0.26476565,0.019765717,0.5,0.00147929,0.401942073,0.0190287,0.511764706,0.001478471,0.512720581,0.026704842,0.488235294,0.001478471,0.487279419,0.026704842,0.78313253,0.00207117,0.511649522,0.024934888,0.977011494,0.000261163,0.782367371,0.017380196
1995,PWSI,Charter,160,71,47,52,108,37,0.44375,0.001552427,0.26476565,0.019765717,0.29375,0.001304786,0.401942073,0.0190287,0.325,0.001379717,0.512720581,0.026704842,0.675,0.001379717,0.487279419,0.026704842,0.657407407,0.002104887,0.511649522,0.024934888,0.903846154,0.001704084,0.782367371,0.017380196
1996,PWSI,Charter,39,8,16,16,23,15,0.205128205,0.004290806,0.26476565,0.019765717,0.41025641,0.006367002,0.401942073,0.0190287,0.41025641,0.006367002,0.512720581,0.026704842,0.58974359,0.006367002,0.487279419,0.026704842,0.347826087,0.01031105,0.511649522,0.024934888,1,0,0.782367371,0.017380196
1997,PWSI,Charter,50,22,21,21,29,7,0.44,0.005028571,0.26476565,0.019765717,0.42,0.004971429,0.401942073,0.0190287,0.42,0.004971429,0.512720581,0.026704842,0.58,0.004971429,0.487279419,0.026704842,0.75862069,0.006539834,0.511649522,0.024934888,1,0,0.782367371,0.017380196
1998,PWSI,Charter,181,89,72,76,105,16,0.491712707,0.001388507,0.26476565,0.019765717,0.397790055,0.001330851,0.401942073,0.0190287,0.419889503,0.001353235,0.512720581,0.026704842,0.580110497,0.001353235,0.487279419,0.026704842,0.847619048,0.001241933,0.511649522,0.024934888,0.947368421,0.00066482,0.782367371,0.017380196
1999,PWSI,Charter,387,169,101,130,257,88,0.436692506,0.000637285,0.26476565,0.019765717,0.260981912,0.000499664,0.401942073,0.0190287,0.335917313,0.000577919,0.512720581,0.026704842,0.664082687,0.000577919,0.487279419,0.026704842,0.657587549,0.000879555,0.511649522,0.024934888,0.776923077,0.001343516,0.782367371,0.017380196
2000,PWSI,Charter,404,117,53,128,276,159,0.28960396,0.000510505,0.26476565,0.019765717,0.131188119,0.000282823,0.401942073,0.0190287,0.316831683,0.000537095,0.512720581,0.026704842,0.683168317,0.000537095,0.487279419,0.026704842,0.423913043,0.000888039,0.511649522,0.024934888,0.4140625,0.001910352,0.782367371,0.017380196
2001,PWSI,Charter,305,93,74,98,207,114,0.304918033,0.000697181,0.26476565,0.019765717,0.242622951,0.000604464,0.401942073,0.0190287,0.321311475,0.000717337,0.512720581,0.026704842,0.678688525,0.000717337,0.487279419,0.026704842,0.449275362,0.001201102,0.511649522,0.024934888,0.755102041,0.001906422,0.782367371,0.017380196
2002,PWSI,Charter,257,107,63,82,175,68,0.416342412,0.000949224,0.26476565,0.019765717,0.245136187,0.00072283,0.401942073,0.0190287,0.319066148,0.000848683,0.512720581,0.026704842,0.680933852,0.000848683,0.487279419,0.026704842,0.611428571,0.001365423,0.511649522,0.024934888,0.768292683,0.002197766,0.782367371,0.017380196
2003,PWSI,Charter,470,199,100,172,298,99,0.423404255,0.00052054,0.26476565,0.019765717,0.212765957,0.000357136,0.401942073,0.0190287,0.365957447,0.000494739,0.512720581,0.026704842,0.634042553,0.000494739,0.487279419,0.026704842,0.667785235,0.000746963,0.511649522,0.024934888,0.581395349,0.001423244,0.782367371,0.017380196
2004,PWSI,Charter,506,202,173,209,297,95,0.399209486,0.000474933,0.26476565,0.019765717,0.341897233,0.000445552,0.401942073,0.0190287,0.413043478,0.000480076,0.512720581,0.026704842,0.586956522,0.000480076,0.487279419,0.026704842,0.68013468,0.000734971,0.511649522,0.024934888,0.827751196,0.000685477,0.782367371,0.017380196
2005,PWSI,Charter,316,117,110,142,174,57,0.370253165,0.000740209,0.26476565,0.019765717,0.348101266,0.000720402,0.401942073,0.0190287,0.449367089,0.000785512,0.512720581,0.026704842,0.550632911,0.000785512,0.487279419,0.026704842,0.672413793,0.001273257,0.511649522,0.024934888,0.774647887,0.001238075,0.782367371,0.017380196
2006,PWSI,Charter,388,173,80,104,284,111,0.445876289,0.000638425,0.26476565,0.019765717,0.206185567,0.000422928,0.401942073,0.0190287,0.268041237,0.000506964,0.512720581,0.026704842,0.731958763,0.000506964,0.487279419,0.026704842,0.60915493,0.00084129,0.511649522,0.024934888,0.769230769,0.001723445,0.782367371,0.017380196
2007,PWSI,Charter,374,76,198,227,147,71,0.203208556,0.000434088,0.26476565,0.019765717,0.529411765,0.000667922,0.401942073,0.0190287,0.606951872,0.000639575,0.512720581,0.026704842,0.393048128,0.000639575,0.487279419,0.026704842,0.517006803,0.001710348,0.511649522,0.024934888,0.872246696,0.000493064,0.782367371,0.017380196
2008,PWSI,Charter,327,99,108,143,184,85,0.302752294,0.000647526,0.26476565,0.019765717,0.330275229,0.000678508,0.401942073,0.0190287,0.437308869,0.000754815,0.512720581,0.026704842,0.562691131,0.000754815,0.487279419,0.026704842,0.538043478,0.001358211,0.511649522,0.024934888,0.755244755,0.001301761,0.782367371,0.017380196
2009,PWSI,Charter,367,74,189,222,145,71,0.201634877,0.000439831,0.26476565,0.019765717,0.514986376,0.000682446,0.401942073,0.0190287,0.604904632,0.000652992,0.512720581,0.026704842,0.395095368,0.000652992,0.487279419,0.026704842,0.510344828,0.001735368,0.511649522,0.024934888,0.851351351,0.000572635,0.782367371,0.017380196
2010,PWSI,Charter,451,102,191,225,226,124,0.22616408,0.00038892,0.26476565,0.019765717,0.423503326,0.000542552,0.401942073,0.0190287,0.498891353,0.000555553,0.512720581,0.026704842,0.501108647,0.000555553,0.487279419,0.026704842,0.451327434,0.001100582,0.511649522,0.024934888,0.848888889,0.000572663,0.782367371,0.017380196
