"","port_site","RptArea","Freq"
"1374","KILLISNOO","NSEO",0
"1375","KLAWOCK","NSEO",0
"1376","KNUDSON COVE","NSEO",0
"1377","KODIAK","NSEO",0
"1378","LARSEN BAY","NSEO",0
"1379","LOWELL POINT","NSEO",0
"1380","MEYERS CHUCK","NSEO",0
"1381","MORNE ISLAND","NSEO",0
"1382","MOTHER SHIP","NSEO",2
"1383","MOTHERSHIP","NSEO",0
"1384","MOTHERSHIP- LISERON","NSEO",0
"1385","MOTHERSHIP-LISERON","NSEO",0
"1386","NAKALILOK BAY","NSEO",0
"1387","NARROWS INN","NSEO",0
"1388","NAUKATI","NSEO",0
"1389","NINILCHIK","NSEO",0
"1390","NORTH DOUGLAS","NSEO",0
"1391","OLD HARBOR","NSEO",0
"1392","ORCA POINT LODGE","NSEO",0
"1393","ORR ISLAND","NSEO",0
"1394","OTTER COVE","NSEO",0
"1395","PARKS CANNERY","NSEO",0
"1396","PELICAN","NSEO",822
"1397","PETERSBURG","NSEO",0
"1398","POINT BAKER","NSEO",0
"1399","PORT ALEXANDER","NSEO",0
"1400","PORT ASHTON","NSEO",0
"1401","PORT LIONS","NSEO",0
"1402","PORT PROTECTION","NSEO",0
"1403","PORT ST NICHOLAS","NSEO",0
"1404","PORT WAKEFIELD","NSEO",0
"1405","PYBUS BAY","NSEO",0
"1406","PYBUS POINT LODGE","NSEO",0
"1407","RASPBERRY ISLAND","NSEO",0
"1408","REFUGE COVE","NSEO",0
"1409","SALMON FALLS","NSEO",0
"1410","SALMON FALLS RESORT","NSEO",0
"1411","SALTERY COVE (SC)","NSEO",0
"1412","SEA OTTER SOUND","NSEO",0
"1413","SEAL BAY (SC)","NSEO",0
"1414","SEALING COVE","NSEO",0
"1415","SELDOVIA","NSEO",0
"1416","SEWARD","NSEO",0
"1417","SILVER KING LODGE","NSEO",0
"1418","SILVER SALMON","NSEO",0
"1419","SILVER SALMON CREEK","NSEO",0
"1420","SITKA","NSEO",37
"1421","SITKOH BAY","NSEO",0
"1422","SKAGWAY","NSEO",0
"1423","SPORTSMAN COVE","NSEO",0
"1424","ST HERMAN HARBOR","NSEO",0
"1425","STEAMBOAT BAY","NSEO",0
"1426","SUNNYSIDE","NSEO",38
"1427","TENAKEE","NSEO",0
"1428","THORNE BAY","NSEO",0
"1429","TUTKA BAY","NSEO",0
"1430","UGAK BAY","NSEO",0
"1431","UGANIK BAY","NSEO",0
"1432","UYAK BAY","NSEO",0
"1433","VALDEZ","NSEO",0
"1434","WADLEIGH ISLAND","NSEO",0
"1435","WARD COVE","NSEO",0
"1436","WARM SPRINGS BAY","NSEO",0
"1437","WATERFALL","NSEO",0
"1438","WATERFALL RESORT","NSEO",0
"1439","WHALE PASS (POW - SE)","NSEO",0
"1440","WHITTIER","NSEO",0
"1441","WRANGELL","NSEO",0
"1442","YAKUTAT","NSEO",0
"1443","ZACHAR BAY","NSEO",0
"1444","ADAK","PWSI",0
"1445","AFOGNAK","PWSI",0
"1446","AMOOK PASS","PWSI",0
"1447","ANCHOR POINT","PWSI",0
"1448","ANCHOR RIVER","PWSI",0
"1449","ANGOON","PWSI",0
"1450","ANTON LARSEN BAY","PWSI",0
"1451","APPLE ISLAND","PWSI",0
"1452","AUKE BAY","PWSI",0
"1453","BABE ISLANDS LODGE","PWSI",0
"1454","BARANOF","PWSI",0
"1455","BARTLETT COVE","PWSI",0
"1456","CANNERY COVE","PWSI",0
"1457","CEDARS LODGE","PWSI",0
"1458","CLOVER BAY","PWSI",0
"1459","CLOVER PASS","PWSI",0
"1460","COFFMAN COVE","PWSI",0
"1461","CORDOVA","PWSI",107
"1462","CRAIG","PWSI",0
"1463","DEEP CREEK","PWSI",0
"1464","DOUGLAS","PWSI",0
"1465","DOVE ISLAND LODGE","PWSI",0
"1466","EL CAPITAN LODGE","PWSI",0
"1467","ELFIN COVE","PWSI",0
"1468","FIREWEED LODGE","PWSI",0
"1469","FISHERMANS BEND","PWSI",0
"1470","GULL COVE","PWSI",0
"1471","GUSTAVUS","PWSI",0
"1472","HAINES","PWSI",0
"1473","HALIBUT COVE","PWSI",0
"1474","HAPPY VALLEY","PWSI",0
"1475","HOMER","PWSI",0
"1476","HOONAH","PWSI",0
"1477","ICY BAY LODGE","PWSI",0
"1478","IRON CREEK","PWSI",0
"1479","JUNEAU","PWSI",0
"1480","KAKE","PWSI",0
"1481","KELP BAY","PWSI",0
"1482","KETCHIKAN","PWSI",0
"1483","KHAZ BAY","PWSI",0
"1484","KILIUDA BAY","PWSI",0
"1485","KILLISNOO","PWSI",0
"1486","KLAWOCK","PWSI",0
"1487","KNUDSON COVE","PWSI",0
"1488","KODIAK","PWSI",0
"1489","LARSEN BAY","PWSI",0
"1490","LOWELL POINT","PWSI",4
"1491","MEYERS CHUCK","PWSI",0
"1492","MORNE ISLAND","PWSI",0
"1493","MOTHER SHIP","PWSI",0
"1494","MOTHERSHIP","PWSI",0
"1495","MOTHERSHIP- LISERON","PWSI",0
"1496","MOTHERSHIP-LISERON","PWSI",0
"1497","NAKALILOK BAY","PWSI",0
"1498","NARROWS INN","PWSI",0
"1499","NAUKATI","PWSI",0
"1500","NINILCHIK","PWSI",0
"1501","NORTH DOUGLAS","PWSI",0
"1502","OLD HARBOR","PWSI",0
"1503","ORCA POINT LODGE","PWSI",0
"1504","ORR ISLAND","PWSI",0
"1505","OTTER COVE","PWSI",0
"1506","PARKS CANNERY","PWSI",0
"1507","PELICAN","PWSI",0
"1508","PETERSBURG","PWSI",0
"1509","POINT BAKER","PWSI",0
"1510","PORT ALEXANDER","PWSI",0
"1511","PORT ASHTON","PWSI",7
"1512","PORT LIONS","PWSI",0
"1513","PORT PROTECTION","PWSI",0
"1514","PORT ST NICHOLAS","PWSI",0
"1515","PORT WAKEFIELD","PWSI",0
"1516","PYBUS BAY","PWSI",0
"1517","PYBUS POINT LODGE","PWSI",0
"1518","RASPBERRY ISLAND","PWSI",0
"1519","REFUGE COVE","PWSI",0
"1520","SALMON FALLS","PWSI",0
"1521","SALMON FALLS RESORT","PWSI",0
"1522","SALTERY COVE (SC)","PWSI",0
"1523","SEA OTTER SOUND","PWSI",0
"1524","SEAL BAY (SC)","PWSI",0
"1525","SEALING COVE","PWSI",0
"1526","SELDOVIA","PWSI",0
"1527","SEWARD","PWSI",253
"1528","SILVER KING LODGE","PWSI",0
"1529","SILVER SALMON","PWSI",0
"1530","SILVER SALMON CREEK","PWSI",0
"1531","SITKA","PWSI",0
"1532","SITKOH BAY","PWSI",0
"1533","SKAGWAY","PWSI",0
"1534","SPORTSMAN COVE","PWSI",0
"1535","ST HERMAN HARBOR","PWSI",0
"1536","STEAMBOAT BAY","PWSI",0
"1537","SUNNYSIDE","PWSI",0
"1538","TENAKEE","PWSI",0
"1539","THORNE BAY","PWSI",0
"1540","TUTKA BAY","PWSI",0
"1541","UGAK BAY","PWSI",0
"1542","UGANIK BAY","PWSI",0
"1543","UYAK BAY","PWSI",0
"1544","VALDEZ","PWSI",361
"1545","WADLEIGH ISLAND","PWSI",0
"1546","WARD COVE","PWSI",0
"1547","WARM SPRINGS BAY","PWSI",0
"1548","WATERFALL","PWSI",0
"1549","WATERFALL RESORT","PWSI",0
"1550","WHALE PASS (POW - SE)","PWSI",0
"1551","WHITTIER","PWSI",758
"1552","WRANGELL","PWSI",0
"1553","YAKUTAT","PWSI",0
"1554","ZACHAR BAY","PWSI",0
"1555","ADAK","PWSO",0
"1556","AFOGNAK","PWSO",0
"1557","AMOOK PASS","PWSO",0
"1558","ANCHOR POINT","PWSO",0
"1559","ANCHOR RIVER","PWSO",0
"1560","ANGOON","PWSO",0
"1561","ANTON LARSEN BAY","PWSO",0
"1562","APPLE ISLAND","PWSO",0
"1563","AUKE BAY","PWSO",0
"1564","BABE ISLANDS LODGE","PWSO",0
"1565","BARANOF","PWSO",0
"1566","BARTLETT COVE","PWSO",0
"1567","CANNERY COVE","PWSO",0
"1568","CEDARS LODGE","PWSO",0
"1569","CLOVER BAY","PWSO",0
"1570","CLOVER PASS","PWSO",0
"1571","COFFMAN COVE","PWSO",0
"1572","CORDOVA","PWSO",13
"1573","CRAIG","PWSO",0
"1574","DEEP CREEK","PWSO",0
"1575","DOUGLAS","PWSO",0
"1576","DOVE ISLAND LODGE","PWSO",0
"1577","EL CAPITAN LODGE","PWSO",0
"1578","ELFIN COVE","PWSO",0
"1579","FIREWEED LODGE","PWSO",0
"1580","FISHERMANS BEND","PWSO",0
"1581","GULL COVE","PWSO",0
"1582","GUSTAVUS","PWSO",0
"1583","HAINES","PWSO",0
"1584","HALIBUT COVE","PWSO",0
"1585","HAPPY VALLEY","PWSO",0
"1586","HOMER","PWSO",0
"1587","HOONAH","PWSO",0
"1588","ICY BAY LODGE","PWSO",0
"1589","IRON CREEK","PWSO",0
"1590","JUNEAU","PWSO",0
"1591","KAKE","PWSO",0
"1592","KELP BAY","PWSO",0
"1593","KETCHIKAN","PWSO",0
"1594","KHAZ BAY","PWSO",0
"1595","KILIUDA BAY","PWSO",0
"1596","KILLISNOO","PWSO",0
"1597","KLAWOCK","PWSO",0
"1598","KNUDSON COVE","PWSO",0
"1599","KODIAK","PWSO",0
"1600","LARSEN BAY","PWSO",0
"1601","LOWELL POINT","PWSO",7
"1602","MEYERS CHUCK","PWSO",0
"1603","MORNE ISLAND","PWSO",0
"1604","MOTHER SHIP","PWSO",0
"1605","MOTHERSHIP","PWSO",0
"1606","MOTHERSHIP- LISERON","PWSO",0
"1607","MOTHERSHIP-LISERON","PWSO",0
"1608","NAKALILOK BAY","PWSO",0
"1609","NARROWS INN","PWSO",0
"1610","NAUKATI","PWSO",0
"1611","NINILCHIK","PWSO",0
"1612","NORTH DOUGLAS","PWSO",0
"1613","OLD HARBOR","PWSO",0
"1614","ORCA POINT LODGE","PWSO",0
"1615","ORR ISLAND","PWSO",0
"1616","OTTER COVE","PWSO",0
"1617","PARKS CANNERY","PWSO",0
"1618","PELICAN","PWSO",0
"1619","PETERSBURG","PWSO",0
"1620","POINT BAKER","PWSO",0
"1621","PORT ALEXANDER","PWSO",0
"1622","PORT ASHTON","PWSO",6
"1623","PORT LIONS","PWSO",0
"1624","PORT PROTECTION","PWSO",0
"1625","PORT ST NICHOLAS","PWSO",0
"1626","PORT WAKEFIELD","PWSO",0
"1627","PYBUS BAY","PWSO",0
"1628","PYBUS POINT LODGE","PWSO",0
"1629","RASPBERRY ISLAND","PWSO",0
"1630","REFUGE COVE","PWSO",0
"1631","SALMON FALLS","PWSO",0
"1632","SALMON FALLS RESORT","PWSO",0
"1633","SALTERY COVE (SC)","PWSO",0
"1634","SEA OTTER SOUND","PWSO",0
"1635","SEAL BAY (SC)","PWSO",0
"1636","SEALING COVE","PWSO",0
"1637","SELDOVIA","PWSO",0
"1638","SEWARD","PWSO",1017
"1639","SILVER KING LODGE","PWSO",0
"1640","SILVER SALMON","PWSO",0
"1641","SILVER SALMON CREEK","PWSO",0
"1642","SITKA","PWSO",0
"1643","SITKOH BAY","PWSO",0
"1644","SKAGWAY","PWSO",0
"1645","SPORTSMAN COVE","PWSO",0
"1646","ST HERMAN HARBOR","PWSO",0
"1647","STEAMBOAT BAY","PWSO",0
"1648","SUNNYSIDE","PWSO",0
"1649","TENAKEE","PWSO",0
"1650","THORNE BAY","PWSO",0
"1651","TUTKA BAY","PWSO",0
"1652","UGAK BAY","PWSO",0
"1653","UGANIK BAY","PWSO",0
"1654","UYAK BAY","PWSO",0
"1655","VALDEZ","PWSO",434
"1656","WADLEIGH ISLAND","PWSO",0
"1657","WARD COVE","PWSO",0
"1658","WARM SPRINGS BAY","PWSO",0
"1659","WATERFALL","PWSO",0
"1660","WATERFALL RESORT","PWSO",0
"1661","WHALE PASS (POW - SE)","PWSO",0
"1662","WHITTIER","PWSO",133
"1663","WRANGELL","PWSO",0
"1664","YAKUTAT","PWSO",0
"1665","ZACHAR BAY","PWSO",0
"1666","ADAK","SOUTHEAST",0
"1667","AFOGNAK","SOUTHEAST",0
"1668","AMOOK PASS","SOUTHEAST",0
"1669","ANCHOR POINT","SOUTHEAST",0
"1670","ANCHOR RIVER","SOUTHEAST",0
"1671","ANGOON","SOUTHEAST",0
"1672","ANTON LARSEN BAY","SOUTHEAST",0
"1673","APPLE ISLAND","SOUTHEAST",0
"1674","AUKE BAY","SOUTHEAST",0
"1675","BABE ISLANDS LODGE","SOUTHEAST",0
"1676","BARANOF","SOUTHEAST",0
"1677","BARTLETT COVE","SOUTHEAST",0
"1678","CANNERY COVE","SOUTHEAST",0
"1679","CEDARS LODGE","SOUTHEAST",0
"1680","CLOVER BAY","SOUTHEAST",0
"1681","CLOVER PASS","SOUTHEAST",0
"1682","COFFMAN COVE","SOUTHEAST",0
"1683","CORDOVA","SOUTHEAST",0
"1684","CRAIG","SOUTHEAST",0
"1685","DEEP CREEK","SOUTHEAST",0
"1686","DOUGLAS","SOUTHEAST",0
"1687","DOVE ISLAND LODGE","SOUTHEAST",0
"1688","EL CAPITAN LODGE","SOUTHEAST",0
"1689","ELFIN COVE","SOUTHEAST",0
"1690","FIREWEED LODGE","SOUTHEAST",0
"1691","FISHERMANS BEND","SOUTHEAST",0
"1692","GULL COVE","SOUTHEAST",0
"1693","GUSTAVUS","SOUTHEAST",0
"1694","HAINES","SOUTHEAST",0
"1695","HALIBUT COVE","SOUTHEAST",0
"1696","HAPPY VALLEY","SOUTHEAST",0
"1697","HOMER","SOUTHEAST",0
"1698","HOONAH","SOUTHEAST",0
"1699","ICY BAY LODGE","SOUTHEAST",0
"1700","IRON CREEK","SOUTHEAST",1
"1701","JUNEAU","SOUTHEAST",0
"1702","KAKE","SOUTHEAST",0
"1703","KELP BAY","SOUTHEAST",0
"1704","KETCHIKAN","SOUTHEAST",0
"1705","KHAZ BAY","SOUTHEAST",0
"1706","KILIUDA BAY","SOUTHEAST",1
"1707","KILLISNOO","SOUTHEAST",0
"1708","KLAWOCK","SOUTHEAST",0
"1709","KNUDSON COVE","SOUTHEAST",0
"1710","KODIAK","SOUTHEAST",12
"1711","LARSEN BAY","SOUTHEAST",0
"1712","LOWELL POINT","SOUTHEAST",0
"1713","MEYERS CHUCK","SOUTHEAST",0
"1714","MORNE ISLAND","SOUTHEAST",0
"1715","MOTHER SHIP","SOUTHEAST",0
"1716","MOTHERSHIP","SOUTHEAST",0
"1717","MOTHERSHIP- LISERON","SOUTHEAST",0
"1718","MOTHERSHIP-LISERON","SOUTHEAST",0
"1719","NAKALILOK BAY","SOUTHEAST",0
"1720","NARROWS INN","SOUTHEAST",0
"1721","NAUKATI","SOUTHEAST",0
"1722","NINILCHIK","SOUTHEAST",0
"1723","NORTH DOUGLAS","SOUTHEAST",0
"1724","OLD HARBOR","SOUTHEAST",87
"1725","ORCA POINT LODGE","SOUTHEAST",0
"1726","ORR ISLAND","SOUTHEAST",0
"1727","OTTER COVE","SOUTHEAST",0
"1728","PARKS CANNERY","SOUTHEAST",0
"1729","PELICAN","SOUTHEAST",0
"1730","PETERSBURG","SOUTHEAST",0
"1731","POINT BAKER","SOUTHEAST",0
"1732","PORT ALEXANDER","SOUTHEAST",0
"1733","PORT ASHTON","SOUTHEAST",0
"1734","PORT LIONS","SOUTHEAST",0
"1735","PORT PROTECTION","SOUTHEAST",0
"1736","PORT ST NICHOLAS","SOUTHEAST",0
"1737","PORT WAKEFIELD","SOUTHEAST",0
"1738","PYBUS BAY","SOUTHEAST",0
"1739","PYBUS POINT LODGE","SOUTHEAST",0
"1740","RASPBERRY ISLAND","SOUTHEAST",0
"1741","REFUGE COVE","SOUTHEAST",0
"1742","SALMON FALLS","SOUTHEAST",0
"1743","SALMON FALLS RESORT","SOUTHEAST",0
"1744","SALTERY COVE (SC)","SOUTHEAST",0
"1745","SEA OTTER SOUND","SOUTHEAST",0
"1746","SEAL BAY (SC)","SOUTHEAST",0
"1747","SEALING COVE","SOUTHEAST",0
"1748","SELDOVIA","SOUTHEAST",0
"1749","SEWARD","SOUTHEAST",0
"1750","SILVER KING LODGE","SOUTHEAST",0
"1751","SILVER SALMON","SOUTHEAST",0
"1752","SILVER SALMON CREEK","SOUTHEAST",0
"1753","SITKA","SOUTHEAST",0
"1754","SITKOH BAY","SOUTHEAST",0
"1755","SKAGWAY","SOUTHEAST",0
"1756","SPORTSMAN COVE","SOUTHEAST",0
"1757","ST HERMAN HARBOR","SOUTHEAST",0
"1758","STEAMBOAT BAY","SOUTHEAST",0
"1759","SUNNYSIDE","SOUTHEAST",0
"1760","TENAKEE","SOUTHEAST",0
"1761","THORNE BAY","SOUTHEAST",0
"1762","TUTKA BAY","SOUTHEAST",0
"1763","UGAK BAY","SOUTHEAST",0
"1764","UGANIK BAY","SOUTHEAST",0
"1765","UYAK BAY","SOUTHEAST",0
"1766","VALDEZ","SOUTHEAST",0
"1767","WADLEIGH ISLAND","SOUTHEAST",0
"1768","WARD COVE","SOUTHEAST",0
"1769","WARM SPRINGS BAY","SOUTHEAST",0
"1770","WATERFALL","SOUTHEAST",0
"1771","WATERFALL RESORT","SOUTHEAST",0
"1772","WHALE PASS (POW - SE)","SOUTHEAST",0
"1773","WHITTIER","SOUTHEAST",0
"1774","WRANGELL","SOUTHEAST",0
"1775","YAKUTAT","SOUTHEAST",0
"1776","ZACHAR BAY","SOUTHEAST",0
"1777","ADAK","SOUTHWEST",0
"1778","AFOGNAK","SOUTHWEST",0
"1779","AMOOK PASS","SOUTHWEST",0
"1780","ANCHOR POINT","SOUTHWEST",0
"1781","ANCHOR RIVER","SOUTHWEST",0
"1782","ANGOON","SOUTHWEST",0
"1783","ANTON LARSEN BAY","SOUTHWEST",0
"1784","APPLE ISLAND","SOUTHWEST",0
"1785","AUKE BAY","SOUTHWEST",0
"1786","BABE ISLANDS LODGE","SOUTHWEST",0
"1787","BARANOF","SOUTHWEST",0
"1788","BARTLETT COVE","SOUTHWEST",0
"1789","CANNERY COVE","SOUTHWEST",0
"1790","CEDARS LODGE","SOUTHWEST",0
"1791","CLOVER BAY","SOUTHWEST",0
"1792","CLOVER PASS","SOUTHWEST",0
"1793","COFFMAN COVE","SOUTHWEST",0
"1794","CORDOVA","SOUTHWEST",0
"1795","CRAIG","SOUTHWEST",0
"1796","DEEP CREEK","SOUTHWEST",0
"1797","DOUGLAS","SOUTHWEST",0
"1798","DOVE ISLAND LODGE","SOUTHWEST",0
"1799","EL CAPITAN LODGE","SOUTHWEST",0
"1800","ELFIN COVE","SOUTHWEST",0
"1801","FIREWEED LODGE","SOUTHWEST",0
"1802","FISHERMANS BEND","SOUTHWEST",0
"1803","GULL COVE","SOUTHWEST",0
"1804","GUSTAVUS","SOUTHWEST",0
"1805","HAINES","SOUTHWEST",0
"1806","HALIBUT COVE","SOUTHWEST",0
"1807","HAPPY VALLEY","SOUTHWEST",0
"1808","HOMER","SOUTHWEST",0
"1809","HOONAH","SOUTHWEST",0
"1810","ICY BAY LODGE","SOUTHWEST",0
"1811","IRON CREEK","SOUTHWEST",0
"1812","JUNEAU","SOUTHWEST",0
"1813","KAKE","SOUTHWEST",0
"1814","KELP BAY","SOUTHWEST",0
"1815","KETCHIKAN","SOUTHWEST",0
"1816","KHAZ BAY","SOUTHWEST",0
"1817","KILIUDA BAY","SOUTHWEST",0
"1818","KILLISNOO","SOUTHWEST",0
"1819","KLAWOCK","SOUTHWEST",0
"1820","KNUDSON COVE","SOUTHWEST",0
"1821","KODIAK","SOUTHWEST",0
"1822","LARSEN BAY","SOUTHWEST",0
"1823","LOWELL POINT","SOUTHWEST",0
"1824","MEYERS CHUCK","SOUTHWEST",0
"1825","MORNE ISLAND","SOUTHWEST",0
"1826","MOTHER SHIP","SOUTHWEST",0
"1827","MOTHERSHIP","SOUTHWEST",0
"1828","MOTHERSHIP- LISERON","SOUTHWEST",0
"1829","MOTHERSHIP-LISERON","SOUTHWEST",0
"1830","NAKALILOK BAY","SOUTHWEST",5
"1831","NARROWS INN","SOUTHWEST",0
"1832","NAUKATI","SOUTHWEST",0
"1833","NINILCHIK","SOUTHWEST",0
"1834","NORTH DOUGLAS","SOUTHWEST",0
"1835","OLD HARBOR","SOUTHWEST",1
"1836","ORCA POINT LODGE","SOUTHWEST",0
"1837","ORR ISLAND","SOUTHWEST",0
"1838","OTTER COVE","SOUTHWEST",0
"1839","PARKS CANNERY","SOUTHWEST",0
"1840","PELICAN","SOUTHWEST",0
"1841","PETERSBURG","SOUTHWEST",0
"1842","POINT BAKER","SOUTHWEST",0
"1843","PORT ALEXANDER","SOUTHWEST",0
"1844","PORT ASHTON","SOUTHWEST",0
"1845","PORT LIONS","SOUTHWEST",0
"1846","PORT PROTECTION","SOUTHWEST",0
"1847","PORT ST NICHOLAS","SOUTHWEST",0
"1848","PORT WAKEFIELD","SOUTHWEST",0
"1849","PYBUS BAY","SOUTHWEST",0
"1850","PYBUS POINT LODGE","SOUTHWEST",0
"1851","RASPBERRY ISLAND","SOUTHWEST",0
"1852","REFUGE COVE","SOUTHWEST",0
"1853","SALMON FALLS","SOUTHWEST",0
"1854","SALMON FALLS RESORT","SOUTHWEST",0
"1855","SALTERY COVE (SC)","SOUTHWEST",0
"1856","SEA OTTER SOUND","SOUTHWEST",0
"1857","SEAL BAY (SC)","SOUTHWEST",0
"1858","SEALING COVE","SOUTHWEST",0
"1859","SELDOVIA","SOUTHWEST",0
"1860","SEWARD","SOUTHWEST",0
"1861","SILVER KING LODGE","SOUTHWEST",0
"1862","SILVER SALMON","SOUTHWEST",0
"1863","SILVER SALMON CREEK","SOUTHWEST",0
"1864","SITKA","SOUTHWEST",0
"1865","SITKOH BAY","SOUTHWEST",0
"1866","SKAGWAY","SOUTHWEST",0
"1867","SPORTSMAN COVE","SOUTHWEST",0
"1868","ST HERMAN HARBOR","SOUTHWEST",0
"1869","STEAMBOAT BAY","SOUTHWEST",0
"1870","SUNNYSIDE","SOUTHWEST",0
"1871","TENAKEE","SOUTHWEST",0
"1872","THORNE BAY","SOUTHWEST",0
"1873","TUTKA BAY","SOUTHWEST",0
"1874","UGAK BAY","SOUTHWEST",0
"1875","UGANIK BAY","SOUTHWEST",0
"1876","UYAK BAY","SOUTHWEST",0
"1877","VALDEZ","SOUTHWEST",0
"1878","WADLEIGH ISLAND","SOUTHWEST",0
"1879","WARD COVE","SOUTHWEST",0
"1880","WARM SPRINGS BAY","SOUTHWEST",0
"1881","WATERFALL","SOUTHWEST",0
"1882","WATERFALL RESORT","SOUTHWEST",0
"1883","WHALE PASS (POW - SE)","SOUTHWEST",0
"1884","WHITTIER","SOUTHWEST",0
"1885","WRANGELL","SOUTHWEST",0
"1886","YAKUTAT","SOUTHWEST",0
"1887","ZACHAR BAY","SOUTHWEST",0
"1888","ADAK","SSEI",0
"1889","AFOGNAK","SSEI",0
"1890","AMOOK PASS","SSEI",0
"1891","ANCHOR POINT","SSEI",0
"1892","ANCHOR RIVER","SSEI",0
"1893","ANGOON","SSEI",0
"1894","ANTON LARSEN BAY","SSEI",0
"1895","APPLE ISLAND","SSEI",0
"1896","AUKE BAY","SSEI",0
"1897","BABE ISLANDS LODGE","SSEI",8
"1898","BARANOF","SSEI",0
"1899","BARTLETT COVE","SSEI",0
"1900","CANNERY COVE","SSEI",0
"1901","CEDARS LODGE","SSEI",41
"1902","CLOVER BAY","SSEI",94
"1903","CLOVER PASS","SSEI",987
"1904","COFFMAN COVE","SSEI",95
"1905","CORDOVA","SSEI",0
"1906","CRAIG","SSEI",673
"1907","DEEP CREEK","SSEI",0
"1908","DOUGLAS","SSEI",0
"1909","DOVE ISLAND LODGE","SSEI",0
"1910","EL CAPITAN LODGE","SSEI",462
"1911","ELFIN COVE","SSEI",0
"1912","FIREWEED LODGE","SSEI",0
"1913","FISHERMANS BEND","SSEI",0
"1914","GULL COVE","SSEI",0
"1915","GUSTAVUS","SSEI",0
"1916","HAINES","SSEI",0
"1917","HALIBUT COVE","SSEI",0
"1918","HAPPY VALLEY","SSEI",0
"1919","HOMER","SSEI",0
"1920","HOONAH","SSEI",0
"1921","ICY BAY LODGE","SSEI",0
"1922","IRON CREEK","SSEI",0
"1923","JUNEAU","SSEI",1
"1924","KAKE","SSEI",1
"1925","KELP BAY","SSEI",0
"1926","KETCHIKAN","SSEI",7484
"1927","KHAZ BAY","SSEI",0
"1928","KILIUDA BAY","SSEI",0
"1929","KILLISNOO","SSEI",0
"1930","KLAWOCK","SSEI",29
"1931","KNUDSON COVE","SSEI",1831
"1932","KODIAK","SSEI",0
"1933","LARSEN BAY","SSEI",0
"1934","LOWELL POINT","SSEI",0
"1935","MEYERS CHUCK","SSEI",1
"1936","MORNE ISLAND","SSEI",0
"1937","MOTHER SHIP","SSEI",1
"1938","MOTHERSHIP","SSEI",2
"1939","MOTHERSHIP- LISERON","SSEI",0
"1940","MOTHERSHIP-LISERON","SSEI",0
"1941","NAKALILOK BAY","SSEI",0
"1942","NARROWS INN","SSEI",37
"1943","NAUKATI","SSEI",36
"1944","NINILCHIK","SSEI",0
"1945","NORTH DOUGLAS","SSEI",0
"1946","OLD HARBOR","SSEI",0
"1947","ORCA POINT LODGE","SSEI",0
"1948","ORR ISLAND","SSEI",28
"1949","OTTER COVE","SSEI",0
"1950","PARKS CANNERY","SSEI",0
"1951","PELICAN","SSEI",0
"1952","PETERSBURG","SSEI",331
"1953","POINT BAKER","SSEI",17
"1954","PORT ALEXANDER","SSEI",0
"1955","PORT ASHTON","SSEI",0
"1956","PORT LIONS","SSEI",0
"1957","PORT PROTECTION","SSEI",48
"1958","PORT ST NICHOLAS","SSEI",43
"1959","PORT WAKEFIELD","SSEI",0
"1960","PYBUS BAY","SSEI",0
"1961","PYBUS POINT LODGE","SSEI",1
"1962","RASPBERRY ISLAND","SSEI",0
"1963","REFUGE COVE","SSEI",1
"1964","SALMON FALLS","SSEI",649
"1965","SALMON FALLS RESORT","SSEI",2
"1966","SALTERY COVE (SC)","SSEI",0
"1967","SEA OTTER SOUND","SSEI",23
"1968","SEAL BAY (SC)","SSEI",0
"1969","SEALING COVE","SSEI",0
"1970","SELDOVIA","SSEI",0
"1971","SEWARD","SSEI",0
"1972","SILVER KING LODGE","SSEI",6
"1973","SILVER SALMON","SSEI",0
"1974","SILVER SALMON CREEK","SSEI",0
"1975","SITKA","SSEI",5
"1976","SITKOH BAY","SSEI",0
"1977","SKAGWAY","SSEI",0
"1978","SPORTSMAN COVE","SSEI",384
"1979","ST HERMAN HARBOR","SSEI",0
"1980","STEAMBOAT BAY","SSEI",5
"1981","SUNNYSIDE","SSEI",0
"1982","TENAKEE","SSEI",0
"1983","THORNE BAY","SSEI",516
"1984","TUTKA BAY","SSEI",0
"1985","UGAK BAY","SSEI",0
"1986","UGANIK BAY","SSEI",0
"1987","UYAK BAY","SSEI",0
"1988","VALDEZ","SSEI",0
"1989","WADLEIGH ISLAND","SSEI",75
"1990","WARD COVE","SSEI",50
"1991","WARM SPRINGS BAY","SSEI",0
"1992","WATERFALL","SSEI",351
"1993","WATERFALL RESORT","SSEI",2
"1994","WHALE PASS (POW - SE)","SSEI",94
"1995","WHITTIER","SSEI",0
"1996","WRANGELL","SSEI",126
"1997","YAKUTAT","SSEI",0
"1998","ZACHAR BAY","SSEI",0
"1999","ADAK","SSEO",0
"2000","AFOGNAK","SSEO",0
"2001","AMOOK PASS","SSEO",0
"2002","ANCHOR POINT","SSEO",0
"2003","ANCHOR RIVER","SSEO",0
"2004","ANGOON","SSEO",0
"2005","ANTON LARSEN BAY","SSEO",0
"2006","APPLE ISLAND","SSEO",0
"2007","AUKE BAY","SSEO",0
"2008","BABE ISLANDS LODGE","SSEO",0
"2009","BARANOF","SSEO",0
"2010","BARTLETT COVE","SSEO",0
"2011","CANNERY COVE","SSEO",0
"2012","CEDARS LODGE","SSEO",0
"2013","CLOVER BAY","SSEO",0
