"","port_site","RptArea","Freq"
"684","CORDOVA","EYKT",0
"685","CRAIG","EYKT",0
"686","DEEP CREEK","EYKT",0
"687","DOUGLAS","EYKT",0
"688","DOVE ISLAND LODGE","EYKT",0
"689","EL CAPITAN LODGE","EYKT",0
"690","ELFIN COVE","EYKT",116
"691","FIREWEED LODGE","EYKT",0
"692","FISHERMANS BEND","EYKT",0
"693","GULL COVE","EYKT",1
"694","GUSTAVUS","EYKT",0
"695","HAINES","EYKT",0
"696","HALIBUT COVE","EYKT",0
"697","HAPPY VALLEY","EYKT",0
"698","HOMER","EYKT",0
"699","HOONAH","EYKT",0
"700","ICY BAY LODGE","EYKT",0
"701","IRON CREEK","EYKT",0
"702","JUNEAU","EYKT",0
"703","KAKE","EYKT",0
"704","KELP BAY","EYKT",0
"705","KETCHIKAN","EYKT",0
"706","KHAZ BAY","EYKT",0
"707","KILIUDA BAY","EYKT",0
"708","KILLISNOO","EYKT",0
"709","KLAWOCK","EYKT",0
"710","KNUDSON COVE","EYKT",0
"711","KODIAK","EYKT",0
"712","LARSEN BAY","EYKT",0
"713","LOWELL POINT","EYKT",0
"714","MEYERS CHUCK","EYKT",0
"715","MORNE ISLAND","EYKT",0
"716","MOTHER SHIP","EYKT",0
"717","MOTHERSHIP","EYKT",0
"718","MOTHERSHIP- LISERON","EYKT",0
"719","MOTHERSHIP-LISERON","EYKT",0
"720","NAKALILOK BAY","EYKT",0
"721","NARROWS INN","EYKT",0
"722","NAUKATI","EYKT",0
"723","NINILCHIK","EYKT",0
"724","NORTH DOUGLAS","EYKT",0
"725","OLD HARBOR","EYKT",0
"726","ORCA POINT LODGE","EYKT",0
"727","ORR ISLAND","EYKT",0
"728","OTTER COVE","EYKT",0
"729","PARKS CANNERY","EYKT",0
"730","PELICAN","EYKT",1
"731","PETERSBURG","EYKT",0
"732","POINT BAKER","EYKT",0
"733","PORT ALEXANDER","EYKT",0
"734","PORT ASHTON","EYKT",0
"735","PORT LIONS","EYKT",0
"736","PORT PROTECTION","EYKT",0
"737","PORT ST NICHOLAS","EYKT",0
"738","PORT WAKEFIELD","EYKT",0
"739","PYBUS BAY","EYKT",0
"740","PYBUS POINT LODGE","EYKT",0
"741","RASPBERRY ISLAND","EYKT",0
"742","REFUGE COVE","EYKT",0
"743","SALMON FALLS","EYKT",0
"744","SALMON FALLS RESORT","EYKT",0
"745","SALTERY COVE (SC)","EYKT",0
"746","SEA OTTER SOUND","EYKT",0
"747","SEAL BAY (SC)","EYKT",0
"748","SEALING COVE","EYKT",0
"749","SELDOVIA","EYKT",0
"750","SEWARD","EYKT",0
"751","SILVER KING LODGE","EYKT",0
"752","SILVER SALMON","EYKT",0
"753","SILVER SALMON CREEK","EYKT",0
"754","SITKA","EYKT",0
"755","SITKOH BAY","EYKT",0
"756","SKAGWAY","EYKT",0
"757","SPORTSMAN COVE","EYKT",0
"758","ST HERMAN HARBOR","EYKT",0
"759","STEAMBOAT BAY","EYKT",0
"760","SUNNYSIDE","EYKT",0
"761","TENAKEE","EYKT",0
"762","THORNE BAY","EYKT",0
"763","TUTKA BAY","EYKT",0
"764","UGAK BAY","EYKT",0
"765","UGANIK BAY","EYKT",0
"766","UYAK BAY","EYKT",0
"767","VALDEZ","EYKT",0
"768","WADLEIGH ISLAND","EYKT",0
"769","WARD COVE","EYKT",0
"770","WARM SPRINGS BAY","EYKT",0
"771","WATERFALL","EYKT",0
"772","WATERFALL RESORT","EYKT",0
"773","WHALE PASS (POW - SE)","EYKT",0
"774","WHITTIER","EYKT",0
"775","WRANGELL","EYKT",0
"776","YAKUTAT","EYKT",4
"777","ZACHAR BAY","EYKT",0
"778","ADAK","IBS",0
"779","AFOGNAK","IBS",0
"780","AMOOK PASS","IBS",0
"781","ANCHOR POINT","IBS",0
"782","ANCHOR RIVER","IBS",0
"783","ANGOON","IBS",0
"784","ANTON LARSEN BAY","IBS",0
"785","APPLE ISLAND","IBS",0
"786","AUKE BAY","IBS",0
"787","BABE ISLANDS LODGE","IBS",0
"788","BARANOF","IBS",0
"789","BARTLETT COVE","IBS",0
"790","CANNERY COVE","IBS",0
"791","CEDARS LODGE","IBS",0
"792","CLOVER BAY","IBS",0
"793","CLOVER PASS","IBS",0
"794","COFFMAN COVE","IBS",0
"795","CORDOVA","IBS",0
"796","CRAIG","IBS",0
"797","DEEP CREEK","IBS",0
"798","DOUGLAS","IBS",0
"799","DOVE ISLAND LODGE","IBS",0
"800","EL CAPITAN LODGE","IBS",0
"801","ELFIN COVE","IBS",0
"802","FIREWEED LODGE","IBS",0
"803","FISHERMANS BEND","IBS",0
"804","GULL COVE","IBS",0
"805","GUSTAVUS","IBS",0
"806","HAINES","IBS",0
"807","HALIBUT COVE","IBS",0
"808","HAPPY VALLEY","IBS",0
"809","HOMER","IBS",0
"810","HOONAH","IBS",0
"811","ICY BAY LODGE","IBS",5
"812","IRON CREEK","IBS",0
"813","JUNEAU","IBS",0
"814","KAKE","IBS",0
"815","KELP BAY","IBS",0
"816","KETCHIKAN","IBS",0
"817","KHAZ BAY","IBS",0
"818","KILIUDA BAY","IBS",0
"819","KILLISNOO","IBS",0
"820","KLAWOCK","IBS",0
"821","KNUDSON COVE","IBS",0
"822","KODIAK","IBS",0
"823","LARSEN BAY","IBS",0
"824","LOWELL POINT","IBS",0
"825","MEYERS CHUCK","IBS",0
"826","MORNE ISLAND","IBS",0
"827","MOTHER SHIP","IBS",0
"828","MOTHERSHIP","IBS",0
"829","MOTHERSHIP- LISERON","IBS",0
"830","MOTHERSHIP-LISERON","IBS",0
"831","NAKALILOK BAY","IBS",0
"832","NARROWS INN","IBS",0
"833","NAUKATI","IBS",0
"834","NINILCHIK","IBS",0
"835","NORTH DOUGLAS","IBS",0
"836","OLD HARBOR","IBS",0
"837","ORCA POINT LODGE","IBS",0
"838","ORR ISLAND","IBS",0
"839","OTTER COVE","IBS",0
"840","PARKS CANNERY","IBS",0
"841","PELICAN","IBS",0
"842","PETERSBURG","IBS",0
"843","POINT BAKER","IBS",0
"844","PORT ALEXANDER","IBS",0
"845","PORT ASHTON","IBS",0
"846","PORT LIONS","IBS",0
"847","PORT PROTECTION","IBS",0
"848","PORT ST NICHOLAS","IBS",0
"849","PORT WAKEFIELD","IBS",0
"850","PYBUS BAY","IBS",0
"851","PYBUS POINT LODGE","IBS",0
"852","RASPBERRY ISLAND","IBS",0
"853","REFUGE COVE","IBS",0
"854","SALMON FALLS","IBS",0
"855","SALMON FALLS RESORT","IBS",0
"856","SALTERY COVE (SC)","IBS",0
"857","SEA OTTER SOUND","IBS",0
"858","SEAL BAY (SC)","IBS",0
"859","SEALING COVE","IBS",0
"860","SELDOVIA","IBS",0
"861","SEWARD","IBS",0
"862","SILVER KING LODGE","IBS",0
"863","SILVER SALMON","IBS",0
"864","SILVER SALMON CREEK","IBS",0
"865","SITKA","IBS",0
"866","SITKOH BAY","IBS",0
"867","SKAGWAY","IBS",0
"868","SPORTSMAN COVE","IBS",0
"869","ST HERMAN HARBOR","IBS",0
"870","STEAMBOAT BAY","IBS",0
"871","SUNNYSIDE","IBS",0
"872","TENAKEE","IBS",0
"873","THORNE BAY","IBS",0
"874","TUTKA BAY","IBS",0
"875","UGAK BAY","IBS",0
"876","UGANIK BAY","IBS",0
"877","UYAK BAY","IBS",0
"878","VALDEZ","IBS",0
"879","WADLEIGH ISLAND","IBS",0
"880","WARD COVE","IBS",0
"881","WARM SPRINGS BAY","IBS",0
"882","WATERFALL","IBS",0
"883","WATERFALL RESORT","IBS",0
"884","WHALE PASS (POW - SE)","IBS",0
"885","WHITTIER","IBS",0
"886","WRANGELL","IBS",0
"887","YAKUTAT","IBS",705
"888","ZACHAR BAY","IBS",0
"889","ADAK","MAINLAND",0
"890","AFOGNAK","MAINLAND",0
"891","AMOOK PASS","MAINLAND",0
"892","ANCHOR POINT","MAINLAND",0
"893","ANCHOR RIVER","MAINLAND",0
"894","ANGOON","MAINLAND",0
"895","ANTON LARSEN BAY","MAINLAND",0
"896","APPLE ISLAND","MAINLAND",0
"897","AUKE BAY","MAINLAND",0
"898","BABE ISLANDS LODGE","MAINLAND",0
"899","BARANOF","MAINLAND",0
"900","BARTLETT COVE","MAINLAND",0
"901","CANNERY COVE","MAINLAND",0
"902","CEDARS LODGE","MAINLAND",0
"903","CLOVER BAY","MAINLAND",0
"904","CLOVER PASS","MAINLAND",0
"905","COFFMAN COVE","MAINLAND",0
"906","CORDOVA","MAINLAND",0
"907","CRAIG","MAINLAND",0
"908","DEEP CREEK","MAINLAND",0
"909","DOUGLAS","MAINLAND",0
"910","DOVE ISLAND LODGE","MAINLAND",0
"911","EL CAPITAN LODGE","MAINLAND",0
"912","ELFIN COVE","MAINLAND",0
"913","FIREWEED LODGE","MAINLAND",0
"914","FISHERMANS BEND","MAINLAND",0
"915","GULL COVE","MAINLAND",0
"916","GUSTAVUS","MAINLAND",0
"917","HAINES","MAINLAND",0
"918","HALIBUT COVE","MAINLAND",0
"919","HAPPY VALLEY","MAINLAND",0
"920","HOMER","MAINLAND",0
"921","HOONAH","MAINLAND",0
"922","ICY BAY LODGE","MAINLAND",0
"923","IRON CREEK","MAINLAND",0
"924","JUNEAU","MAINLAND",0
"925","KAKE","MAINLAND",0
"926","KELP BAY","MAINLAND",0
"927","KETCHIKAN","MAINLAND",0
"928","KHAZ BAY","MAINLAND",0
"929","KILIUDA BAY","MAINLAND",0
"930","KILLISNOO","MAINLAND",0
"931","KLAWOCK","MAINLAND",0
"932","KNUDSON COVE","MAINLAND",0
"933","KODIAK","MAINLAND",0
"934","LARSEN BAY","MAINLAND",23
"935","LOWELL POINT","MAINLAND",0
"936","MEYERS CHUCK","MAINLAND",0
"937","MORNE ISLAND","MAINLAND",0
"938","MOTHER SHIP","MAINLAND",0
"939","MOTHERSHIP","MAINLAND",0
"940","MOTHERSHIP- LISERON","MAINLAND",0
"941","MOTHERSHIP-LISERON","MAINLAND",0
"942","NAKALILOK BAY","MAINLAND",0
"943","NARROWS INN","MAINLAND",0
"944","NAUKATI","MAINLAND",0
"945","NINILCHIK","MAINLAND",0
"946","NORTH DOUGLAS","MAINLAND",0
"947","OLD HARBOR","MAINLAND",0
"948","ORCA POINT LODGE","MAINLAND",0
"949","ORR ISLAND","MAINLAND",0
"950","OTTER COVE","MAINLAND",0
"951","PARKS CANNERY","MAINLAND",0
"952","PELICAN","MAINLAND",0
"953","PETERSBURG","MAINLAND",0
"954","POINT BAKER","MAINLAND",0
"955","PORT ALEXANDER","MAINLAND",0
"956","PORT ASHTON","MAINLAND",0
"957","PORT LIONS","MAINLAND",0
"958","PORT PROTECTION","MAINLAND",0
"959","PORT ST NICHOLAS","MAINLAND",0
"960","PORT WAKEFIELD","MAINLAND",0
"961","PYBUS BAY","MAINLAND",0
"962","PYBUS POINT LODGE","MAINLAND",0
"963","RASPBERRY ISLAND","MAINLAND",0
"964","REFUGE COVE","MAINLAND",0
"965","SALMON FALLS","MAINLAND",0
"966","SALMON FALLS RESORT","MAINLAND",0
"967","SALTERY COVE (SC)","MAINLAND",0
"968","SEA OTTER SOUND","MAINLAND",0
"969","SEAL BAY (SC)","MAINLAND",0
"970","SEALING COVE","MAINLAND",0
"971","SELDOVIA","MAINLAND",0
"972","SEWARD","MAINLAND",0
"973","SILVER KING LODGE","MAINLAND",0
"974","SILVER SALMON","MAINLAND",0
"975","SILVER SALMON CREEK","MAINLAND",0
"976","SITKA","MAINLAND",0
"977","SITKOH BAY","MAINLAND",0
"978","SKAGWAY","MAINLAND",0
"979","SPORTSMAN COVE","MAINLAND",0
"980","ST HERMAN HARBOR","MAINLAND",0
"981","STEAMBOAT BAY","MAINLAND",0
"982","SUNNYSIDE","MAINLAND",0
"983","TENAKEE","MAINLAND",0
"984","THORNE BAY","MAINLAND",0
"985","TUTKA BAY","MAINLAND",0
"986","UGAK BAY","MAINLAND",0
"987","UGANIK BAY","MAINLAND",0
"988","UYAK BAY","MAINLAND",0
"989","VALDEZ","MAINLAND",0
"990","WADLEIGH ISLAND","MAINLAND",0
"991","WARD COVE","MAINLAND",0
"992","WARM SPRINGS BAY","MAINLAND",0
"993","WATERFALL","MAINLAND",0
"994","WATERFALL RESORT","MAINLAND",0
"995","WHALE PASS (POW - SE)","MAINLAND",0
"996","WHITTIER","MAINLAND",0
"997","WRANGELL","MAINLAND",0
"998","YAKUTAT","MAINLAND",0
"999","ZACHAR BAY","MAINLAND",0
"1000","ADAK","NG",0
"1001","AFOGNAK","NG",0
"1002","AMOOK PASS","NG",0
"1003","ANCHOR POINT","NG",22
"1004","ANCHOR RIVER","NG",2
"1005","ANGOON","NG",0
"1006","ANTON LARSEN BAY","NG",0
"1007","APPLE ISLAND","NG",0
"1008","AUKE BAY","NG",0
"1009","BABE ISLANDS LODGE","NG",0
"1010","BARANOF","NG",0
"1011","BARTLETT COVE","NG",0
"1012","CANNERY COVE","NG",0
"1013","CEDARS LODGE","NG",0
"1014","CLOVER BAY","NG",0
"1015","CLOVER PASS","NG",0
"1016","COFFMAN COVE","NG",0
"1017","CORDOVA","NG",0
"1018","CRAIG","NG",0
"1019","DEEP CREEK","NG",16
"1020","DOUGLAS","NG",0
"1021","DOVE ISLAND LODGE","NG",0
"1022","EL CAPITAN LODGE","NG",0
"1023","ELFIN COVE","NG",0
"1024","FIREWEED LODGE","NG",0
"1025","FISHERMANS BEND","NG",0
"1026","GULL COVE","NG",0
"1027","GUSTAVUS","NG",0
"1028","HAINES","NG",0
"1029","HALIBUT COVE","NG",4
"1030","HAPPY VALLEY","NG",2
"1031","HOMER","NG",1938
"1032","HOONAH","NG",0
"1033","ICY BAY LODGE","NG",0
"1034","IRON CREEK","NG",0
"1035","JUNEAU","NG",0
"1036","KAKE","NG",0
"1037","KELP BAY","NG",0
"1038","KETCHIKAN","NG",0
"1039","KHAZ BAY","NG",0
"1040","KILIUDA BAY","NG",0
"1041","KILLISNOO","NG",0
"1042","KLAWOCK","NG",0
"1043","KNUDSON COVE","NG",0
"1044","KODIAK","NG",0
"1045","LARSEN BAY","NG",0
"1046","LOWELL POINT","NG",402
"1047","MEYERS CHUCK","NG",0
"1048","MORNE ISLAND","NG",0
"1049","MOTHER SHIP","NG",0
"1050","MOTHERSHIP","NG",0
"1051","MOTHERSHIP- LISERON","NG",0
"1052","MOTHERSHIP-LISERON","NG",0
"1053","NAKALILOK BAY","NG",0
"1054","NARROWS INN","NG",0
"1055","NAUKATI","NG",0
"1056","NINILCHIK","NG",4
"1057","NORTH DOUGLAS","NG",0
"1058","OLD HARBOR","NG",0
"1059","ORCA POINT LODGE","NG",0
"1060","ORR ISLAND","NG",0
"1061","OTTER COVE","NG",0
"1062","PARKS CANNERY","NG",0
"1063","PELICAN","NG",0
"1064","PETERSBURG","NG",0
"1065","POINT BAKER","NG",0
"1066","PORT ALEXANDER","NG",0
"1067","PORT ASHTON","NG",0
"1068","PORT LIONS","NG",0
"1069","PORT PROTECTION","NG",0
"1070","PORT ST NICHOLAS","NG",0
"1071","PORT WAKEFIELD","NG",0
"1072","PYBUS BAY","NG",0
"1073","PYBUS POINT LODGE","NG",0
"1074","RASPBERRY ISLAND","NG",0
"1075","REFUGE COVE","NG",0
"1076","SALMON FALLS","NG",0
"1077","SALMON FALLS RESORT","NG",0
"1078","SALTERY COVE (SC)","NG",0
"1079","SEA OTTER SOUND","NG",0
"1080","SEAL BAY (SC)","NG",0
"1081","SEALING COVE","NG",0
"1082","SELDOVIA","NG",2
"1083","SEWARD","NG",2190
"1084","SILVER KING LODGE","NG",0
"1085","SILVER SALMON","NG",0
"1086","SILVER SALMON CREEK","NG",0
"1087","SITKA","NG",0
"1088","SITKOH BAY","NG",0
"1089","SKAGWAY","NG",0
"1090","SPORTSMAN COVE","NG",0
"1091","ST HERMAN HARBOR","NG",0
"1092","STEAMBOAT BAY","NG",0
"1093","SUNNYSIDE","NG",0
"1094","TENAKEE","NG",0
"1095","THORNE BAY","NG",0
"1096","TUTKA BAY","NG",16
"1097","UGAK BAY","NG",0
"1098","UGANIK BAY","NG",0
"1099","UYAK BAY","NG",0
"1100","VALDEZ","NG",0
"1101","WADLEIGH ISLAND","NG",0
"1102","WARD COVE","NG",0
"1103","WARM SPRINGS BAY","NG",0
"1104","WATERFALL","NG",0
"1105","WATERFALL RESORT","NG",0
"1106","WHALE PASS (POW - SE)","NG",0
"1107","WHITTIER","NG",5
"1108","WRANGELL","NG",0
"1109","YAKUTAT","NG",0
"1110","ZACHAR BAY","NG",0
"1111","ADAK","NORTHEAST",0
"1112","AFOGNAK","NORTHEAST",0
"1113","AMOOK PASS","NORTHEAST",0
"1114","ANCHOR POINT","NORTHEAST",0
"1115","ANCHOR RIVER","NORTHEAST",0
"1116","ANGOON","NORTHEAST",0
"1117","ANTON LARSEN BAY","NORTHEAST",2
"1118","APPLE ISLAND","NORTHEAST",0
"1119","AUKE BAY","NORTHEAST",0
"1120","BABE ISLANDS LODGE","NORTHEAST",0
"1121","BARANOF","NORTHEAST",0
"1122","BARTLETT COVE","NORTHEAST",0
"1123","CANNERY COVE","NORTHEAST",0
"1124","CEDARS LODGE","NORTHEAST",0
"1125","CLOVER BAY","NORTHEAST",0
"1126","CLOVER PASS","NORTHEAST",0
"1127","COFFMAN COVE","NORTHEAST",0
"1128","CORDOVA","NORTHEAST",0
"1129","CRAIG","NORTHEAST",0
"1130","DEEP CREEK","NORTHEAST",0
"1131","DOUGLAS","NORTHEAST",0
"1132","DOVE ISLAND LODGE","NORTHEAST",0
"1133","EL CAPITAN LODGE","NORTHEAST",0
"1134","ELFIN COVE","NORTHEAST",0
"1135","FIREWEED LODGE","NORTHEAST",0
"1136","FISHERMANS BEND","NORTHEAST",0
"1137","GULL COVE","NORTHEAST",0
"1138","GUSTAVUS","NORTHEAST",0
"1139","HAINES","NORTHEAST",0
"1140","HALIBUT COVE","NORTHEAST",0
"1141","HAPPY VALLEY","NORTHEAST",0
"1142","HOMER","NORTHEAST",0
"1143","HOONAH","NORTHEAST",0
"1144","ICY BAY LODGE","NORTHEAST",0
"1145","IRON CREEK","NORTHEAST",57
"1146","JUNEAU","NORTHEAST",0
"1147","KAKE","NORTHEAST",0
"1148","KELP BAY","NORTHEAST",0
"1149","KETCHIKAN","NORTHEAST",0
"1150","KHAZ BAY","NORTHEAST",0
"1151","KILIUDA BAY","NORTHEAST",0
"1152","KILLISNOO","NORTHEAST",0
"1153","KLAWOCK","NORTHEAST",0
"1154","KNUDSON COVE","NORTHEAST",0
"1155","KODIAK","NORTHEAST",600
"1156","LARSEN BAY","NORTHEAST",3
"1157","LOWELL POINT","NORTHEAST",0
"1158","MEYERS CHUCK","NORTHEAST",0
"1159","MORNE ISLAND","NORTHEAST",0
"1160","MOTHER SHIP","NORTHEAST",0
"1161","MOTHERSHIP","NORTHEAST",0
"1162","MOTHERSHIP- LISERON","NORTHEAST",0
"1163","MOTHERSHIP-LISERON","NORTHEAST",0
"1164","NAKALILOK BAY","NORTHEAST",0
"1165","NARROWS INN","NORTHEAST",0
"1166","NAUKATI","NORTHEAST",0
"1167","NINILCHIK","NORTHEAST",0
"1168","NORTH DOUGLAS","NORTHEAST",0
"1169","OLD HARBOR","NORTHEAST",0
"1170","ORCA POINT LODGE","NORTHEAST",0
"1171","ORR ISLAND","NORTHEAST",0
"1172","OTTER COVE","NORTHEAST",0
"1173","PARKS CANNERY","NORTHEAST",0
"1174","PELICAN","NORTHEAST",0
"1175","PETERSBURG","NORTHEAST",0
"1176","POINT BAKER","NORTHEAST",0
"1177","PORT ALEXANDER","NORTHEAST",0
"1178","PORT ASHTON","NORTHEAST",0
"1179","PORT LIONS","NORTHEAST",74
"1180","PORT PROTECTION","NORTHEAST",0
"1181","PORT ST NICHOLAS","NORTHEAST",0
"1182","PORT WAKEFIELD","NORTHEAST",63
"1183","PYBUS BAY","NORTHEAST",0
"1184","PYBUS POINT LODGE","NORTHEAST",0
"1185","RASPBERRY ISLAND","NORTHEAST",8
"1186","REFUGE COVE","NORTHEAST",0
"1187","SALMON FALLS","NORTHEAST",0
"1188","SALMON FALLS RESORT","NORTHEAST",0
"1189","SALTERY COVE (SC)","NORTHEAST",0
"1190","SEA OTTER SOUND","NORTHEAST",0
"1191","SEAL BAY (SC)","NORTHEAST",1
"1192","SEALING COVE","NORTHEAST",0
"1193","SELDOVIA","NORTHEAST",0
"1194","SEWARD","NORTHEAST",0
"1195","SILVER KING LODGE","NORTHEAST",0
"1196","SILVER SALMON","NORTHEAST",0
"1197","SILVER SALMON CREEK","NORTHEAST",0
"1198","SITKA","NORTHEAST",0
"1199","SITKOH BAY","NORTHEAST",0
"1200","SKAGWAY","NORTHEAST",0
"1201","SPORTSMAN COVE","NORTHEAST",0
"1202","ST HERMAN HARBOR","NORTHEAST",1
"1203","STEAMBOAT BAY","NORTHEAST",0
"1204","SUNNYSIDE","NORTHEAST",0
"1205","TENAKEE","NORTHEAST",0
"1206","THORNE BAY","NORTHEAST",0
"1207","TUTKA BAY","NORTHEAST",0
"1208","UGAK BAY","NORTHEAST",0
"1209","UGANIK BAY","NORTHEAST",0
"1210","UYAK BAY","NORTHEAST",0
"1211","VALDEZ","NORTHEAST",0
"1212","WADLEIGH ISLAND","NORTHEAST",0
"1213","WARD COVE","NORTHEAST",0
"1214","WARM SPRINGS BAY","NORTHEAST",0
"1215","WATERFALL","NORTHEAST",0
"1216","WATERFALL RESORT","NORTHEAST",0
"1217","WHALE PASS (POW - SE)","NORTHEAST",0
"1218","WHITTIER","NORTHEAST",0
"1219","WRANGELL","NORTHEAST",0
"1220","YAKUTAT","NORTHEAST",0
"1221","ZACHAR BAY","NORTHEAST",0
"1222","ADAK","NSEI",0
"1223","AFOGNAK","NSEI",0
"1224","AMOOK PASS","NSEI",0
"1225","ANCHOR POINT","NSEI",0
"1226","ANCHOR RIVER","NSEI",0
"1227","ANGOON","NSEI",93
"1228","ANTON LARSEN BAY","NSEI",0
"1229","APPLE ISLAND","NSEI",1
"1230","AUKE BAY","NSEI",2486
"1231","BABE ISLANDS LODGE","NSEI",0
"1232","BARANOF","NSEI",2
"1233","BARTLETT COVE","NSEI",100
"1234","CANNERY COVE","NSEI",98
"1235","CEDARS LODGE","NSEI",0
"1236","CLOVER BAY","NSEI",0
"1237","CLOVER PASS","NSEI",0
"1238","COFFMAN COVE","NSEI",0
"1239","CORDOVA","NSEI",0
"1240","CRAIG","NSEI",0
"1241","DEEP CREEK","NSEI",0
"1242","DOUGLAS","NSEI",2
"1243","DOVE ISLAND LODGE","NSEI",2
"1244","EL CAPITAN LODGE","NSEI",92
"1245","ELFIN COVE","NSEI",244
"1246","FIREWEED LODGE","NSEI",0
"1247","FISHERMANS BEND","NSEI",174
"1248","GULL COVE","NSEI",27
"1249","GUSTAVUS","NSEI",830
"1250","HAINES","NSEI",93
"1251","HALIBUT COVE","NSEI",0
"1252","HAPPY VALLEY","NSEI",0
"1253","HOMER","NSEI",0
"1254","HOONAH","NSEI",481
"1255","ICY BAY LODGE","NSEI",0
"1256","IRON CREEK","NSEI",0
"1257","JUNEAU","NSEI",605
"1258","KAKE","NSEI",11
"1259","KELP BAY","NSEI",122
"1260","KETCHIKAN","NSEI",8
"1261","KHAZ BAY","NSEI",0
"1262","KILIUDA BAY","NSEI",0
"1263","KILLISNOO","NSEI",396
"1264","KLAWOCK","NSEI",0
"1265","KNUDSON COVE","NSEI",0
"1266","KODIAK","NSEI",0
"1267","LARSEN BAY","NSEI",0
"1268","LOWELL POINT","NSEI",0
"1269","MEYERS CHUCK","NSEI",0
"1270","MORNE ISLAND","NSEI",0
"1271","MOTHER SHIP","NSEI",140
"1272","MOTHERSHIP","NSEI",273
"1273","MOTHERSHIP- LISERON","NSEI",7
"1274","MOTHERSHIP-LISERON","NSEI",60
"1275","NAKALILOK BAY","NSEI",0
"1276","NARROWS INN","NSEI",0
"1277","NAUKATI","NSEI",0
"1278","NINILCHIK","NSEI",0
"1279","NORTH DOUGLAS","NSEI",29
"1280","OLD HARBOR","NSEI",0
"1281","ORCA POINT LODGE","NSEI",1
"1282","ORR ISLAND","NSEI",0
"1283","OTTER COVE","NSEI",0
"1284","PARKS CANNERY","NSEI",0
"1285","PELICAN","NSEI",3
"1286","PETERSBURG","NSEI",160
"1287","POINT BAKER","NSEI",0
"1288","PORT ALEXANDER","NSEI",86
"1289","PORT ASHTON","NSEI",0
"1290","PORT LIONS","NSEI",0
"1291","PORT PROTECTION","NSEI",0
"1292","PORT ST NICHOLAS","NSEI",0
"1293","PORT WAKEFIELD","NSEI",0
"1294","PYBUS BAY","NSEI",89
"1295","PYBUS POINT LODGE","NSEI",487
"1296","RASPBERRY ISLAND","NSEI",0
"1297","REFUGE COVE","NSEI",0
"1298","SALMON FALLS","NSEI",0
"1299","SALMON FALLS RESORT","NSEI",0
"1300","SALTERY COVE (SC)","NSEI",0
"1301","SEA OTTER SOUND","NSEI",0
"1302","SEAL BAY (SC)","NSEI",0
"1303","SEALING COVE","NSEI",0
"1304","SELDOVIA","NSEI",0
"1305","SEWARD","NSEI",0
"1306","SILVER KING LODGE","NSEI",0
"1307","SILVER SALMON","NSEI",0
"1308","SILVER SALMON CREEK","NSEI",0
"1309","SITKA","NSEI",298
"1310","SITKOH BAY","NSEI",1
"1311","SKAGWAY","NSEI",22
"1312","SPORTSMAN COVE","NSEI",0
"1313","ST HERMAN HARBOR","NSEI",0
"1314","STEAMBOAT BAY","NSEI",0
"1315","SUNNYSIDE","NSEI",1
"1316","TENAKEE","NSEI",38
"1317","THORNE BAY","NSEI",0
"1318","TUTKA BAY","NSEI",0
"1319","UGAK BAY","NSEI",0
"1320","UGANIK BAY","NSEI",0
"1321","UYAK BAY","NSEI",0
"1322","VALDEZ","NSEI",0
"1323","WADLEIGH ISLAND","NSEI",0
"1324","WARD COVE","NSEI",0
"1325","WARM SPRINGS BAY","NSEI",320
"1326","WATERFALL","NSEI",0
"1327","WATERFALL RESORT","NSEI",0
"1328","WHALE PASS (POW - SE)","NSEI",0
"1329","WHITTIER","NSEI",0
"1330","WRANGELL","NSEI",1
"1331","YAKUTAT","NSEI",0
"1332","ZACHAR BAY","NSEI",0
"1333","ADAK","NSEO",0
"1334","AFOGNAK","NSEO",0
"1335","AMOOK PASS","NSEO",0
"1336","ANCHOR POINT","NSEO",0
"1337","ANCHOR RIVER","NSEO",0
"1338","ANGOON","NSEO",0
"1339","ANTON LARSEN BAY","NSEO",0
"1340","APPLE ISLAND","NSEO",0
"1341","AUKE BAY","NSEO",0
"1342","BABE ISLANDS LODGE","NSEO",0
"1343","BARANOF","NSEO",0
"1344","BARTLETT COVE","NSEO",3
"1345","CANNERY COVE","NSEO",0
"1346","CEDARS LODGE","NSEO",0
"1347","CLOVER BAY","NSEO",0
"1348","CLOVER PASS","NSEO",0
"1349","COFFMAN COVE","NSEO",0
"1350","CORDOVA","NSEO",0
"1351","CRAIG","NSEO",0
"1352","DEEP CREEK","NSEO",0
"1353","DOUGLAS","NSEO",0
"1354","DOVE ISLAND LODGE","NSEO",0
"1355","EL CAPITAN LODGE","NSEO",0
"1356","ELFIN COVE","NSEO",666
"1357","FIREWEED LODGE","NSEO",0
"1358","FISHERMANS BEND","NSEO",0
"1359","GULL COVE","NSEO",2
"1360","GUSTAVUS","NSEO",174
"1361","HAINES","NSEO",0
"1362","HALIBUT COVE","NSEO",0
"1363","HAPPY VALLEY","NSEO",0
"1364","HOMER","NSEO",0
"1365","HOONAH","NSEO",1
"1366","ICY BAY LODGE","NSEO",0
"1367","IRON CREEK","NSEO",0
"1368","JUNEAU","NSEO",0
"1369","KAKE","NSEO",0
"1370","KELP BAY","NSEO",0
"1371","KETCHIKAN","NSEO",0
"1372","KHAZ BAY","NSEO",23
"1373","KILIUDA BAY","NSEO",0
