"year","area","assemblage","user","wt_lbs","wt_cv","r_mort","region","wt_sd"
1990,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1991,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1992,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1993,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1994,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1995,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1996,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1997,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1998,"CI","black","private",NA,1,0.0344769874476987,"Central",50
1999,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2000,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2001,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2002,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2003,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2004,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2005,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2006,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2007,"CI","black","private",5.10737573633334,0.357431619271937,0.0344769874476987,"Central",1.82553757966783
2008,"CI","black","private",NA,1,0.0344769874476987,"Central",50
2009,"CI","black","private",4.5415225972,0.210480421249309,0.0344769874476987,"Central",0.955901589371911
2010,"CI","black","private",4.65726528475,0.266031010652266,0.0344769874476987,"Central",1.23897699057776
2011,"CI","black","private",4.850169764,0.165976532577323,0.0344769874476987,"Central",0.805014359840094
2012,"CI","black","private",5.45143047854545,0.199839089681438,0.0344769874476987,"Central",1.08940890429417
2013,"CI","black","private",4.92365718466666,0.112684096048817,0.00420833952001502,"Central",0.554817859108427
2014,"CI","black","private",4.50372906657142,0.362631540906489,0.00420833952001502,"Central",1.63319421123614
2015,"CI","black","private",3.76790047781818,0.437426835374809,0.00420833952001502,"Central",1.64818078201924
2016,"CI","black","private",3.968320716,0.224982852570184,0.00420833952001502,"Central",0.892804114599037
2017,"CI","black","private",4.1446905256,0.350866768963519,0.00420833952001502,"Central",1.45423417307098
2018,"CI","black","private",2.17522765173333,0.522006420682683,0.00420833952001502,"Central",1.13548280065132
2019,"CI","black","private",2.30345053055173,0.449687955870984,0.00420833952001502,"Central",1.03583396053374
2020,"CI","black","private",2.20462262,0.232379000772445,0.00420833952001502,"Central",0.51230800151593
2021,"CI","black","private",2.50630782063158,0.306415581044209,0.00420833952001502,"Central",0.767971767134472
2022,"CI","black","private",3.7037660016,0.194707467069002,0.00420833952001502,"Central",0.72115089678782
2023,"CI","black","private",4.77668234333334,0.174735641409239,0.00420833952001502,"Central",0.834656653070537
2024,"CI","black","private",2.645547144,0.353553390593274,0.00420833952001502,"Central",0.935342162735553
1977,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1978,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1979,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1980,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1981,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1982,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1983,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1984,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1985,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1986,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1987,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1988,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1989,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1990,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1991,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1992,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1993,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1994,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1995,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1996,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1997,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1998,"NG","black","private",NA,1,0.0724488530688159,"Central",50
1999,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2000,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2001,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2002,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2003,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2004,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2005,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2006,"NG","black","private",NA,1,0.0724488530688159,"Central",50
2007,"NG","black","private",5.08617744191025,0.370690212160961,0.0724488530688159,"Central",1.88539619503
2008,"NG","black","private",4.46736710907274,0.300714931415622,0.0724488530688159,"Central",1.34340399381321
2009,"NG","black","private",4.68764950675641,0.284304347879484,0.0724488530688159,"Central",1.33271913610596
2010,"NG","black","private",4.72697026464705,0.307244220896106,0.0724488530688159,"Central",1.45233429616054
2011,"NG","black","private",4.960400895,0.157134840263677,0.0724488530688159,"Central",0.779451802279627
2012,"NG","black","private",4.7593911855294,0.417555484476315,0.0724488530688159,"Central",1.98730989228603
2013,"NG","black","private",2.9541943108,0.323574378935504,0.012093234989737,"Central",0.955901589371911
2014,"NG","black","private",NA,1,0.012093234989737,"Central",50
2015,"NG","black","private",3.64929885451765,0.30895937401344,0.012093234989737,"Central",1.12748508967974
2016,"NG","black","private",4.51323687301886,0.215835003379324,0.012093234989737,"Central",0.974114495739717
2017,"NG","black","private",4.40924524,0.411551940828858,0.012093234989737,"Central",1.8146334361124
2018,"NG","black","private",4.8173737250248,0.421536698344924,0.012093234989737,"Central",2.03069981474054
2019,"NG","black","private",3.35830377745632,0.4933337288777,0.012093234989737,"Central",1.65676452523659
2020,"NG","black","private",3.87646144016666,0.419201264260999,0.012093234989737,"Central",1.62501753657688
2021,"NG","black","private",3.31273556847369,0.451621609745275,0.012093234989737,"Central",1.49610297009452
2022,"NG","black","private",2.9480964184468,0.42993299759752,0.012093234989737,"Central",1.26748393038935
2023,"NG","black","private",2.96432365797296,0.447103390209542,0.012093234989737,"Central",1.32535915715806
2024,"NG","black","private",3.80798452545455,0.305938298403504,0.012093234989737,"Central",1.16500830606444
1977,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1978,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1979,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1980,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1981,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1982,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1983,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1984,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1985,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1986,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1987,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1988,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1989,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1990,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1991,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1992,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1993,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1994,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1995,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1996,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1997,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1998,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
1999,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2000,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2001,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2002,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2003,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2004,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2005,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2006,"PWSI","black","private",NA,1,0.130433145009416,"Central",50
2007,"PWSI","black","private",5.29809308996825,0.250113240859134,0.130433145009416,"Central",1.32512323310534
2008,"PWSI","black","private",5.10030963819231,0.375761026829582,0.130433145009416,"Central",1.91649758679596
2009,"PWSI","black","private",4.69696717515254,0.211577310440408,0.130433145009416,"Central",0.993771682145654
2010,"PWSI","black","private",6.02334394392858,0.21740369583842,0.130433145009416,"Central",1.30949723471604
2011,"PWSI","black","private",4.66011608986208,0.293737521600051,0.130433145009416,"Central",1.36885095060461
2012,"PWSI","black","private",6.09945591533334,0.268663893023828,0.130433145009416,"Central",1.63870357154067
2013,"PWSI","black","private",5.28843811616867,0.299730540782663,0.0230283093137023,"Central",1.58510641645488
2014,"PWSI","black","private",4.97818010967741,0.302264019385315,0.0230283093137023,"Central",1.50472472917512
2015,"PWSI","black","private",5.76876252233334,0.212666374624716,0.0230283093137023,"Central",1.22682181169556
2016,"PWSI","black","private",NA,1,0.0230283093137023,"Central",50
2017,"PWSI","black","private",NA,1,0.0230283093137023,"Central",50
2018,"PWSI","black","private",4.93415538761905,0.170418758332202,0.0230283093137023,"Central",0.840872634576182
2019,"PWSI","black","private",5.01214203812244,0.350482035984991,0.0230283093137023,"Central",1.75666574616712
2020,"PWSI","black","private",6.03184748832,0.176198403409268,0.0230283093137023,"Central",1.06280189705019
2021,"PWSI","black","private",4.77668234333334,0.259037819084349,0.0230283093137023,"Central",1.23734137667579
2022,"PWSI","black","private",4.23471261591666,0.247055092691529,0.0230283093137023,"Central",1.04620731784728
2023,"PWSI","black","private",4.74875712348,0.197012568218951,0.0230283093137023,"Central",0.935564836744834
2024,"PWSI","black","private",3.96219676427777,0.310364899279234,0.0230283093137023,"Central",1.22972679966958
1977,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1978,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1979,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1980,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1981,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1982,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1983,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1984,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1985,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1986,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1987,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1988,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1989,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1990,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1991,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1992,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1993,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1994,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1995,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1996,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1997,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1998,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
1999,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2000,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2001,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2002,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2003,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2004,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2005,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2006,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2007,"PWSO","black","private",NA,1,0.0622571692876966,"Central",50
2008,"PWSO","black","private",6.0186197526,0.15255187496103,0.0622571692876966,"Central",0.918151727936623
2009,"PWSO","black","private",5.63753498542858,0.237618138613418,0.0622571692876966,"Central",1.33958056960556
2010,"PWSO","black","private",6.06750486286957,0.230550305126881,0.0622571692876966,"Central",1.39886509749341
2011,"PWSO","black","private",6.13619962566666,0.12340206758738,0.0622571692876966,"Central",0.757219720936175
2012,"PWSO","black","private",5.96085305863291,0.177911261396402,0.0622571692876966,"Central",1.06050288665998
2013,"PWSO","black","private",6.03121759614287,0.170287009187045,0.00916732796397344,"Central",1.02703800620345
2014,"PWSO","black","private",6.68735528066666,0.0503579746698446,0.00916732796397344,"Central",0.336761667832063
2015,"PWSO","black","private",4.1539731471579,0.375389850262447,0.00916732796397344,"Central",1.55935935770583
2016,"PWSO","black","private",5.54095151826666,0.172034444364183,0.00916732796397344,"Central",0.95323451569388
2017,"PWSO","black","private",4.76749641575,0.242278601570954,0.00916732796397344,"Central",1.15506236460245
2018,"PWSO","black","private",4.64440498613334,0.347465790336702,0.00916732796397344,"Central",1.61377184915054
2019,"PWSO","black","private",5.01700607037839,0.23650544542228,0.00916732796397344,"Central",1.18654925536112
2020,"PWSO","black","private",5.15382533241509,0.331687291343471,0.00916732796397344,"Central",1.70945836456612
2021,"PWSO","black","private",5.911144399875,0.158946329789166,0.00916732796397344,"Central",0.939554707213913
2022,"PWSO","black","private",5.26565633469231,0.251577827211333,0.00916732796397344,"Central",1.32472237952348
2023,"PWSO","black","private",5.3462098535,0.279227332242972,0.00916732796397344,"Central",1.4928079150039
2024,"PWSO","black","private",4.1539731471579,0.331903533470119,0.00916732796397344,"Central",1.3787183654817
1977,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1978,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1979,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1980,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1981,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1982,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1983,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1984,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1985,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1986,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1987,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1988,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1989,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1990,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1991,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1992,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1993,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1994,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1995,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1996,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1997,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1998,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
1999,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2000,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2001,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2002,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2003,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2004,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2005,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2006,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2007,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2008,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2009,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2010,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2011,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2012,"BSAI","black","private",NA,1,0.108657054582904,"Kodiak",50
2013,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2014,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2015,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2016,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2017,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2018,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2019,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2020,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2021,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2022,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2023,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
2024,"BSAI","black","private",NA,1,0.0319107796367737,"Kodiak",50
1977,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1978,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1979,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1980,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1981,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1982,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1983,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1984,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1985,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1986,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1987,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1988,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1989,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1990,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1991,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1992,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1993,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1994,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1995,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1996,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1997,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1998,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
1999,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2000,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2001,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2002,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2003,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2004,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2005,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2006,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2007,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2008,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2009,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2010,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2011,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2012,"SOKO2SAP","black","private",NA,1,0.108657054582904,"Kodiak",50
2013,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2014,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2015,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2016,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2017,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2018,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2019,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2020,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2021,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2022,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2023,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
2024,"SOKO2SAP","black","private",NA,1,0.0319107796367737,"Kodiak",50
1977,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1978,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1979,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1980,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1981,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1982,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1983,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1984,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1985,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1986,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1987,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1988,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1989,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1990,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1991,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1992,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1993,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1994,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1995,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1996,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1997,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1998,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
1999,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2000,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2001,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2002,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2003,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2004,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2005,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2006,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2007,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2008,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2009,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2010,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2011,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2012,"WKMA","black","private",NA,1,0.108657054582904,"Kodiak",50
2013,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2014,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2015,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2016,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2017,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2018,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2019,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2020,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2021,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2022,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2023,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
2024,"WKMA","black","private",NA,1,0.0319107796367737,"Kodiak",50
1977,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1978,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1979,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1980,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1981,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1982,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1983,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1984,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1985,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1986,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1987,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1988,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1989,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1990,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1991,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1992,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1993,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1994,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1995,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1996,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1997,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1998,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
1999,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2000,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2001,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2002,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2003,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2004,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2005,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2006,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2007,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2008,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2009,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2010,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2011,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2012,"afognak","black","private",NA,1,0.108657054582904,"Kodiak",50
2013,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2014,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2015,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2016,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2017,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2018,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2019,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2020,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2021,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2022,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2023,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
2024,"afognak","black","private",NA,1,0.0319107796367737,"Kodiak",50
1977,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1978,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1979,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1980,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1981,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1982,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
1983,"eastside","black","private",NA,1,0.108657054582904,"Kodiak",50
