"year","area","assemblage","user","wt_lbs","wt_cv","r_mort","region","wt_sd"
1977,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1978,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1979,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1980,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1981,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1982,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1983,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1984,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1985,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1986,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1987,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1988,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1989,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1990,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1991,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1992,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1993,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1994,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1995,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1996,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1997,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1998,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
1999,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2000,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2001,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2002,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2003,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2004,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2005,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2006,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2007,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2008,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2009,"CI","black","charter",3.8029740195,0.277515103697489,0.0599492385786802,"Central",1.0553827293804
2010,"CI","black","charter",4.47223445771429,0.252508410267531,0.0599492385786802,"Central",1.12927681326111
2011,"CI","black","charter",NA,1,0.0599492385786802,"Central",50
2012,"CI","black","charter",5.48006194114287,0.190098749814235,0.0599492385786802,"Central",1.04175292391583
2013,"CI","black","charter",NA,1,0.0134387026240132,"Central",50
2014,"CI","black","charter",5.3462098535,0.208577194577231,0.0134387026240132,"Central",1.11509745286418
2015,"CI","black","charter",2.645547144,1,0.0134387026240132,"Central",2.645547144
2016,"CI","black","charter",3.637627323,0.0428549564355483,0.0134387026240132,"Central",0.155890360455925
2017,"CI","black","charter",NA,1,0.0134387026240132,"Central",50
2018,"CI","black","charter",3.10651369181818,0.641485689471974,0.0134387026240132,"Central",1.99278407745011
2019,"CI","black","charter",2.00515676390476,0.27453050271305,0.0134387026240132,"Central",0.550476694413247
2020,"CI","black","charter",NA,1,0.0134387026240132,"Central",50
2021,"CI","black","charter",NA,1,0.0134387026240132,"Central",50
2022,"CI","black","charter",3.98128908435295,0.139086422193342,0.0134387026240132,"Central",0.553743254460059
2023,"CI","black","charter",4.66120211085713,0.200266896422689,0.0134387026240132,"Central",0.933484480340244
2024,"CI","black","charter",4.51468371313043,0.250003243042441,0.0134387026240132,"Central",1.1286855695935
1977,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1978,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1979,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1980,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1981,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1982,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1983,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1984,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1985,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1986,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1987,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1988,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1989,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1990,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1991,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1992,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1993,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1994,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1995,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1996,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1997,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1998,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
1999,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2000,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2001,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2002,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2003,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2004,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2005,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2006,"NG","black","charter",NA,1,0.0806290207290922,"Central",50
2007,"NG","black","charter",5.04238337961559,0.254542773972474,0.0806290207290922,"Central",1.28350225288005
2008,"NG","black","charter",5.4868857730619,0.239569969223923,0.0806290207290922,"Central",1.31449305578762
2009,"NG","black","charter",5.11936578917894,0.300173788517422,0.0806290207290922,"Central",1.53669942374433
2010,"NG","black","charter",5.37783353862295,0.255743058951292,0.0806290207290922,"Central",1.37534359969828
2011,"NG","black","charter",4.78935258827587,0.25268490145223,0.0806290207290922,"Central",1.21019708678847
2012,"NG","black","charter",4.99917184452413,0.245255424375,0.0806290207290922,"Central",1.22607401225232
2013,"NG","black","charter",4.33575781933334,0.318456154388207,0.0198594446870339,"Central",1.38074876150349
2014,"NG","black","charter",4.86339749972,0.35897566797668,0.0198594446870339,"Central",1.7458413660981
2015,"NG","black","charter",4.40590490269697,0.347615131035007,0.0198594446870339,"Central",1.53155921007879
2016,"NG","black","charter",4.64188026493252,0.283360350895622,0.0198594446870339,"Central",1.31532482068674
2017,"NG","black","charter",3.71111474366666,0.500445835932802,0.0198594446870339,"Central",1.85721192013681
2018,"NG","black","charter",3.96970727110692,0.471260448055284,0.0198594446870339,"Central",1.87076602723017
2019,"NG","black","charter",3.94889300708812,0.457542363908879,0.0198594446870339,"Central",1.80678584128634
2020,"NG","black","charter",4.23489273214379,0.311072953465422,0.0198594446870339,"Central",1.31736058979722
2021,"NG","black","charter",3.10111491787453,0.410281647861134,0.0198594446870339,"Central",1.27233053871231
2022,"NG","black","charter",3.06258825628334,0.370968656425835,0.0198594446870339,"Central",1.13612425061897
2023,"NG","black","charter",3.20111204424,0.305579504042098,0.0198594446870339,"Central",0.978194230862045
2024,"NG","black","charter",3.65697401129796,0.322561083994211,0.0198594446870339,"Central",1.17959750122293
1977,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1978,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1979,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1980,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1981,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1982,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1983,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1984,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1985,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1986,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1987,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1988,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1989,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1990,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1991,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1992,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1993,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1994,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1995,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1996,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1997,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1998,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
1999,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2000,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2001,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2002,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2003,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2004,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2005,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2006,"PWSI","black","charter",NA,1,0.0793473684210526,"Central",50
2007,"PWSI","black","charter",5.33139384126881,0.23391635821208,0.0793473684210526,"Central",1.24710023154391
2008,"PWSI","black","charter",5.50473812952578,0.253325487471489,0.0793473684210526,"Central",1.39449047006501
2009,"PWSI","black","charter",5.54698798496429,0.240240090771354,0.0793473684210526,"Central",1.33260889701543
2010,"PWSI","black","charter",6.01466273764103,0.20389937869883,0.0793473684210526,"Central",1.22638599528801
2011,"PWSI","black","charter",6.1178277705,0.148215767918956,0.0793473684210526,"Central",0.90675854100057
2012,"PWSI","black","charter",5.30916496521312,0.238698059071686,0.0793473684210526,"Central",1.26728737248777
2013,"PWSI","black","charter",6.08720801188889,0.147311518837294,0.00934450425889132,"Central",0.896715857709896
2014,"PWSI","black","charter",5.65734611035483,0.249147673629771,0.00934450425889132,"Central",1.40951462231334
2015,"PWSI","black","charter",4.39184032457894,0.310716756535447,0.00934450425889132,"Central",1.36461838087475
2016,"PWSI","black","charter",4.51212762893334,0.300037760262031,0.00934450425889132,"Central",1.35380866780159
2017,"PWSI","black","charter",NA,1,0.00934450425889132,"Central",50
2018,"PWSI","black","charter",4.79889947051162,0.32667201356147,0.00934450425889132,"Central",1.56766615291111
2019,"PWSI","black","charter",4.6445701264045,0.382139347369622,0.00934450425889132,"Central",1.77487299691666
2020,"PWSI","black","charter",4.42055099702565,0.362397525219607,0.00934450425889132,"Central",1.60199674142916
2021,"PWSI","black","charter",4.45084189320754,0.275923107512309,0.00934450425889132,"Central",1.22809012621979
2022,"PWSI","black","charter",4.36772319962332,0.301181709506075,0.00934450425889132,"Central",1.31547833991189
2023,"PWSI","black","charter",3.61243163591429,0.326142759739729,0.00934450425889132,"Central",1.17816842310819
2024,"PWSI","black","charter",3.7225825258726,0.254989317923804,0.00934450425889132,"Central",0.949218779187328
1977,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1978,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1979,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1980,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1981,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1982,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1983,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1984,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1985,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1986,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1987,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1988,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1989,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1990,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1991,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1992,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1993,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1994,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1995,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1996,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1997,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1998,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
1999,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2000,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2001,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2002,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2003,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2004,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2005,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2006,"PWSO","black","charter",NA,1,0.110773026315789,"Central",50
2007,"PWSO","black","charter",5.4785404624541,0.262430865736687,0.110773026315789,"Central",1.4377381165353
2008,"PWSO","black","charter",5.66320993830125,0.253667682701734,0.110773026315789,"Central",1.43657334170231
2009,"PWSO","black","charter",5.66981695950713,0.259606693044031,0.110773026315789,"Central",1.47192243102261
2010,"PWSO","black","charter",6.50163252661818,0.241304773930823,0.110773026315789,"Central",1.56887496701689
2011,"PWSO","black","charter",5.73298152930132,0.227003798526876,0.110773026315789,"Central",1.30140858403582
2012,"PWSO","black","charter",5.59884617657868,0.242750469279777,0.110773026315789,"Central",1.35912253678976
2013,"PWSO","black","charter",6.1057292317317,0.215139673368421,0.0320787581847478,"Central",1.31358459259078
2014,"PWSO","black","charter",6.23359961972487,0.223644759853803,0.0320787581847478,"Central",1.39411188997813
2015,"PWSO","black","charter",5.48135624013698,0.317072483430183,0.0320787581847478,"Central",1.73798723562576
2016,"PWSO","black","charter",4.79193444950944,0.252982037766253,0.0320787581847478,"Central",1.2122733418792
2017,"PWSO","black","charter",5.00939250877777,0.233759545565083,0.0320787581847478,"Central",1.17099331640902
2018,"PWSO","black","charter",5.39839892879646,0.314828786930521,0.0320787581847478,"Central",1.69957138612001
2019,"PWSO","black","charter",5.67767230090232,0.2774764304712,0.0320787581847478,"Central",1.57542024343958
2020,"PWSO","black","charter",5.05308658646367,0.336609861634573,0.0320787581847478,"Central",1.70091877669705
2021,"PWSO","black","charter",4.37956762780769,0.404819525331416,0.0320787581847478,"Central",1.77293448824594
2022,"PWSO","black","charter",4.83473123024649,0.317797232028142,0.0320787581847478,"Central",1.53646420257235
2023,"PWSO","black","charter",5.11552253183711,0.320745521352362,0.0320787581847478,"Central",1.64078094146385
2024,"PWSO","black","charter",4.02042997792726,0.286978366273723,0.0320787581847478,"Central",1.15377642678347
1977,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2008,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2009,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2010,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2011,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2012,"BSAI","black","charter",NA,1,0.102060913705584,"Kodiak",50
2013,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2014,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2015,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2018,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2019,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2020,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2022,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2023,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2024,"BSAI","black","charter",NA,1,0.0219121480220693,"Kodiak",50
1977,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2008,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2009,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2010,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2011,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2012,"SOKO2SAP","black","charter",NA,1,0.102060913705584,"Kodiak",50
2013,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2014,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2015,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2018,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2019,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2020,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2022,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2023,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2024,"SOKO2SAP","black","charter",NA,1,0.0219121480220693,"Kodiak",50
1977,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2008,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2009,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2010,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2011,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2012,"WKMA","black","charter",NA,1,0.102060913705584,"Kodiak",50
2013,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2014,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2015,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2018,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2019,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2020,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2022,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2023,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2024,"WKMA","black","charter",NA,1,0.0219121480220693,"Kodiak",50
1977,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2008,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2009,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
