"","port_site","RptArea","Freq"
"664","THOMAS BASIN","CSEO",0
"665","THORNE BAY","CSEO",0
"666","TUTKA BAY","CSEO",0
"667","UGAK BAY","CSEO",0
"668","UGANIK BAY","CSEO",0
"669","UNKNOWN","CSEO",0
"670","VALDEZ","CSEO",0
"671","WADLEIGH ISLAND","CSEO",0
"672","WARM SPRINGS BAY","CSEO",0
"673","WATERFALL","CSEO",0
"674","WHALE PASS (POW - SE)","CSEO",0
"675","WHALE PASS (SC)","CSEO",0
"676","WHALERS COVE","CSEO",0
"677","WHITTIER","CSEO",0
"678","WILLIAMSPORT","CSEO",0
"679","WINTER HARBOR","CSEO",0
"680","WRANGELL","CSEO",0
"681","YAKUTAT","CSEO",0
"682","YES BAY","CSEO",0
"683","YOUNG BAY","CSEO",0
"684","YOUNGS BAY","CSEO",0
"685","ZACHAR BAY","CSEO",0
"686","ADAK","EASTSIDE",0
"687","AFOGNAK","EASTSIDE",0
"688","AFOGNAK BAY","EASTSIDE",0
"689","ALIKULA BAY","EASTSIDE",0
"690","AMOOK PASS","EASTSIDE",0
"691","ANCHOR POINT","EASTSIDE",0
"692","ANGOON","EASTSIDE",0
"693","ANTON LARSEN BAY","EASTSIDE",0
"694","APPLE ISLAND","EASTSIDE",0
"695","AUKE BAY","EASTSIDE",0
"696","BARANOF WILDERNESS LODGE","EASTSIDE",0
"697","BARTLETT COVE","EASTSIDE",0
"698","BAY OF PILLARS","EASTSIDE",0
"699","BLANK","EASTSIDE",0
"700","BROTHERS ISLANDS","EASTSIDE",0
"701","CANNERY COVE","EASTSIDE",0
"702","CEDARS LODGE","EASTSIDE",0
"703","CHAPIN BAY","EASTSIDE",0
"704","CHIGNIK BAY","EASTSIDE",0
"705","CHUM CHANNEL","EASTSIDE",0
"706","CHUM COVE","EASTSIDE",0
"707","CITY FLOAT","EASTSIDE",0
"708","CLOVER PASS","EASTSIDE",0
"709","COFFMAN COVE","EASTSIDE",0
"710","CORDOVA","EASTSIDE",0
"711","CRAIG","EASTSIDE",0
"712","CUBE COVE","EASTSIDE",0
"713","DEEP COVE","EASTSIDE",0
"714","DEEP CREEK","EASTSIDE",1
"715","DOVE ISLAND LODGE","EASTSIDE",0
"716","DUTCH HARBOR","EASTSIDE",0
"717","EGG HARBOR","EASTSIDE",0
"718","EL CAPITAN LODGE","EASTSIDE",0
"719","ELFIN COVE","EASTSIDE",0
"720","ELIZA HARBOR","EASTSIDE",0
"721","ELL COVE","EASTSIDE",0
"722","EXCURSION INLET","EASTSIDE",0
"723","EXPLORER BASIN","EASTSIDE",0
"724","FARRAGUT BAY","EASTSIDE",0
"725","FISHERMANS BEND","EASTSIDE",0
"726","FREDRICK SOUND","EASTSIDE",0
"727","GEDNEY HARBOR","EASTSIDE",0
"728","GEDNEYHARBOR","EASTSIDE",0
"729","GULL COVE","EASTSIDE",0
"730","GUSTAVUS","EASTSIDE",0
"731","GUT BAY","EASTSIDE",0
"732","HAINES","EASTSIDE",0
"733","HALIBUT COVE","EASTSIDE",0
"734","HAPPY VALLEY","EASTSIDE",0
"735","HOLKAM BAY","EASTSIDE",0
"736","HOMER","EASTSIDE",0
"737","HOONAH","EASTSIDE",0
"738","IRON CREEK","EASTSIDE",0
"739","JUNEAU","EASTSIDE",0
"740","KAKE","EASTSIDE",0
"741","KELP BAY","EASTSIDE",0
"742","KETCHIKAN","EASTSIDE",0
"743","KHAZ BAY","EASTSIDE",0
"744","KILIUDA BAY","EASTSIDE",53
"745","KILLISNOO","EASTSIDE",0
"746","KLAWOCK","EASTSIDE",0
"747","KNUDSON COVE","EASTSIDE",0
"748","Kodiak","EASTSIDE",0
"749","KODIAK","EASTSIDE",49
"750","LARSEN BAY","EASTSIDE",0
"751","LOUIS COVE","EASTSIDE",0
"752","LOUISE COVE","EASTSIDE",0
"753","LOWELL POINT","EASTSIDE",0
"754","METLAKATLA","EASTSIDE",0
"755","NAKALILOK BAY","EASTSIDE",0
"756","NARROWS INN","EASTSIDE",0
"757","NAUKATI","EASTSIDE",0
"758","NINILCHIK","EASTSIDE",0
"759","OLD HARBOR","EASTSIDE",79
"760","ORR ISLAND","EASTSIDE",0
"761","PARKS CANNERY","EASTSIDE",0
"762","PATTERSON BAY","EASTSIDE",0
"763","PAYNE ISLAND","EASTSIDE",0
"764","PELICAN","EASTSIDE",0
"765","PETERSBURG","EASTSIDE",0
"766","PINTA ROCKS","EASTSIDE",0
"767","POINT ASTLEY","EASTSIDE",0
"768","POINT ASTLY","EASTSIDE",0
"769","POINT BAKER","EASTSIDE",0
"770","PORT ALEXANDER","EASTSIDE",0
"771","PORT ASHTON","EASTSIDE",0
"772","PORT LIONS","EASTSIDE",0
"773","PORT MALMESBURY","EASTSIDE",0
"774","PORT MALMSBURY","EASTSIDE",0
"775","PORT MULMSBURY","EASTSIDE",0
"776","PORT PROTECTION","EASTSIDE",0
"777","PORT ST NICHOLAS","EASTSIDE",0
"778","PORT WAKEFIELD","EASTSIDE",0
"779","PORT WALTER","EASTSIDE",0
"780","PYBUS BAY","EASTSIDE",0
"781","PYBUS POINT LODGE","EASTSIDE",0
"782","SALMON FALLS","EASTSIDE",0
"783","SALMON FALLS RESORT","EASTSIDE",0
"784","SAND POINT","EASTSIDE",0
"785","SARKAR COVE","EASTSIDE",0
"786","SAXMAN SEAS","EASTSIDE",0
"787","SEAL BAY (SC)","EASTSIDE",0
"788","SEALING COVE","EASTSIDE",0
"789","SECURITY BAY","EASTSIDE",0
"790","SELDOVIA","EASTSIDE",0
"791","SEWARD","EASTSIDE",0
"792","SILVER KING LODGE","EASTSIDE",0
"793","SILVER SALMON CREEK","EASTSIDE",0
"794","SITKA","EASTSIDE",0
"795","SKAGWAY","EASTSIDE",0
"796","SPORTSMAN COVE","EASTSIDE",0
"797","SQUARE COVE","EASTSIDE",0
"798","STEAMBOAT BAY","EASTSIDE",0
"799","SUNNYSIDE","EASTSIDE",0
"800","TENAKEE","EASTSIDE",0
"801","THOMAS BASIN","EASTSIDE",0
"802","THORNE BAY","EASTSIDE",0
"803","TUTKA BAY","EASTSIDE",0
"804","UGAK BAY","EASTSIDE",53
"805","UGANIK BAY","EASTSIDE",0
"806","UNKNOWN","EASTSIDE",0
"807","VALDEZ","EASTSIDE",0
"808","WADLEIGH ISLAND","EASTSIDE",0
"809","WARM SPRINGS BAY","EASTSIDE",0
"810","WATERFALL","EASTSIDE",0
"811","WHALE PASS (POW - SE)","EASTSIDE",0
"812","WHALE PASS (SC)","EASTSIDE",0
"813","WHALERS COVE","EASTSIDE",0
"814","WHITTIER","EASTSIDE",0
"815","WILLIAMSPORT","EASTSIDE",0
"816","WINTER HARBOR","EASTSIDE",0
"817","WRANGELL","EASTSIDE",0
"818","YAKUTAT","EASTSIDE",0
"819","YES BAY","EASTSIDE",0
"820","YOUNG BAY","EASTSIDE",0
"821","YOUNGS BAY","EASTSIDE",0
"822","ZACHAR BAY","EASTSIDE",0
"823","ADAK","EYKT",0
"824","AFOGNAK","EYKT",0
"825","AFOGNAK BAY","EYKT",0
"826","ALIKULA BAY","EYKT",0
"827","AMOOK PASS","EYKT",0
"828","ANCHOR POINT","EYKT",0
"829","ANGOON","EYKT",0
"830","ANTON LARSEN BAY","EYKT",0
"831","APPLE ISLAND","EYKT",0
"832","AUKE BAY","EYKT",0
"833","BARANOF WILDERNESS LODGE","EYKT",0
"834","BARTLETT COVE","EYKT",0
"835","BAY OF PILLARS","EYKT",0
"836","BLANK","EYKT",0
"837","BROTHERS ISLANDS","EYKT",0
"838","CANNERY COVE","EYKT",0
"839","CEDARS LODGE","EYKT",0
"840","CHAPIN BAY","EYKT",0
"841","CHIGNIK BAY","EYKT",0
"842","CHUM CHANNEL","EYKT",0
"843","CHUM COVE","EYKT",0
"844","CITY FLOAT","EYKT",0
"845","CLOVER PASS","EYKT",0
"846","COFFMAN COVE","EYKT",0
"847","CORDOVA","EYKT",0
"848","CRAIG","EYKT",0
"849","CUBE COVE","EYKT",0
"850","DEEP COVE","EYKT",0
"851","DEEP CREEK","EYKT",0
"852","DOVE ISLAND LODGE","EYKT",0
"853","DUTCH HARBOR","EYKT",0
"854","EGG HARBOR","EYKT",0
"855","EL CAPITAN LODGE","EYKT",0
"856","ELFIN COVE","EYKT",78
"857","ELIZA HARBOR","EYKT",0
"858","ELL COVE","EYKT",0
"859","EXCURSION INLET","EYKT",0
"860","EXPLORER BASIN","EYKT",0
"861","FARRAGUT BAY","EYKT",0
"862","FISHERMANS BEND","EYKT",0
"863","FREDRICK SOUND","EYKT",0
"864","GEDNEY HARBOR","EYKT",0
"865","GEDNEYHARBOR","EYKT",0
"866","GULL COVE","EYKT",0
"867","GUSTAVUS","EYKT",0
"868","GUT BAY","EYKT",0
"869","HAINES","EYKT",0
"870","HALIBUT COVE","EYKT",0
"871","HAPPY VALLEY","EYKT",0
"872","HOLKAM BAY","EYKT",0
"873","HOMER","EYKT",0
"874","HOONAH","EYKT",0
"875","IRON CREEK","EYKT",0
"876","JUNEAU","EYKT",0
"877","KAKE","EYKT",0
"878","KELP BAY","EYKT",0
"879","KETCHIKAN","EYKT",0
"880","KHAZ BAY","EYKT",0
"881","KILIUDA BAY","EYKT",0
"882","KILLISNOO","EYKT",0
"883","KLAWOCK","EYKT",0
"884","KNUDSON COVE","EYKT",0
"885","Kodiak","EYKT",0
"886","KODIAK","EYKT",0
"887","LARSEN BAY","EYKT",0
"888","LOUIS COVE","EYKT",0
"889","LOUISE COVE","EYKT",0
"890","LOWELL POINT","EYKT",0
"891","METLAKATLA","EYKT",0
"892","NAKALILOK BAY","EYKT",0
"893","NARROWS INN","EYKT",0
"894","NAUKATI","EYKT",0
"895","NINILCHIK","EYKT",0
"896","OLD HARBOR","EYKT",0
"897","ORR ISLAND","EYKT",0
"898","PARKS CANNERY","EYKT",0
"899","PATTERSON BAY","EYKT",0
"900","PAYNE ISLAND","EYKT",0
"901","PELICAN","EYKT",3
"902","PETERSBURG","EYKT",0
"903","PINTA ROCKS","EYKT",0
"904","POINT ASTLEY","EYKT",0
"905","POINT ASTLY","EYKT",0
"906","POINT BAKER","EYKT",0
"907","PORT ALEXANDER","EYKT",0
"908","PORT ASHTON","EYKT",0
"909","PORT LIONS","EYKT",0
"910","PORT MALMESBURY","EYKT",0
"911","PORT MALMSBURY","EYKT",0
"912","PORT MULMSBURY","EYKT",0
"913","PORT PROTECTION","EYKT",0
"914","PORT ST NICHOLAS","EYKT",0
"915","PORT WAKEFIELD","EYKT",0
"916","PORT WALTER","EYKT",0
"917","PYBUS BAY","EYKT",0
"918","PYBUS POINT LODGE","EYKT",0
"919","SALMON FALLS","EYKT",0
"920","SALMON FALLS RESORT","EYKT",0
"921","SAND POINT","EYKT",0
"922","SARKAR COVE","EYKT",0
"923","SAXMAN SEAS","EYKT",0
"924","SEAL BAY (SC)","EYKT",0
"925","SEALING COVE","EYKT",0
"926","SECURITY BAY","EYKT",0
"927","SELDOVIA","EYKT",0
"928","SEWARD","EYKT",0
"929","SILVER KING LODGE","EYKT",0
"930","SILVER SALMON CREEK","EYKT",0
"931","SITKA","EYKT",0
"932","SKAGWAY","EYKT",0
"933","SPORTSMAN COVE","EYKT",0
"934","SQUARE COVE","EYKT",0
"935","STEAMBOAT BAY","EYKT",0
"936","SUNNYSIDE","EYKT",0
"937","TENAKEE","EYKT",0
"938","THOMAS BASIN","EYKT",0
"939","THORNE BAY","EYKT",0
"940","TUTKA BAY","EYKT",0
"941","UGAK BAY","EYKT",0
"942","UGANIK BAY","EYKT",0
"943","UNKNOWN","EYKT",0
"944","VALDEZ","EYKT",0
"945","WADLEIGH ISLAND","EYKT",0
"946","WARM SPRINGS BAY","EYKT",0
"947","WATERFALL","EYKT",0
"948","WHALE PASS (POW - SE)","EYKT",0
"949","WHALE PASS (SC)","EYKT",0
"950","WHALERS COVE","EYKT",0
"951","WHITTIER","EYKT",0
"952","WILLIAMSPORT","EYKT",0
"953","WINTER HARBOR","EYKT",0
"954","WRANGELL","EYKT",0
"955","YAKUTAT","EYKT",51
"956","YES BAY","EYKT",0
"957","YOUNG BAY","EYKT",0
"958","YOUNGS BAY","EYKT",0
"959","ZACHAR BAY","EYKT",0
"960","ADAK","IBS",0
"961","AFOGNAK","IBS",0
"962","AFOGNAK BAY","IBS",0
"963","ALIKULA BAY","IBS",0
"964","AMOOK PASS","IBS",0
"965","ANCHOR POINT","IBS",0
"966","ANGOON","IBS",0
"967","ANTON LARSEN BAY","IBS",0
"968","APPLE ISLAND","IBS",0
"969","AUKE BAY","IBS",0
"970","BARANOF WILDERNESS LODGE","IBS",0
"971","BARTLETT COVE","IBS",0
"972","BAY OF PILLARS","IBS",0
"973","BLANK","IBS",0
"974","BROTHERS ISLANDS","IBS",0
"975","CANNERY COVE","IBS",0
"976","CEDARS LODGE","IBS",0
"977","CHAPIN BAY","IBS",0
"978","CHIGNIK BAY","IBS",0
"979","CHUM CHANNEL","IBS",0
"980","CHUM COVE","IBS",0
"981","CITY FLOAT","IBS",0
"982","CLOVER PASS","IBS",0
"983","COFFMAN COVE","IBS",0
"984","CORDOVA","IBS",0
"985","CRAIG","IBS",0
"986","CUBE COVE","IBS",0
"987","DEEP COVE","IBS",0
"988","DEEP CREEK","IBS",0
"989","DOVE ISLAND LODGE","IBS",0
"990","DUTCH HARBOR","IBS",0
"991","EGG HARBOR","IBS",0
"992","EL CAPITAN LODGE","IBS",0
"993","ELFIN COVE","IBS",0
"994","ELIZA HARBOR","IBS",0
"995","ELL COVE","IBS",0
"996","EXCURSION INLET","IBS",0
"997","EXPLORER BASIN","IBS",0
"998","FARRAGUT BAY","IBS",0
"999","FISHERMANS BEND","IBS",0
"1000","FREDRICK SOUND","IBS",0
"1001","GEDNEY HARBOR","IBS",0
"1002","GEDNEYHARBOR","IBS",0
"1003","GULL COVE","IBS",0
"1004","GUSTAVUS","IBS",0
"1005","GUT BAY","IBS",0
"1006","HAINES","IBS",0
"1007","HALIBUT COVE","IBS",0
"1008","HAPPY VALLEY","IBS",0
"1009","HOLKAM BAY","IBS",0
"1010","HOMER","IBS",0
"1011","HOONAH","IBS",0
"1012","IRON CREEK","IBS",0
"1013","JUNEAU","IBS",0
"1014","KAKE","IBS",0
"1015","KELP BAY","IBS",0
"1016","KETCHIKAN","IBS",0
"1017","KHAZ BAY","IBS",0
"1018","KILIUDA BAY","IBS",0
"1019","KILLISNOO","IBS",0
"1020","KLAWOCK","IBS",0
"1021","KNUDSON COVE","IBS",0
"1022","Kodiak","IBS",0
"1023","KODIAK","IBS",0
"1024","LARSEN BAY","IBS",0
"1025","LOUIS COVE","IBS",0
"1026","LOUISE COVE","IBS",0
"1027","LOWELL POINT","IBS",0
"1028","METLAKATLA","IBS",0
"1029","NAKALILOK BAY","IBS",0
"1030","NARROWS INN","IBS",0
"1031","NAUKATI","IBS",0
"1032","NINILCHIK","IBS",0
"1033","OLD HARBOR","IBS",0
"1034","ORR ISLAND","IBS",0
"1035","PARKS CANNERY","IBS",0
"1036","PATTERSON BAY","IBS",0
"1037","PAYNE ISLAND","IBS",0
"1038","PELICAN","IBS",0
"1039","PETERSBURG","IBS",0
"1040","PINTA ROCKS","IBS",0
"1041","POINT ASTLEY","IBS",0
"1042","POINT ASTLY","IBS",0
"1043","POINT BAKER","IBS",0
"1044","PORT ALEXANDER","IBS",0
"1045","PORT ASHTON","IBS",0
"1046","PORT LIONS","IBS",0
"1047","PORT MALMESBURY","IBS",0
"1048","PORT MALMSBURY","IBS",0
"1049","PORT MULMSBURY","IBS",0
"1050","PORT PROTECTION","IBS",0
"1051","PORT ST NICHOLAS","IBS",0
"1052","PORT WAKEFIELD","IBS",0
"1053","PORT WALTER","IBS",0
"1054","PYBUS BAY","IBS",0
"1055","PYBUS POINT LODGE","IBS",0
"1056","SALMON FALLS","IBS",0
"1057","SALMON FALLS RESORT","IBS",0
"1058","SAND POINT","IBS",0
"1059","SARKAR COVE","IBS",0
"1060","SAXMAN SEAS","IBS",0
"1061","SEAL BAY (SC)","IBS",0
"1062","SEALING COVE","IBS",0
"1063","SECURITY BAY","IBS",0
"1064","SELDOVIA","IBS",0
"1065","SEWARD","IBS",0
"1066","SILVER KING LODGE","IBS",0
"1067","SILVER SALMON CREEK","IBS",0
"1068","SITKA","IBS",0
"1069","SKAGWAY","IBS",0
"1070","SPORTSMAN COVE","IBS",0
"1071","SQUARE COVE","IBS",0
"1072","STEAMBOAT BAY","IBS",0
"1073","SUNNYSIDE","IBS",0
"1074","TENAKEE","IBS",0
"1075","THOMAS BASIN","IBS",0
"1076","THORNE BAY","IBS",0
"1077","TUTKA BAY","IBS",0
"1078","UGAK BAY","IBS",0
"1079","UGANIK BAY","IBS",0
"1080","UNKNOWN","IBS",0
"1081","VALDEZ","IBS",0
"1082","WADLEIGH ISLAND","IBS",0
"1083","WARM SPRINGS BAY","IBS",0
"1084","WATERFALL","IBS",0
"1085","WHALE PASS (POW - SE)","IBS",0
"1086","WHALE PASS (SC)","IBS",0
"1087","WHALERS COVE","IBS",0
"1088","WHITTIER","IBS",0
"1089","WILLIAMSPORT","IBS",0
"1090","WINTER HARBOR","IBS",0
"1091","WRANGELL","IBS",0
"1092","YAKUTAT","IBS",914
"1093","YES BAY","IBS",0
"1094","YOUNG BAY","IBS",0
"1095","YOUNGS BAY","IBS",0
"1096","ZACHAR BAY","IBS",0
"1097","ADAK","MAINLAND",0
"1098","AFOGNAK","MAINLAND",0
"1099","AFOGNAK BAY","MAINLAND",0
"1100","ALIKULA BAY","MAINLAND",0
"1101","AMOOK PASS","MAINLAND",0
"1102","ANCHOR POINT","MAINLAND",0
"1103","ANGOON","MAINLAND",0
"1104","ANTON LARSEN BAY","MAINLAND",0
"1105","APPLE ISLAND","MAINLAND",0
"1106","AUKE BAY","MAINLAND",0
"1107","BARANOF WILDERNESS LODGE","MAINLAND",0
"1108","BARTLETT COVE","MAINLAND",0
"1109","BAY OF PILLARS","MAINLAND",0
"1110","BLANK","MAINLAND",0
"1111","BROTHERS ISLANDS","MAINLAND",0
"1112","CANNERY COVE","MAINLAND",0
"1113","CEDARS LODGE","MAINLAND",0
"1114","CHAPIN BAY","MAINLAND",0
"1115","CHIGNIK BAY","MAINLAND",0
"1116","CHUM CHANNEL","MAINLAND",0
"1117","CHUM COVE","MAINLAND",0
"1118","CITY FLOAT","MAINLAND",0
"1119","CLOVER PASS","MAINLAND",0
"1120","COFFMAN COVE","MAINLAND",0
"1121","CORDOVA","MAINLAND",0
"1122","CRAIG","MAINLAND",0
"1123","CUBE COVE","MAINLAND",0
"1124","DEEP COVE","MAINLAND",0
"1125","DEEP CREEK","MAINLAND",0
"1126","DOVE ISLAND LODGE","MAINLAND",0
"1127","DUTCH HARBOR","MAINLAND",0
"1128","EGG HARBOR","MAINLAND",0
"1129","EL CAPITAN LODGE","MAINLAND",0
"1130","ELFIN COVE","MAINLAND",0
"1131","ELIZA HARBOR","MAINLAND",0
"1132","ELL COVE","MAINLAND",0
"1133","EXCURSION INLET","MAINLAND",0
"1134","EXPLORER BASIN","MAINLAND",0
"1135","FARRAGUT BAY","MAINLAND",0
"1136","FISHERMANS BEND","MAINLAND",0
"1137","FREDRICK SOUND","MAINLAND",0
"1138","GEDNEY HARBOR","MAINLAND",0
"1139","GEDNEYHARBOR","MAINLAND",0
"1140","GULL COVE","MAINLAND",0
"1141","GUSTAVUS","MAINLAND",0
"1142","GUT BAY","MAINLAND",0
"1143","HAINES","MAINLAND",0
"1144","HALIBUT COVE","MAINLAND",0
"1145","HAPPY VALLEY","MAINLAND",0
"1146","HOLKAM BAY","MAINLAND",0
"1147","HOMER","MAINLAND",0
"1148","HOONAH","MAINLAND",0
"1149","IRON CREEK","MAINLAND",0
"1150","JUNEAU","MAINLAND",0
"1151","KAKE","MAINLAND",0
"1152","KELP BAY","MAINLAND",0
"1153","KETCHIKAN","MAINLAND",0
"1154","KHAZ BAY","MAINLAND",0
"1155","KILIUDA BAY","MAINLAND",0
"1156","KILLISNOO","MAINLAND",0
"1157","KLAWOCK","MAINLAND",0
"1158","KNUDSON COVE","MAINLAND",0
"1159","Kodiak","MAINLAND",0
"1160","KODIAK","MAINLAND",0
"1161","LARSEN BAY","MAINLAND",7
"1162","LOUIS COVE","MAINLAND",0
"1163","LOUISE COVE","MAINLAND",0
"1164","LOWELL POINT","MAINLAND",0
"1165","METLAKATLA","MAINLAND",0
"1166","NAKALILOK BAY","MAINLAND",0
"1167","NARROWS INN","MAINLAND",0
"1168","NAUKATI","MAINLAND",0
"1169","NINILCHIK","MAINLAND",0
"1170","OLD HARBOR","MAINLAND",0
"1171","ORR ISLAND","MAINLAND",0
"1172","PARKS CANNERY","MAINLAND",0
"1173","PATTERSON BAY","MAINLAND",0
"1174","PAYNE ISLAND","MAINLAND",0
"1175","PELICAN","MAINLAND",0
"1176","PETERSBURG","MAINLAND",0
"1177","PINTA ROCKS","MAINLAND",0
"1178","POINT ASTLEY","MAINLAND",0
"1179","POINT ASTLY","MAINLAND",0
"1180","POINT BAKER","MAINLAND",0
"1181","PORT ALEXANDER","MAINLAND",0
"1182","PORT ASHTON","MAINLAND",0
"1183","PORT LIONS","MAINLAND",0
"1184","PORT MALMESBURY","MAINLAND",0
"1185","PORT MALMSBURY","MAINLAND",0
"1186","PORT MULMSBURY","MAINLAND",0
"1187","PORT PROTECTION","MAINLAND",0
"1188","PORT ST NICHOLAS","MAINLAND",0
"1189","PORT WAKEFIELD","MAINLAND",0
"1190","PORT WALTER","MAINLAND",0
"1191","PYBUS BAY","MAINLAND",0
"1192","PYBUS POINT LODGE","MAINLAND",0
"1193","SALMON FALLS","MAINLAND",0
"1194","SALMON FALLS RESORT","MAINLAND",0
"1195","SAND POINT","MAINLAND",0
"1196","SARKAR COVE","MAINLAND",0
"1197","SAXMAN SEAS","MAINLAND",0
"1198","SEAL BAY (SC)","MAINLAND",0
"1199","SEALING COVE","MAINLAND",0
"1200","SECURITY BAY","MAINLAND",0
"1201","SELDOVIA","MAINLAND",0
"1202","SEWARD","MAINLAND",0
"1203","SILVER KING LODGE","MAINLAND",0
"1204","SILVER SALMON CREEK","MAINLAND",0
"1205","SITKA","MAINLAND",0
"1206","SKAGWAY","MAINLAND",0
"1207","SPORTSMAN COVE","MAINLAND",0
"1208","SQUARE COVE","MAINLAND",0
"1209","STEAMBOAT BAY","MAINLAND",0
"1210","SUNNYSIDE","MAINLAND",0
"1211","TENAKEE","MAINLAND",0
"1212","THOMAS BASIN","MAINLAND",0
"1213","THORNE BAY","MAINLAND",0
"1214","TUTKA BAY","MAINLAND",0
"1215","UGAK BAY","MAINLAND",0
"1216","UGANIK BAY","MAINLAND",0
"1217","UNKNOWN","MAINLAND",0
"1218","VALDEZ","MAINLAND",0
"1219","WADLEIGH ISLAND","MAINLAND",0
"1220","WARM SPRINGS BAY","MAINLAND",0
"1221","WATERFALL","MAINLAND",0
"1222","WHALE PASS (POW - SE)","MAINLAND",0
"1223","WHALE PASS (SC)","MAINLAND",0
"1224","WHALERS COVE","MAINLAND",0
"1225","WHITTIER","MAINLAND",0
"1226","WILLIAMSPORT","MAINLAND",0
"1227","WINTER HARBOR","MAINLAND",0
"1228","WRANGELL","MAINLAND",0
"1229","YAKUTAT","MAINLAND",0
"1230","YES BAY","MAINLAND",0
"1231","YOUNG BAY","MAINLAND",0
"1232","YOUNGS BAY","MAINLAND",0
"1233","ZACHAR BAY","MAINLAND",0
"1234","ADAK","NG",0
"1235","AFOGNAK","NG",0
"1236","AFOGNAK BAY","NG",0
"1237","ALIKULA BAY","NG",0
"1238","AMOOK PASS","NG",0
"1239","ANCHOR POINT","NG",28
"1240","ANGOON","NG",0
"1241","ANTON LARSEN BAY","NG",0
"1242","APPLE ISLAND","NG",0
"1243","AUKE BAY","NG",0
"1244","BARANOF WILDERNESS LODGE","NG",0
"1245","BARTLETT COVE","NG",0
"1246","BAY OF PILLARS","NG",0
"1247","BLANK","NG",39
"1248","BROTHERS ISLANDS","NG",0
"1249","CANNERY COVE","NG",0
"1250","CEDARS LODGE","NG",0
"1251","CHAPIN BAY","NG",0
"1252","CHIGNIK BAY","NG",0
"1253","CHUM CHANNEL","NG",0
"1254","CHUM COVE","NG",0
"1255","CITY FLOAT","NG",0
"1256","CLOVER PASS","NG",0
"1257","COFFMAN COVE","NG",0
"1258","CORDOVA","NG",0
"1259","CRAIG","NG",0
"1260","CUBE COVE","NG",0
"1261","DEEP COVE","NG",0
"1262","DEEP CREEK","NG",22
"1263","DOVE ISLAND LODGE","NG",0
"1264","DUTCH HARBOR","NG",0
"1265","EGG HARBOR","NG",0
"1266","EL CAPITAN LODGE","NG",0
"1267","ELFIN COVE","NG",0
"1268","ELIZA HARBOR","NG",0
"1269","ELL COVE","NG",0
"1270","EXCURSION INLET","NG",0
"1271","EXPLORER BASIN","NG",0
"1272","FARRAGUT BAY","NG",0
"1273","FISHERMANS BEND","NG",0
"1274","FREDRICK SOUND","NG",0
"1275","GEDNEY HARBOR","NG",0
"1276","GEDNEYHARBOR","NG",0
"1277","GULL COVE","NG",0
"1278","GUSTAVUS","NG",0
"1279","GUT BAY","NG",0
"1280","HAINES","NG",0
"1281","HALIBUT COVE","NG",1
"1282","HAPPY VALLEY","NG",4
"1283","HOLKAM BAY","NG",0
"1284","HOMER","NG",2066
"1285","HOONAH","NG",0
"1286","IRON CREEK","NG",0
"1287","JUNEAU","NG",0
"1288","KAKE","NG",0
"1289","KELP BAY","NG",0
"1290","KETCHIKAN","NG",0
"1291","KHAZ BAY","NG",0
"1292","KILIUDA BAY","NG",0
"1293","KILLISNOO","NG",0
"1294","KLAWOCK","NG",0
"1295","KNUDSON COVE","NG",0
"1296","Kodiak","NG",0
"1297","KODIAK","NG",0
"1298","LARSEN BAY","NG",0
"1299","LOUIS COVE","NG",0
"1300","LOUISE COVE","NG",0
"1301","LOWELL POINT","NG",368
"1302","METLAKATLA","NG",0
"1303","NAKALILOK BAY","NG",0
"1304","NARROWS INN","NG",0
"1305","NAUKATI","NG",0
"1306","NINILCHIK","NG",0
"1307","OLD HARBOR","NG",0
"1308","ORR ISLAND","NG",0
"1309","PARKS CANNERY","NG",0
"1310","PATTERSON BAY","NG",0
"1311","PAYNE ISLAND","NG",0
"1312","PELICAN","NG",0
"1313","PETERSBURG","NG",0
"1314","PINTA ROCKS","NG",0
"1315","POINT ASTLEY","NG",0
"1316","POINT ASTLY","NG",0
"1317","POINT BAKER","NG",0
"1318","PORT ALEXANDER","NG",0
"1319","PORT ASHTON","NG",0
"1320","PORT LIONS","NG",0
"1321","PORT MALMESBURY","NG",0
"1322","PORT MALMSBURY","NG",0
"1323","PORT MULMSBURY","NG",0
"1324","PORT PROTECTION","NG",0
"1325","PORT ST NICHOLAS","NG",0
"1326","PORT WAKEFIELD","NG",0
"1327","PORT WALTER","NG",0
"1328","PYBUS BAY","NG",0
"1329","PYBUS POINT LODGE","NG",0
"1330","SALMON FALLS","NG",0
"1331","SALMON FALLS RESORT","NG",0
"1332","SAND POINT","NG",0
"1333","SARKAR COVE","NG",0
"1334","SAXMAN SEAS","NG",0
"1335","SEAL BAY (SC)","NG",1
"1336","SEALING COVE","NG",0
"1337","SECURITY BAY","NG",0
"1338","SELDOVIA","NG",0
"1339","SEWARD","NG",2348
"1340","SILVER KING LODGE","NG",0
"1341","SILVER SALMON CREEK","NG",0
"1342","SITKA","NG",0
"1343","SKAGWAY","NG",0
"1344","SPORTSMAN COVE","NG",0
"1345","SQUARE COVE","NG",0
"1346","STEAMBOAT BAY","NG",0
"1347","SUNNYSIDE","NG",0
"1348","TENAKEE","NG",0
"1349","THOMAS BASIN","NG",0
"1350","THORNE BAY","NG",0
"1351","TUTKA BAY","NG",0
"1352","UGAK BAY","NG",0
"1353","UGANIK BAY","NG",0
