"","year","user","cfmu","spec","n_samps","n_ints","samp_p_int","mean_wtkg","sd_wt","boot_sd","mean_n","mean_int","mean_spi","n_ints2"
"950",2019,"Charter","PWSI","black",156,13,12,2.10241869221291,0.753747113129954,0.0576349962286561,274.333333333333,13.9333333333333,20.0994261294261,13
"951",2019,"Charter","PWSO","black",798,34,23.4705882352941,2.35727329113346,0.675410014807126,0.024747962449305,560.533333333333,25.1333333333333,22.8432426087252,34
"952",2020,"Charter","NG","black",153,12,12.75,1.92091503267974,0.597544712571814,0.0467455399223309,598.466666666667,31.1333333333333,18.9690112441394,12
"953",2020,"Charter","PWSI","black",78,5,15.6,2.00512820512821,0.726653499286495,0.0854141918476175,274.333333333333,13.9333333333333,20.0994261294261,5
"954",2020,"Charter","PWSO","black",289,24,12.0416666666667,2.29204152249135,0.77152377974651,0.0456814280239674,560.533333333333,25.1333333333333,22.8432426087252,24
"955",2021,"Charter","CI","black",80,6,13.3333333333333,1.50882437581861,0.31081361297907,0.0348791081280534,79.1428571428571,10.4285714285714,7.40763502370645,6
"956",2021,"Charter","NG","black",600,30,20,1.51791802308743,0.560343758083362,0.0234111187960423,598.466666666667,31.1333333333333,18.9690112441394,30
"957",2021,"Charter","NORTHEAST","black",299,9,33.2222222222222,1.77439198706826,0.520035136614121,0.0305657222629026,172.857142857143,7.57142857142857,22.9164192949907,9
"958",2021,"Charter","PWSI","black",225,16,14.0625,1.90726390430935,0.636811139973889,0.0423303477471903,274.333333333333,13.9333333333333,20.0994261294261,16
"959",2021,"Charter","PWSO","black",678,17,39.8823529411765,1.78761242181221,0.670547959921777,0.0244048957365924,560.533333333333,25.1333333333333,22.8432426087252,17
"960",2022,"Charter","CI","black",128,12,10.6666666666667,1.84445564194634,0.388761620950269,0.0339790491501992,79.1428571428571,10.4285714285714,7.40763502370645,12
"961",2022,"Charter","NG","black",655,28,23.3928571428571,1.5978372058433,0.553991796862433,0.0212256782556781,598.466666666667,31.1333333333333,18.9690112441394,28
"962",2022,"Charter","NORTHEAST","black",115,6,19.1666666666667,1.72173913043478,0.512609869899649,0.047535778915678,172.857142857143,7.57142857142857,22.9164192949907,6
"963",2022,"Charter","PWSI","black",615,17,36.1764705882353,1.86312348783979,0.563718714824322,0.022197054564719,274.333333333333,13.9333333333333,20.0994261294261,17
"964",2022,"Charter","PWSO","black",518,19,27.2631578947368,2.1765795433474,0.673990157228284,0.0294116647936193,560.533333333333,25.1333333333333,22.8432426087252,19
"965",2023,"Charter","CI","black",78,9,8.66666666666667,1.97539739857782,0.397544469166786,0.0434786853101719,79.1428571428571,10.4285714285714,7.40763502370645,9
"966",2023,"Charter","NG","black",447,26,17.1923076923077,1.74696389748165,0.556788146864352,0.0258894934212545,598.466666666667,31.1333333333333,18.9690112441394,26
"967",2023,"Charter","NORTHEAST","black",198,6,33,1.9459595959596,0.532553315539601,0.0371696412566024,172.857142857143,7.57142857142857,22.9164192949907,6
"968",2023,"Charter","PWSI","black",158,14,11.2857142857143,1.93801102959253,0.628377769445444,0.0503252686774349,274.333333333333,13.9333333333333,20.0994261294261,14
"969",2023,"Charter","PWSO","black",438,17,25.7647058823529,2.16065544732848,0.662953375816056,0.0312129890475967,560.533333333333,25.1333333333333,22.8432426087252,17
"970",2024,"Charter","CI","black",112,9,12.4444444444444,2.19962883128829,0.600980677376234,0.0563002403464875,79.1428571428571,10.4285714285714,7.40763502370645,9
"971",2024,"Charter","NG","black",549,30,18.3,1.80729224214841,0.530071798170546,0.0217091123699136,598.466666666667,31.1333333333333,18.9690112441394,30
"972",2024,"Charter","NORTHEAST","black",71,5,14.2,1.94458126775061,0.387334060738228,0.0463833851492074,172.857142857143,7.57142857142857,22.9164192949907,5
"973",2024,"Charter","PWSI","black",273,17,16.0588235294118,1.85793902114827,0.505278137062886,0.0308907738371019,274.333333333333,13.9333333333333,20.0994261294261,17
"974",2024,"Charter","PWSO","black",435,25,17.4,1.9255503377372,0.501892248297605,0.0228453601724745,560.533333333333,25.1333333333333,22.8432426087252,25
"975",2025,"Charter","AFOGNAK","black",66,6,11,2.1313335125566,0.426107813313116,0.0528092317914106,66,6,11,6
"976",2025,"Charter","CI","black",55,8,6.875,2.20569705102128,0.546279864181902,0.0744457944348143,79.1428571428571,10.4285714285714,7.40763502370645,8
"977",2025,"Charter","NG","black",831,40,20.775,1.98762761181307,0.496231281479963,0.0168198190942277,598.466666666667,31.1333333333333,18.9690112441394,40
"978",2025,"Charter","NORTHEAST","black",199,9,22.1111111111111,1.99447236180905,1.06368883484015,0.0751837681233915,172.857142857143,7.57142857142857,22.9164192949907,9
"979",2025,"Charter","PWSI","black",193,10,19.3,1.85773778363876,0.473467584386485,0.0344394629543707,274.333333333333,13.9333333333333,20.0994261294261,10
"980",2025,"Charter","PWSO","black",322,20,16.1,2.04298598352623,0.494845916707786,0.0276117450383052,560.533333333333,25.1333333333333,22.8432426087252,20
"981",2007,"Charter","NG","yelloweye",55,24,2.29166666666667,5.21678975343294,2.29167792081294,0.305283875046012,75,19.4666666666667,3.86235552226731,14.2400148517953
"982",2007,"Charter","PWSI","yelloweye",76,17,4.47058823529412,3.44707939849579,1.28812780316825,0.143645237651752,64.1333333333333,11.7333333333333,5.9424406960852,12.7893577549824
"983",2007,"Charter","PWSO","yelloweye",167,22,7.59090909090909,4.35993622673254,1.29422730146492,0.0977556584764528,137.2,18.4,7.15231956703353,23.3490685692704
"984",2008,"Charter","NG","yelloweye",102,22,4.63636363636364,4.72789413933466,1.80980463812704,0.174892116967395,75,19.4666666666667,3.86235552226731,26.4087548160567
"985",2008,"Charter","PWSI","yelloweye",97,17,5.70588235294118,3.45821982026182,1.46516594553162,0.147735602039699,64.1333333333333,11.7333333333333,5.9424406960852,16.3232592399117
"986",2008,"Charter","PWSO","yelloweye",181,23,7.8695652173913,4.55330365637522,1.60162871690707,0.111711411769845,137.2,18.4,7.15231956703353,25.3064755151972
"987",2009,"Charter","NG","yelloweye",101,28,3.60714285714286,4.29643648979633,2.14614481102326,0.208015950326019,75,19.4666666666667,3.86235552226731,26.149845455115
"988",2009,"Charter","NORTHEAST","yelloweye",16,4,4,3.55625,2.51792738841559,0.609144272109854,17.3333333333333,5,3.46666666666667,4.61538461538461
"989",2009,"Charter","PWSI","yelloweye",72,19,3.78947368421053,3.38309436305209,1.34118878725521,0.159558663652138,64.1333333333333,11.7333333333333,5.9424406960852,12.1162336626149
"990",2009,"Charter","PWSO","yelloweye",265,30,8.83333333333333,4.54336962326472,1.50106082338718,0.0947803697415238,137.2,18.4,7.15231956703353,37.0509171907584
"991",2010,"Charter","NG","yelloweye",205,36,5.69444444444444,4.6495258478035,1.90745122513415,0.132553707190881,75,19.4666666666667,3.86235552226731,53.0764189930551
"992",2010,"Charter","PWSI","yelloweye",99,22,4.5,3.36102150773931,1.73644623368202,0.175075685821292,64.1333333333333,11.7333333333333,5.9424406960852,16.6598212860954
"993",2010,"Charter","PWSO","yelloweye",258,26,9.92307692307692,4.39568067193338,1.65882789264538,0.104411153263753,137.2,18.4,7.15231956703353,36.072213717795
"994",2011,"Charter","NG","yelloweye",98,19,5.15789473684211,4.93682382374004,1.73461621633944,0.177528802588559,75,19.4666666666667,3.86235552226731,19
"995",2011,"Charter","PWSI","yelloweye",77,16,4.8125,3.13997306838572,1.50711392938275,0.169035981838596,64.1333333333333,11.7333333333333,5.9424406960852,16
"996",2011,"Charter","PWSO","yelloweye",156,19,8.21052631578947,4.06490232769547,1.19591216786519,0.0967744458470949,137.2,18.4,7.15231956703353,19
"997",2012,"Charter","NG","yelloweye",104,25,4.16,3.52895667134475,1.75175643490202,0.16311214613716,75,19.4666666666667,3.86235552226731,25
"998",2012,"Charter","PWSI","yelloweye",91,23,3.95652173913043,3.32517089416834,1.52998725391845,0.161123280712768,64.1333333333333,11.7333333333333,5.9424406960852,23
"999",2012,"Charter","PWSO","yelloweye",241,28,8.60714285714286,4.47893728289805,1.66669169083322,0.11197864183647,137.2,18.4,7.15231956703353,28
"1000",2013,"Charter","NG","yelloweye",128,27,4.74074074074074,4.38575571207958,1.66123719658931,0.14799423104516,75,19.4666666666667,3.86235552226731,27
"1001",2013,"Charter","NORTHEAST","yelloweye",19,5,3.8,4.04736842105263,1.67011923095749,0.361177879976792,17.3333333333333,5,3.46666666666667,5
"1002",2013,"Charter","PWSI","yelloweye",75,16,4.6875,3.36771627993849,1.70697115417071,0.199271538460634,64.1333333333333,11.7333333333333,5.9424406960852,16
"1003",2013,"Charter","PWSO","yelloweye",221,23,9.60869565217391,4.19899980806836,1.42183483341125,0.0918671488831266,137.2,18.4,7.15231956703353,23
"1004",2014,"Charter","NG","yelloweye",74,21,3.52380952380952,3.87462305584292,2.12597513235389,0.250131678567736,75,19.4666666666667,3.86235552226731,21
"1005",2014,"Charter","NORTHEAST","yelloweye",12,5,2.4,4.08333333333333,1.62471442712157,0.449120389962687,17.3333333333333,5,3.46666666666667,5
"1006",2014,"Charter","PWSI","yelloweye",66,16,4.125,3.72469941050485,1.73634564082198,0.21137526192098,64.1333333333333,11.7333333333333,5.9424406960852,16
"1007",2014,"Charter","PWSO","yelloweye",164,26,6.30769230769231,3.80919080006376,1.63232018869356,0.129007919632815,137.2,18.4,7.15231956703353,26
"1008",2015,"Charter","NG","yelloweye",47,11,4.27272727272727,4.64469524286684,2.20256348095455,0.309954909275789,75,19.4666666666667,3.86235552226731,11
"1009",2015,"Charter","PWSI","yelloweye",75,9,8.33333333333333,3.530929700272,1.34250668006033,0.15000511276286,64.1333333333333,11.7333333333333,5.9424406960852,9
"1010",2015,"Charter","PWSO","yelloweye",209,23,9.08695652173913,3.92601440215263,1.56936285805438,0.105756280890123,137.2,18.4,7.15231956703353,23
"1011",2016,"Charter","NG","yelloweye",74,22,3.36363636363636,3.69507382536005,2.16349119448643,0.247457520183432,75,19.4666666666667,3.86235552226731,22
"1012",2016,"Charter","PWSI","yelloweye",80,17,4.70588235294118,3.44312450764514,1.64189400691705,0.18221315405682,64.1333333333333,11.7333333333333,5.9424406960852,17
"1013",2016,"Charter","PWSO","yelloweye",208,26,8,4.03755425399465,1.53935813178203,0.104110873602531,137.2,18.4,7.15231956703353,26
"1014",2017,"Charter","NG","yelloweye",47,17,2.76470588235294,3.76478542625719,1.64711003065449,0.234748650603071,75,19.4666666666667,3.86235552226731,17
"1015",2017,"Charter","PWSI","yelloweye",114,8,14.25,3.45376453758913,1.30843517808409,0.125357400805089,64.1333333333333,11.7333333333333,5.9424406960852,8
"1016",2017,"Charter","PWSO","yelloweye",105,18,5.83333333333333,3.95878847192945,1.83610947923624,0.176080007472556,137.2,18.4,7.15231956703353,18
"1017",2018,"Charter","NG","yelloweye",91,23,3.95652173913043,3.80051964062392,1.70865544326519,0.178014067589166,75,19.4666666666667,3.86235552226731,23
"1018",2018,"Charter","PWSI","yelloweye",66,11,6,2.91141797809292,1.41819343128182,0.174486132418143,64.1333333333333,11.7333333333333,5.9424406960852,11
"1019",2018,"Charter","PWSO","yelloweye",130,23,5.65217391304348,4.04694483807345,1.49777785524401,0.129887110003535,137.2,18.4,7.15231956703353,23
"1020",2019,"Charter","NG","yelloweye",91,25,3.64,4.05683353983173,1.98868927200253,0.201313830513738,75,19.4666666666667,3.86235552226731,25
"1021",2019,"Charter","PWSI","yelloweye",115,14,8.21428571428571,3.83020789167215,1.39145596289305,0.131549534436425,64.1333333333333,11.7333333333333,5.9424406960852,14
"1022",2019,"Charter","PWSO","yelloweye",214,26,8.23076923076923,3.8597552521037,1.49427712259712,0.100992618546165,137.2,18.4,7.15231956703353,26
"1023",2020,"Charter","NG","yelloweye",46,8,5.75,3.84782608695652,1.59690521953973,0.233633336117891,75,19.4666666666667,3.86235552226731,8
"1024",2020,"Charter","PWSI","yelloweye",45,4,11.25,3.70444444444444,1.50059920691635,0.218492381034105,64.1333333333333,11.7333333333333,5.9424406960852,4
"1025",2020,"Charter","PWSO","yelloweye",49,10,4.9,4.15510204081633,1.64063773480642,0.238171448514581,137.2,18.4,7.15231956703353,10
"1026",2021,"Charter","NG","yelloweye",47,18,2.61111111111111,3.25159649870921,1.98654051256189,0.284502545249299,75,19.4666666666667,3.86235552226731,18
"1027",2021,"Charter","PWSI","yelloweye",35,9,3.88888888888889,2.28285802330236,1.52911518050558,0.256052925817218,64.1333333333333,11.7333333333333,5.9424406960852,9
"1028",2021,"Charter","PWSO","yelloweye",84,13,6.46153846153846,3.52028124124144,1.57258798879565,0.177637261415005,137.2,18.4,7.15231956703353,13
"1029",2022,"Charter","NG","yelloweye",49,19,2.57894736842105,3.65045394044673,1.97377213339141,0.286464143116023,75,19.4666666666667,3.86235552226731,19
"1030",2022,"Charter","PWSI","yelloweye",45,10,4.5,2.66339308679159,1.2934591219201,0.186695194468601,64.1333333333333,11.7333333333333,5.9424406960852,10
"1031",2022,"Charter","PWSO","yelloweye",134,19,7.05263157894737,3.99248873227846,1.64005378985607,0.138430284148191,137.2,18.4,7.15231956703353,19
"1032",2023,"Charter","NG","yelloweye",48,14,3.42857142857143,3.81283656887643,2.2158526052682,0.32822484448725,75,19.4666666666667,3.86235552226731,14
"1033",2023,"Charter","PWSI","yelloweye",24,7,3.42857142857143,2.93638319137245,1.49834748246417,0.292901544292406,64.1333333333333,11.7333333333333,5.9424406960852,7
"1034",2023,"Charter","PWSO","yelloweye",63,9,7,4.47681040305757,1.72816802199542,0.213270597742753,137.2,18.4,7.15231956703353,9
"1035",2024,"Charter","NG","yelloweye",48,18,2.66666666666667,4.0983446420061,1.63239895450621,0.238383647047566,75,19.4666666666667,3.86235552226731,18
"1036",2024,"Charter","PWSI","yelloweye",23,9,2.55555555555556,2.60280136579672,1.48442699712739,0.303375961036493,64.1333333333333,11.7333333333333,5.9424406960852,9
"1037",2024,"Charter","PWSO","yelloweye",42,7,6,4.40394250446416,1.43779394238608,0.224587051809783,137.2,18.4,7.15231956703353,7
